GO.ID	Name	Frequency
GO:0031333	negative regulation of protein-containing complex assembly	4
GO:0032272	negative regulation of protein polymerization	4
GO:0043242	negative regulation of protein-containing complex disassembly	4
GO:1901880	negative regulation of protein depolymerization	4
GO:0050776	regulation of immune response	4
GO:0002682	regulation of immune system process	4
GO:1901701	cellular response to oxygen-containing compound	4
GO:0042182	ketone catabolic process	4
GO:0032543	mitochondrial translation	4
GO:0006518	peptide metabolic process	4
GO:0009298	GDP-mannose biosynthetic process	4
GO:0006913	nucleocytoplasmic transport	4
GO:0042398	cellular modified amino acid biosynthetic process	4
GO:0034637	obsolete cellular carbohydrate biosynthetic process	4
GO:1901617	organic hydroxy compound biosynthetic process	4
GO:0006486	protein glycosylation	4
GO:0043413	macromolecule glycosylation	4
GO:0009101	glycoprotein biosynthetic process	4
GO:0009414	response to water deprivation	4
GO:0009415	response to water	4
GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA	4
GO:0051443	positive regulation of ubiquitin-protein transferase activity	4
GO:0031398	positive regulation of protein ubiquitination	4
GO:0051438	regulation of ubiquitin-protein transferase activity	4
GO:0006661	phosphatidylinositol biosynthetic process	4
GO:0006511	ubiquitin-dependent protein catabolic process	4
GO:0071248	cellular response to metal ion	4
GO:0019988	charged-tRNA amino acid modification	4
GO:0071241	obsolete cellular response to inorganic substance	4
GO:0051169	nuclear transport	4
GO:0051494	negative regulation of cytoskeleton organization	4
GO:0006657	CDP-choline pathway	4
GO:0010082	regulation of root meristem growth	4
GO:0098876	vesicle-mediated transport to the plasma membrane	4
GO:0032469	endoplasmic reticulum calcium ion homeostasis	4
GO:2000280	regulation of root development	4
GO:0051187	obsolete cofactor catabolic process	4
GO:0035821	modulation of process of another organism	4
GO:0006420	arginyl-tRNA aminoacylation	4
GO:0009605	response to external stimulus	4
GO:0008104	protein localization	4
GO:0009072	aromatic amino acid metabolic process	4
GO:0070727	cellular macromolecule localization	4
GO:0050801	monoatomic ion homeostasis	4
GO:0006108	malate metabolic process	4
GO:0009219	pyrimidine deoxyribonucleotide metabolic process	4
GO:0015031	protein transport	4
GO:0032456	endocytic recycling	4
GO:0045184	establishment of protein localization	4
GO:0051239	regulation of multicellular organismal process	4
GO:0009225	nucleotide-sugar metabolic process	4
GO:0009157	deoxyribonucleoside monophosphate biosynthetic process	4
GO:0010449	root meristem growth	4
GO:0009162	deoxyribonucleoside monophosphate metabolic process	4
GO:0048574	long-day photoperiodism, flowering	4
GO:0000272	polysaccharide catabolic process	4
GO:0055074	calcium ion homeostasis	4
GO:0048571	long-day photoperiodism	4
GO:0046854	phosphatidylinositol phosphate biosynthetic process	4
GO:0045454	cell redox homeostasis	4
GO:0046385	deoxyribose phosphate biosynthetic process	4
GO:0009265	2'-deoxyribonucleotide biosynthetic process	4
GO:0009221	pyrimidine deoxyribonucleotide biosynthetic process	4
GO:0009088	threonine biosynthetic process	4
GO:0090567	reproductive shoot system development	4
GO:0009725	response to hormone	4
GO:0006434	seryl-tRNA aminoacylation	4
GO:0019852	L-ascorbic acid metabolic process	4
GO:0009908	flower development	4
GO:0031930	mitochondria-nucleus signaling pathway	4
GO:0031125	rRNA 3'-end processing	4
GO:0071103	DNA conformation change	4
GO:0010208	pollen wall assembly	4
GO:0006874	intracellular calcium ion homeostasis	4
GO:0035966	response to topologically incorrect protein	3
GO:0071446	cellular response to salicylic acid stimulus	3
GO:0032351	negative regulation of hormone metabolic process	3
GO:0090116	obsolete C-5 methylation of cytosine	3
GO:0014074	response to purine-containing compound	3
GO:0035967	cellular response to topologically incorrect protein	3
GO:0097306	cellular response to alcohol	3
GO:0071215	cellular response to abscisic acid stimulus	3
GO:0071236	cellular response to antibiotic	3
GO:0044275	obsolete cellular carbohydrate catabolic process	3
GO:0009738	abscisic acid-activated signaling pathway	3
GO:0009826	unidimensional cell growth	3
GO:0000491	small nucleolar ribonucleoprotein complex assembly	3
GO:0000492	box C/D snoRNP assembly	3
GO:0002213	defense response to insect	3
GO:0071275	cellular response to aluminum ion	3
GO:0009620	response to fungus	3
GO:0048523	negative regulation of cellular process	3
GO:2001023	regulation of response to drug	3
GO:0009719	response to endogenous stimulus	3
GO:0071577	zinc ion transmembrane transport	3
GO:0006829	zinc ion transport	3
GO:0006183	GTP biosynthetic process	3
GO:0006228	UTP biosynthetic process	3
GO:0046039	GTP metabolic process	3
GO:0046051	UTP metabolic process	3
GO:0009250	glucan biosynthetic process	3
GO:0051276	chromosome organization	3
GO:0005986	sucrose biosynthetic process	3
GO:0051055	negative regulation of lipid biosynthetic process	3
GO:1905499	trichome papilla formation	3
GO:0106167	extracellular ATP signaling	3
GO:0010091	trichome branching	3
GO:0030031	cell projection assembly	3
GO:0010228	vegetative to reproductive phase transition of meristem	3
GO:0072594	establishment of protein localization to organelle	3
GO:0010090	trichome morphogenesis	3
GO:0010026	trichome differentiation	3
GO:0032353	negative regulation of hormone biosynthetic process	3
GO:1900367	positive regulation of defense response to insect	3
GO:2000068	regulation of defense response to insect	3
GO:0009853	photorespiration	3
GO:0033198	response to ATP	3
GO:0071318	cellular response to ATP	3
GO:0031670	cellular response to nutrient	3
GO:0097359	UDP-glucosylation	3
GO:0046683	response to organophosphorus	3
GO:0070887	cellular response to chemical stimulus	3
GO:0014070	response to organic cyclic compound	3
GO:0006099	tricarboxylic acid cycle	3
GO:0071596	ubiquitin-dependent protein catabolic process via the N-end rule pathway	3
GO:0050778	positive regulation of immune response	3
GO:0033355	ascorbate glutathione cycle	3
GO:0002684	positive regulation of immune system process	3
GO:0071456	cellular response to hypoxia	3
GO:0071453	cellular response to oxygen levels	3
GO:0006090	pyruvate metabolic process	3
GO:0071555	cell wall organization	3
GO:0045089	positive regulation of innate immune response	3
GO:0010731	protein glutathionylation	3
GO:0045229	external encapsulating structure organization	3
GO:0036294	cellular response to decreased oxygen levels	3
GO:0071229	cellular response to acid chemical	3
GO:0061024	membrane organization	3
GO:0006338	chromatin remodeling	3
GO:0042157	lipoprotein metabolic process	3
GO:1901879	regulation of protein depolymerization	3
GO:0030834	regulation of actin filament depolymerization	3
GO:0032107	regulation of response to nutrient levels	3
GO:0032104	obsolete regulation of response to extracellular stimulus	3
GO:0042158	lipoprotein biosynthetic process	3
GO:0006497	protein lipidation	3
GO:0042023	DNA endoreduplication	3
GO:0046677	response to antibiotic	3
GO:2000022	regulation of jasmonic acid mediated signaling pathway	3
GO:0070647	protein modification by small protein conjugation or removal	3
GO:0045088	regulation of innate immune response	3
GO:0072598	protein localization to chloroplast	3
GO:0048583	regulation of response to stimulus	3
GO:0001523	retinoid metabolic process	3
GO:0006869	lipid transport	3
GO:0009685	gibberellin metabolic process	3
GO:0071417	cellular response to organonitrogen compound	3
GO:0010044	response to aluminum ion	3
GO:0006855	xenobiotic transmembrane transport	3
GO:0006424	glutamyl-tRNA aminoacylation	3
GO:0048280	vesicle fusion with Golgi apparatus	3
GO:0070536	protein K63-linked deubiquitination	3
GO:0006091	generation of precursor metabolites and energy	3
GO:0009967	positive regulation of signal transduction	3
GO:0001101	response to acid chemical	3
GO:0007264	small GTPase-mediated signal transduction	3
GO:0015977	carbon fixation	3
GO:2000113	obsolete negative regulation of cellular macromolecule biosynthetic process	3
GO:0010558	negative regulation of macromolecule biosynthetic process	3
GO:0048367	shoot system development	3
GO:0050793	regulation of developmental process	3
GO:0045934	negative regulation of nucleobase-containing compound metabolic process	3
GO:0051253	negative regulation of RNA metabolic process	3
GO:1903507	obsolete negative regulation of nucleic acid-templated transcription	3
GO:1902679	negative regulation of RNA biosynthetic process	3
GO:0045892	negative regulation of DNA-templated transcription	3
GO:0051567	obsolete histone H3-K9 methylation	3
GO:0002833	positive regulation of response to biotic stimulus	3
GO:0010876	lipid localization	3
GO:0048878	chemical homeostasis	3
GO:0006658	phosphatidylserine metabolic process	3
GO:1900055	regulation of leaf senescence	3
GO:0048284	organelle fusion	3
GO:0043207	response to external biotic stimulus	3
GO:0042873	aldonate transmembrane transport	3
GO:0015713	phosphoglycerate transmembrane transport	3
GO:0051707	response to other organism	3
GO:0042373	vitamin K metabolic process	3
GO:0051030	snRNA transport	3
GO:0045087	innate immune response	3
GO:0042371	vitamin K biosynthetic process	3
GO:0009395	phospholipid catabolic process	3
GO:1901616	organic hydroxy compound catabolic process	3
GO:0046164	alcohol catabolic process	3
GO:0046838	obsolete phosphorylated carbohydrate dephosphorylation	3
GO:0006955	immune response	3
GO:0071545	inositol phosphate catabolic process	3
GO:0044786	cell cycle DNA replication	3
GO:0009607	response to biotic stimulus	3
GO:0046855	obsolete inositol phosphate dephosphorylation	3
GO:0003013	circulatory system process	3
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	3
GO:0008015	blood circulation	3
GO:0090229	negative regulation of red or far-red light signaling pathway	3
GO:0090316	positive regulation of intracellular protein transport	3
GO:0009056	catabolic process	3
GO:0071704	obsolete organic substance metabolic process	3
GO:0006560	proline metabolic process	3
GO:1900424	regulation of defense response to bacterium	3
GO:0002376	immune system process	3
GO:0006419	alanyl-tRNA aminoacylation	3
GO:0090502	obsolete RNA phosphodiester bond hydrolysis, endonucleolytic	3
GO:0098542	defense response to other organism	3
GO:0035195	miRNA-mediated post-transcriptional gene silencing	3
GO:1901575	obsolete organic substance catabolic process	3
GO:0001732	formation of cytoplasmic translation initiation complex	3
GO:0006825	copper ion transport	3
GO:0051246	regulation of protein metabolic process	3
GO:0061025	membrane fusion	3
GO:0098661	inorganic anion transmembrane transport	3
GO:0009141	nucleoside triphosphate metabolic process	3
GO:0044419	biological process involved in interspecies interaction between organisms	3
GO:0051341	regulation of oxidoreductase activity	3
GO:0051353	positive regulation of oxidoreductase activity	3
GO:0008283	cell population proliferation	3
GO:0031167	rRNA methylation	3
GO:0007154	cell communication	3
GO:0042127	regulation of cell population proliferation	3
GO:1900426	positive regulation of defense response to bacterium	3
GO:0044210	'de novo' CTP biosynthetic process	3
GO:0035601	protein deacylation	3
GO:0009251	glucan catabolic process	3
GO:0006631	fatty acid metabolic process	3
GO:0010200	response to chitin	3
GO:0044247	obsolete cellular polysaccharide catabolic process	3
GO:0009220	pyrimidine ribonucleotide biosynthetic process	3
GO:0009218	pyrimidine ribonucleotide metabolic process	3
GO:0009148	pyrimidine nucleoside triphosphate biosynthetic process	3
GO:0009147	pyrimidine nucleoside triphosphate metabolic process	3
GO:0046036	CTP metabolic process	3
GO:0009209	pyrimidine ribonucleoside triphosphate biosynthetic process	3
GO:0009208	pyrimidine ribonucleoside triphosphate metabolic process	3
GO:0006241	CTP biosynthetic process	3
GO:0055070	copper ion homeostasis	3
GO:0006814	sodium ion transport	3
GO:2000104	negative regulation of DNA-templated DNA replication	3
GO:0005982	starch metabolic process	3
GO:0043461	proton-transporting ATP synthase complex assembly	3
GO:0052779	amino disaccharide metabolic process	3
GO:0030097	hemopoiesis	3
GO:0019432	triglyceride biosynthetic process	3
GO:0046460	neutral lipid biosynthetic process	3
GO:0048584	positive regulation of response to stimulus	3
GO:0046463	acylglycerol biosynthetic process	3
GO:0006641	triglyceride metabolic process	3
GO:0106027	neuron projection organization	3
GO:0097061	dendritic spine organization	3
GO:0052781	chitobiose catabolic process	3
GO:0006857	oligopeptide transport	3
GO:0019252	starch biosynthetic process	3
GO:0032784	regulation of DNA-templated transcription elongation	3
GO:0009903	chloroplast avoidance movement	3
GO:0060250	germ-line stem-cell niche homeostasis	3
GO:1901259	chloroplast rRNA processing	3
GO:0006659	phosphatidylserine biosynthetic process	3
GO:0035493	SNARE complex assembly	3
GO:0052782	amino disaccharide catabolic process	3
GO:0017062	respiratory chain complex III assembly	3
GO:1901659	glycosyl compound biosynthetic process	3
GO:0016973	poly(A)+ mRNA export from nucleus	3
GO:0032876	negative regulation of DNA endoreduplication	3
GO:0005975	carbohydrate metabolic process	3
GO:0034551	mitochondrial respiratory chain complex III assembly	3
GO:0031440	regulation of mRNA 3'-end processing	3
GO:0008156	negative regulation of DNA replication	3
GO:0033614	chloroplast proton-transporting ATP synthase complex assembly	3
GO:0031324	negative regulation of cellular metabolic process	3
GO:0048194	Golgi vesicle budding	3
GO:0060260	regulation of transcription initiation by RNA polymerase II	3
GO:0048024	regulation of mRNA splicing, via spliceosome	3
GO:0090114	COPII-coated vesicle budding	3
GO:0006900	vesicle budding from membrane	3
GO:0009806	lignan metabolic process	3
GO:0009807	lignan biosynthetic process	3
GO:0044260	obsolete cellular macromolecule metabolic process	3
GO:0006360	transcription by RNA polymerase I	3
GO:2000144	positive regulation of DNA-templated transcription initiation	3
GO:0099175	regulation of postsynapse organization	3
GO:0099173	postsynapse organization	3
GO:0018026	peptidyl-lysine monomethylation	3
GO:0010033	obsolete response to organic substance	3
GO:0060261	positive regulation of transcription initiation by RNA polymerase II	3
GO:0050808	synapse organization	3
GO:0000266	mitochondrial fission	3
GO:0050807	regulation of synapse organization	3
GO:0050803	regulation of synapse structure or activity	3
GO:0030968	endoplasmic reticulum unfolded protein response	3
GO:1900865	chloroplast RNA modification	3
GO:0006878	intracellular copper ion homeostasis	3
GO:0002520	immune system development	3
GO:0006298	mismatch repair	3
GO:0019509	L-methionine salvage from methylthioadenosine	3
GO:0015783	GDP-fucose transmembrane transport	3
GO:0043102	amino acid salvage	3
GO:0045931	positive regulation of mitotic cell cycle	3
GO:0071267	L-methionine salvage	3
GO:0048534	hematopoietic or lymphoid organ development	3
GO:0071902	positive regulation of protein serine/threonine kinase activity	3
GO:0006275	regulation of DNA replication	3
GO:0097053	L-kynurenine catabolic process	3
GO:0010646	regulation of cell communication	3
GO:0046900	tetrahydrofolylpolyglutamate metabolic process	3
GO:0005996	monosaccharide metabolic process	3
GO:0031399	regulation of protein modification process	3
GO:0006470	protein dephosphorylation	3
GO:0009966	regulation of signal transduction	3
GO:0023051	regulation of signaling	3
GO:0072655	establishment of protein localization to mitochondrion	3
GO:0071826	protein-RNA complex organization	3
GO:0042274	ribosomal small subunit biogenesis	3
GO:0070585	protein localization to mitochondrion	3
GO:0051049	regulation of transport	3
GO:0046907	intracellular transport	3
GO:0032879	regulation of localization	3
GO:0051649	establishment of localization in cell	3
GO:0104004	cellular response to environmental stimulus	3
GO:0071214	cellular response to abiotic stimulus	3
GO:0046901	tetrahydrofolylpolyglutamate biosynthetic process	3
GO:0009097	isoleucine biosynthetic process	3
GO:0006549	isoleucine metabolic process	3
GO:0065003	protein-containing complex assembly	3
GO:0000459	obsolete exonucleolytic trimming involved in rRNA processing	3
GO:0000467	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	3
GO:0043933	protein-containing complex organization	3
GO:0009755	hormone-mediated signaling pathway	3
GO:0072666	establishment of protein localization to vacuole	3
GO:0072665	protein localization to vacuole	3
GO:0032870	cellular response to hormone stimulus	3
GO:0072593	reactive oxygen species metabolic process	3
GO:0034599	cellular response to oxidative stress	3
GO:0071495	cellular response to endogenous stimulus	3
GO:0071310	obsolete cellular response to organic substance	3
GO:0022618	protein-RNA complex assembly	3
GO:0030433	obsolete ubiquitin-dependent ERAD pathway	3
GO:0051555	flavonol biosynthetic process	3
GO:0006412	translation	3
GO:0044092	negative regulation of molecular function	3
GO:0043086	negative regulation of catalytic activity	3
GO:0051650	establishment of vesicle localization	3
GO:0051648	vesicle localization	3
GO:0006903	vesicle targeting	3
GO:1903829	positive regulation of protein localization	3
GO:0034330	cell junction organization	3
GO:0036503	ERAD pathway	3
GO:0043043	peptide biosynthetic process	3
GO:0018198	peptidyl-cysteine modification	3
GO:0043604	amide biosynthetic process	3
GO:0043603	amide metabolic process	3
GO:0009067	aspartate family amino acid biosynthetic process	3
GO:0009066	aspartate family amino acid metabolic process	3
GO:0034309	primary alcohol biosynthetic process	3
GO:0009228	thiamine biosynthetic process	3
GO:0009124	nucleoside monophosphate biosynthetic process	3
GO:0032012	regulation of ARF protein signal transduction	3
GO:0032011	ARF protein signal transduction	3
GO:0032880	regulation of protein localization	3
GO:0016925	protein sumoylation	3
GO:0010028	xanthophyll cycle	3
GO:1902626	assembly of large subunit precursor of preribosome	3
GO:0046903	secretion	3
GO:0000281	mitotic cytokinesis	3
GO:0061640	cytoskeleton-dependent cytokinesis	3
GO:0034249	negative regulation of amide metabolic process	3
GO:0019310	inositol catabolic process	3
GO:0010821	regulation of mitochondrion organization	3
GO:0016116	carotenoid metabolic process	3
GO:0016108	tetraterpenoid metabolic process	3
GO:0071451	cellular response to superoxide	3
GO:0071450	cellular response to oxygen radical	3
GO:0019430	removal of superoxide radicals	3
GO:0048608	reproductive structure development	3
GO:0010073	meristem maintenance	3
GO:0048831	regulation of shoot system development	3
GO:1905392	plant organ morphogenesis	3
GO:0048507	meristem development	3
GO:0051348	negative regulation of transferase activity	3
GO:0048589	developmental growth	3
GO:0061458	reproductive system development	3
GO:0006801	superoxide metabolic process	3
GO:2000026	regulation of multicellular organismal development	3
GO:0000162	tryptophan biosynthetic process	3
GO:0046219	indolalkylamine biosynthetic process	3
GO:0006568	tryptophan metabolic process	3
GO:0006586	indolalkylamine metabolic process	3
GO:0006432	phenylalanyl-tRNA aminoacylation	3
GO:0010015	root morphogenesis	3
GO:0032147	activation of protein kinase activity	3
GO:0048509	regulation of meristem development	3
GO:0000959	mitochondrial RNA metabolic process	3
GO:0071901	negative regulation of protein serine/threonine kinase activity	3
GO:0033673	negative regulation of kinase activity	3
GO:0006469	negative regulation of protein kinase activity	3
GO:0010229	inflorescence development	3
GO:0033108	mitochondrial respiratory chain complex assembly	3
GO:0042752	regulation of circadian rhythm	3
GO:0010450	inflorescence meristem growth	3
GO:0010081	regulation of inflorescence meristem growth	3
GO:0009909	regulation of flower development	3
GO:0140115	export across plasma membrane	3
GO:0009132	nucleoside diphosphate metabolic process	3
GO:0031109	microtubule polymerization or depolymerization	3
GO:0034404	nucleobase-containing small molecule biosynthetic process	3
GO:0019320	hexose catabolic process	3
GO:0051273	beta-glucan metabolic process	3
GO:0003006	developmental process involved in reproduction	3
GO:0009146	purine nucleoside triphosphate catabolic process	3
GO:0000305	response to oxygen radical	3
GO:0000303	response to superoxide	3
GO:0060321	acceptance of pollen	3
GO:0051347	positive regulation of transferase activity	3
GO:0006405	RNA export from nucleus	3
GO:0071985	multivesicular body sorting pathway	3
GO:0090069	regulation of ribosome biogenesis	3
GO:0042744	hydrogen peroxide catabolic process	3
GO:0042743	hydrogen peroxide metabolic process	3
GO:0031347	regulation of defense response	3
GO:0006446	regulation of translational initiation	3
GO:0009081	branched-chain amino acid metabolic process	3
GO:0002831	regulation of response to biotic stimulus	3
GO:0006203	dGTP catabolic process	3
GO:0009151	purine deoxyribonucleotide metabolic process	3
GO:0009139	pyrimidine nucleoside diphosphate biosynthetic process	3
GO:0016104	triterpenoid biosynthetic process	3
GO:0009155	purine deoxyribonucleotide catabolic process	3
GO:0009215	purine deoxyribonucleoside triphosphate metabolic process	3
GO:0009217	purine deoxyribonucleoside triphosphate catabolic process	3
GO:0015937	coenzyme A biosynthetic process	3
GO:0046470	phosphatidylcholine metabolic process	3
GO:0046070	dGTP metabolic process	3
GO:0006722	triterpenoid metabolic process	3
GO:0046386	deoxyribose phosphate catabolic process	3
GO:0055086	nucleobase-containing small molecule metabolic process	3
GO:0009073	aromatic amino acid family biosynthetic process	3
GO:0009263	deoxyribonucleotide biosynthetic process	3
GO:0009133	nucleoside diphosphate biosynthetic process	3
GO:0009138	pyrimidine nucleoside diphosphate metabolic process	3
GO:0051554	flavonol metabolic process	3
GO:0017148	negative regulation of translation	3
GO:0030163	protein catabolic process	3
GO:0008643	carbohydrate transport	3
GO:0042136	obsolete neurotransmitter biosynthetic process	3
GO:0008654	phospholipid biosynthetic process	3
GO:0071941	nitrogen cycle metabolic process	3
GO:0009699	phenylpropanoid biosynthetic process	3
GO:0009812	flavonoid metabolic process	3
GO:0019941	modification-dependent protein catabolic process	3
GO:0043632	modification-dependent macromolecule catabolic process	3
GO:0019264	glycine biosynthetic process from serine	3
GO:0006545	glycine biosynthetic process	3
GO:1901565	organonitrogen compound catabolic process	3
GO:0051603	proteolysis involved in protein catabolic process	3
GO:0006644	phospholipid metabolic process	3
GO:0009100	glycoprotein metabolic process	3
GO:0016926	protein desumoylation	3
GO:0006882	intracellular zinc ion homeostasis	3
GO:0007265	Ras protein signal transduction	3
GO:0051056	regulation of small GTPase mediated signal transduction	3
GO:0071554	cell wall organization or biogenesis	3
GO:0035999	tetrahydrofolate interconversion	3
GO:0000154	rRNA modification	3
GO:0031047	regulatory ncRNA-mediated gene silencing	3
GO:0045005	DNA-templated DNA replication maintenance of fidelity	3
GO:0090305	obsolete nucleic acid phosphodiester bond hydrolysis	3
GO:0016458	obsolete gene silencing	3
GO:0046488	phosphatidylinositol metabolic process	3
GO:0055082	intracellular chemical homeostasis	3
GO:0031145	anaphase-promoting complex-dependent catabolic process	3
GO:0010112	regulation of systemic acquired resistance	3
GO:0046474	glycerophospholipid biosynthetic process	3
GO:0046578	regulation of Ras protein signal transduction	3
GO:0008652	amino acid biosynthetic process	3
GO:1901607	alpha-amino acid biosynthetic process	3
GO:0044205	'de novo' UMP biosynthetic process	3
GO:0030258	lipid modification	3
GO:0006873	intracellular monoatomic ion homeostasis	3
GO:0009113	purine nucleobase biosynthetic process	3
GO:0009932	cell tip growth	3
GO:0006378	obsolete mRNA polyadenylation	3
GO:0006547	L-histidine metabolic process	3
GO:0045017	glycerolipid biosynthetic process	3
GO:0072319	vesicle uncoating	3
GO:0061572	actin filament bundle organization	3
GO:0051017	actin filament bundle assembly	3
GO:0009642	response to light intensity	3
GO:0051261	protein depolymerization	3
GO:0052803	imidazole-containing compound metabolic process	3
GO:0009310	amine catabolic process	3
GO:0042402	cellular biogenic amine catabolic process	3
GO:0050826	response to freezing	3
GO:0044283	small molecule biosynthetic process	3
GO:0010927	cellular component assembly involved in morphogenesis	3
GO:0032989	cellular anatomical entity morphogenesis	3
GO:0097052	L-kynurenine metabolic process	3
GO:0022411	cellular component disassembly	3
GO:0019318	hexose metabolic process	3
GO:1903241	U2-type prespliceosome assembly	3
GO:0010605	negative regulation of macromolecule metabolic process	3
GO:0007017	microtubule-based process	3
GO:0015749	monosaccharide transmembrane transport	3
GO:0046283	anthocyanin-containing compound metabolic process	3
GO:0072318	clathrin coat disassembly	3
GO:0000105	L-histidine biosynthetic process	3
GO:0009892	negative regulation of metabolic process	3
GO:0051050	positive regulation of transport	3
GO:0071331	cellular response to hexose stimulus	2
GO:0006000	fructose metabolic process	2
GO:0071326	cellular response to monosaccharide stimulus	2
GO:0006972	hyperosmotic response	2
GO:0031538	negative regulation of anthocyanin metabolic process	2
GO:0015807	L-amino acid transport	2
GO:0043090	amino acid import	2
GO:0006836	neurotransmitter transport	2
GO:0071333	cellular response to glucose stimulus	2
GO:0009416	response to light stimulus	2
GO:1903338	regulation of cell wall organization or biogenesis	2
GO:0032787	monocarboxylic acid metabolic process	2
GO:1902475	L-alpha-amino acid transmembrane transport	2
GO:0060962	regulation of ribosomal protein gene transcription by RNA polymerase II	2
GO:0015800	acidic amino acid transport	2
GO:0042221	response to chemical	2
GO:0032103	positive regulation of response to external stimulus	2
GO:0007165	signal transduction	2
GO:0042391	regulation of membrane potential	2
GO:0009314	response to radiation	2
GO:0042148	DNA strand invasion	2
GO:0000720	pyrimidine dimer repair by nucleotide-excision repair	2
GO:0031349	positive regulation of defense response	2
GO:0042797	tRNA transcription by RNA polymerase III	2
GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	2
GO:0042538	hyperosmotic salinity response	2
GO:0009304	tRNA transcription	2
GO:0015804	neutral amino acid transport	2
GO:0032509	endosome transport via multivesicular body sorting pathway	2
GO:0051083	'de novo' cotranslational protein folding	2
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	2
GO:1901606	alpha-amino acid catabolic process	2
GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway	2
GO:1990641	response to iron ion starvation	2
GO:0034097	response to cytokine	2
GO:0006597	spermine biosynthetic process	2
