GO.ID	Name	Frequency
GO:0072505	obsolete divalent inorganic anion homeostasis	1685
GO:0098876	vesicle-mediated transport to the plasma membrane	1683
GO:0051223	regulation of protein transport	1683
GO:0090087	regulation of peptide transport	1683
GO:1904951	positive regulation of establishment of protein localization	1681
GO:0051050	positive regulation of transport	1681
GO:0009267	cellular response to starvation	1681
GO:0048572	short-day photoperiodism	1681
GO:0048575	short-day photoperiodism, flowering	1681
GO:0006998	nuclear envelope organization	1680
GO:0045912	negative regulation of carbohydrate metabolic process	1680
GO:0051222	positive regulation of protein transport	1679
GO:1902456	regulation of stomatal opening	1679
GO:1990069	stomatal opening	1679
GO:0007041	lysosomal transport	1678
GO:0016075	rRNA catabolic process	1678
GO:0070861	regulation of protein exit from endoplasmic reticulum	1677
GO:0016036	cellular response to phosphate starvation	1676
GO:0010506	regulation of autophagy	1675
GO:0009788	negative regulation of abscisic acid-activated signaling pathway	1674
GO:1901420	negative regulation of response to alcohol	1674
GO:1905958	negative regulation of cellular response to alcohol	1674
GO:1905268	negative regulation of chromatin organization	1673
GO:0045292	mRNA cis splicing, via spliceosome	1673
GO:0032527	protein exit from endoplasmic reticulum	1670
GO:1902275	regulation of chromatin organization	1670
GO:0030307	positive regulation of cell growth	1669
GO:0031057	obsolete negative regulation of histone modification	1669
GO:0006672	ceramide metabolic process	1668
GO:0070979	protein K11-linked ubiquitination	1667
GO:0033157	regulation of intracellular protein transport	1666
GO:1903829	positive regulation of protein localization	1666
GO:0051181	obsolete cofactor transport	1665
GO:0007030	Golgi organization	1665
GO:0051716	cellular response to stimulus	1664
GO:0016241	regulation of macroautophagy	1663
GO:0044088	regulation of vacuole organization	1663
GO:0032388	positive regulation of intracellular transport	1662
GO:1990778	protein localization to cell periphery	1662
GO:0090316	positive regulation of intracellular protein transport	1662
GO:0080006	internode patterning	1662
GO:0009895	negative regulation of catabolic process	1662
GO:0031330	negative regulation of cellular catabolic process	1662
GO:0072659	protein localization to plasma membrane	1661
GO:0034661	obsolete ncRNA catabolic process	1660
GO:0070936	protein K48-linked ubiquitination	1659
GO:0060966	regulation of gene silencing by regulatory ncRNA	1659
GO:0060968	obsolete regulation of gene silencing	1659
GO:0051260	protein homooligomerization	1657
GO:0007163	establishment or maintenance of cell polarity	1657
GO:0044211	CTP salvage	1657
GO:0048577	negative regulation of short-day photoperiodism, flowering	1657
GO:0048587	regulation of short-day photoperiodism, flowering	1657
GO:0000105	L-histidine biosynthetic process	1656
GO:0006547	L-histidine metabolic process	1656
GO:0052803	imidazole-containing compound metabolic process	1656
GO:0046173	polyol biosynthetic process	1656
GO:0046513	ceramide biosynthetic process	1656
GO:0051051	negative regulation of transport	1656
GO:0006893	Golgi to plasma membrane transport	1655
GO:0009772	photosynthetic electron transport in photosystem II	1655
GO:0051262	protein tetramerization	1655
GO:0043001	Golgi to plasma membrane protein transport	1655
GO:0043065	positive regulation of apoptotic process	1655
GO:0051013	microtubule severing	1655
GO:0071763	nuclear membrane organization	1655
GO:2001233	regulation of apoptotic signaling pathway	1655
GO:2001235	positive regulation of apoptotic signaling pathway	1655
GO:0036211	protein modification process	1534
GO:0065007	biological regulation	1470
GO:0043412	macromolecule modification	1433
GO:0009893	positive regulation of metabolic process	1333
GO:1901360	obsolete organic cyclic compound metabolic process	1326
GO:0090304	nucleic acid metabolic process	1312
GO:0009059	macromolecule biosynthetic process	1308
GO:0006793	phosphorus metabolic process	1287
GO:0005975	carbohydrate metabolic process	1282
GO:1901576	obsolete organic substance biosynthetic process	1280
GO:0009058	biosynthetic process	1274
GO:0006796	phosphate-containing compound metabolic process	1273
GO:1901575	obsolete organic substance catabolic process	1238
GO:0006725	obsolete cellular aromatic compound metabolic process	1234
GO:0007154	cell communication	1232
GO:0071310	obsolete cellular response to organic substance	1231
GO:0048522	positive regulation of cellular process	1219
GO:0007165	signal transduction	1214
GO:0023052	signaling	1214
GO:0050794	regulation of cellular process	1207
GO:0006629	lipid metabolic process	1206
GO:0051187	obsolete cofactor catabolic process	1198
GO:0032196	transposition	1190
GO:0006259	DNA metabolic process	1188
GO:0006508	proteolysis	1154
GO:0071495	cellular response to endogenous stimulus	1152
GO:0044249	cellular biosynthetic process	1151
GO:0051254	positive regulation of RNA metabolic process	1143
GO:0015074	DNA integration	1143
GO:0032870	cellular response to hormone stimulus	1135
GO:0009755	hormone-mediated signaling pathway	1132
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1128
GO:0043436	oxoacid metabolic process	1125
GO:0006082	organic acid metabolic process	1125
GO:0016999	antibiotic metabolic process	1125
GO:2000026	regulation of multicellular organismal development	1124
GO:0006139	nucleobase-containing compound metabolic process	1112
GO:0009734	auxin-activated signaling pathway	1079
GO:0071365	cellular response to auxin stimulus	1079
GO:0009733	response to auxin	1073
GO:0006313	DNA transposition	1070
GO:0009057	macromolecule catabolic process	1069
GO:0071840	cellular component organization or biogenesis	1062
GO:0009737	response to abscisic acid	1060
GO:0097305	response to alcohol	1060
GO:0042445	hormone metabolic process	1059
GO:0016052	carbohydrate catabolic process	1058
GO:0040007	growth	1055
GO:0031325	positive regulation of cellular metabolic process	1041
GO:0044281	small molecule metabolic process	1040
GO:0044550	secondary metabolite biosynthetic process	1037
GO:0051171	obsolete regulation of nitrogen compound metabolic process	1036
GO:0042744	hydrogen peroxide catabolic process	1035
GO:0007275	multicellular organism development	1032
GO:0009606	tropism	1032
GO:0010557	positive regulation of macromolecule biosynthetic process	1031
GO:0051239	regulation of multicellular organismal process	1031
GO:0043086	negative regulation of catalytic activity	1029
GO:0009699	phenylpropanoid biosynthetic process	1029
GO:0032970	regulation of actin filament-based process	1028
GO:0044092	negative regulation of molecular function	1028
GO:0009056	catabolic process	1027
GO:0010628	positive regulation of gene expression	1027
GO:0046483	obsolete heterocycle metabolic process	1026
GO:0009891	positive regulation of biosynthetic process	1025
GO:0032774	RNA biosynthetic process	1023
GO:0015849	organic acid transport	1022
GO:0046942	carboxylic acid transport	1022
GO:0045893	positive regulation of DNA-templated transcription	1019
GO:1902680	positive regulation of RNA biosynthetic process	1019
GO:1903508	obsolete positive regulation of nucleic acid-templated transcription	1019
GO:0032502	developmental process	1017
GO:0009698	phenylpropanoid metabolic process	1017
GO:0040008	regulation of growth	1017
GO:0019748	secondary metabolic process	1014
GO:0032501	multicellular organismal process	1011
GO:0050789	regulation of biological process	1011
GO:0097659	obsolete nucleic acid-templated transcription	1008
GO:0048856	anatomical structure development	1007
GO:0017001	antibiotic catabolic process	1006
GO:0016043	cellular component organization	1006
GO:0042743	hydrogen peroxide metabolic process	1005
GO:0042180	cellular ketone metabolic process	1004
GO:0072593	reactive oxygen species metabolic process	1003
GO:0019752	carboxylic acid metabolic process	999
GO:0051186	obsolete cofactor metabolic process	996
GO:0044255	cellular lipid metabolic process	995
GO:0022414	reproductive process	995
GO:0000003	obsolete reproduction	995
GO:0010604	positive regulation of macromolecule metabolic process	993
GO:0034641	obsolete cellular nitrogen compound metabolic process	992
GO:0065008	regulation of biological quality	992
GO:0044248	cellular catabolic process	984
GO:0051173	obsolete positive regulation of nitrogen compound metabolic process	983
GO:0009888	tissue development	980
GO:1901700	response to oxygen-containing compound	978
GO:0098869	cellular oxidant detoxification	977
GO:0009725	response to hormone	974
GO:1990748	cellular detoxification	968
GO:0097237	cellular response to toxic substance	968
GO:0016042	lipid catabolic process	965
GO:0055114	obsolete oxidation-reduction process	963
GO:1901615	organic hydroxy compound metabolic process	963
GO:0010817	regulation of hormone levels	959
GO:0006721	terpenoid metabolic process	959
GO:0048869	cellular developmental process	958
GO:0045926	negative regulation of growth	958
GO:0046271	phenylpropanoid catabolic process	958
GO:0070887	cellular response to chemical stimulus	951
GO:0030154	cell differentiation	949
GO:0016049	cell growth	948
GO:0098754	detoxification	948
GO:0048589	developmental growth	947
GO:0009719	response to endogenous stimulus	946
GO:0015711	organic anion transport	945
GO:0042221	response to chemical	945
GO:0019438	obsolete aromatic compound biosynthetic process	940
GO:0009636	response to toxic substance	936
GO:0032956	regulation of actin cytoskeleton organization	935
GO:0008064	regulation of actin polymerization or depolymerization	935
GO:0030832	regulation of actin filament length	935
GO:0110053	regulation of actin filament organization	935
GO:0019222	regulation of metabolic process	933
GO:0006979	response to oxidative stress	927
GO:0044706	multi-multicellular organism process	924
GO:0048731	system development	923
GO:0046274	lignin catabolic process	921
GO:0033993	response to lipid	917
GO:0060255	regulation of macromolecule metabolic process	914
GO:0051252	regulation of RNA metabolic process	912
GO:1901362	obsolete organic cyclic compound biosynthetic process	908
GO:0006066	alcohol metabolic process	906
GO:0008610	lipid biosynthetic process	902
GO:0032787	monocarboxylic acid metabolic process	898
GO:0080090	regulation of primary metabolic process	897
GO:0007389	pattern specification process	896
GO:0006970	response to osmotic stress	895
GO:0090558	plant epidermis development	892
GO:0044262	obsolete cellular carbohydrate metabolic process	890
GO:0009740	gibberellic acid mediated signaling pathway	890
GO:0010476	gibberellin mediated signaling pathway	890
GO:0071370	cellular response to gibberellin stimulus	890
GO:0048518	positive regulation of biological process	885
GO:0006865	amino acid transport	884
GO:0060560	developmental growth involved in morphogenesis	881
GO:0006310	DNA recombination	878
GO:0048580	regulation of post-embryonic development	878
GO:0051493	regulation of cytoskeleton organization	875
GO:0090627	plant epidermal cell differentiation	874
GO:0010015	root morphogenesis	866
GO:0051704	obsolete multi-organism process	862
GO:0009914	hormone transport	859
GO:0006351	DNA-templated transcription	858
GO:0016070	RNA metabolic process	857
GO:0060918	auxin transport	857
GO:0010467	gene expression	856
GO:0001101	response to acid chemical	856
GO:1905392	plant organ morphogenesis	855
GO:0000272	polysaccharide catabolic process	855
GO:0010033	obsolete response to organic substance	855
GO:0044036	cell wall macromolecule metabolic process	854
GO:0048468	cell development	844
GO:0034645	obsolete cellular macromolecule biosynthetic process	843
GO:0045490	pectin catabolic process	843
GO:0045491	xylan metabolic process	840
GO:0010374	stomatal complex development	839
GO:0006720	isoprenoid metabolic process	839
GO:0009926	auxin polar transport	836
GO:0010565	regulation of cellular ketone metabolic process	836
GO:0032271	regulation of protein polymerization	836
GO:1901570	fatty acid derivative biosynthetic process	835
GO:0062012	regulation of small molecule metabolic process	833
GO:0006073	obsolete cellular glucan metabolic process	832
GO:0044042	glucan metabolic process	832
GO:0030041	actin filament polymerization	832
GO:0030833	regulation of actin filament polymerization	832
GO:0003002	regionalization	830
GO:0009653	anatomical structure morphogenesis	830
GO:0042537	benzene-containing compound metabolic process	830
GO:0010468	regulation of gene expression	829
GO:0042546	cell wall biogenesis	829
GO:0071669	plant-type cell wall organization or biogenesis	829
GO:0048640	negative regulation of developmental growth	829
GO:0042631	cellular response to water deprivation	824
GO:0071462	cellular response to water stimulus	824
GO:0006355	regulation of DNA-templated transcription	821
GO:1903506	obsolete regulation of nucleic acid-templated transcription	821
GO:2001141	regulation of RNA biosynthetic process	821
GO:0009808	lignin metabolic process	820
GO:0032535	regulation of cellular component size	820
GO:0090066	regulation of anatomical structure size	820
GO:0016998	cell wall macromolecule catabolic process	819
GO:0005976	polysaccharide metabolic process	818
GO:0009620	response to fungus	818
GO:0032350	regulation of hormone metabolic process	818
GO:1900150	regulation of defense response to fungus	814
GO:0097502	mannosylation	813
GO:0034308	primary alcohol metabolic process	813
GO:0050793	regulation of developmental process	808
GO:0019219	regulation of nucleobase-containing compound metabolic process	806
GO:0009826	unidimensional cell growth	805
GO:0006357	regulation of transcription by RNA polymerase II	804
GO:0010876	lipid localization	804
GO:0042545	cell wall modification	803
GO:0071554	cell wall organization or biogenesis	801
GO:0044264	obsolete cellular polysaccharide metabolic process	799
GO:0051241	negative regulation of multicellular organismal process	799
GO:0051093	negative regulation of developmental process	799
GO:0071470	cellular response to osmotic stress	797
GO:0051346	negative regulation of hydrolase activity	795
GO:2000012	regulation of auxin polar transport	794
GO:1901568	fatty acid derivative metabolic process	794
GO:0035265	organ growth	793
GO:0046620	regulation of organ growth	793
GO:0010410	hemicellulose metabolic process	792
GO:0006714	sesquiterpenoid metabolic process	791
GO:0016106	sesquiterpenoid biosynthetic process	791
GO:0048638	regulation of developmental growth	790
GO:0055088	lipid homeostasis	788
GO:0045229	external encapsulating structure organization	787
GO:0036293	response to decreased oxygen levels	786
GO:0070482	response to oxygen levels	786
GO:0001666	response to hypoxia	784
GO:0071555	cell wall organization	782
GO:0010393	galacturonan metabolic process	782
GO:0045488	pectin metabolic process	782
GO:0009789	positive regulation of abscisic acid-activated signaling pathway	782
GO:1901421	positive regulation of response to alcohol	782
GO:1905959	positive regulation of cellular response to alcohol	782
GO:0010383	cell wall polysaccharide metabolic process	781
GO:0006631	fatty acid metabolic process	778
GO:0048584	positive regulation of response to stimulus	777
GO:0031326	regulation of cellular biosynthetic process	775
GO:0018958	phenol-containing compound metabolic process	771
GO:0090626	plant epidermis morphogenesis	770
GO:2000112	obsolete regulation of cellular macromolecule biosynthetic process	768
GO:0010556	regulation of macromolecule biosynthetic process	768
GO:0010103	stomatal complex morphogenesis	767
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	758
GO:1904029	regulation of cyclin-dependent protein kinase activity	758
GO:0044703	multi-organism reproductive process	753
GO:0019953	sexual reproduction	753
GO:0007049	cell cycle	752
GO:0009415	response to water	752
GO:0031328	positive regulation of cellular biosynthetic process	751
GO:0009664	plant-type cell wall organization	751
GO:0009414	response to water deprivation	751
GO:0006869	lipid transport	747
GO:0046618	xenobiotic export from cell	743
GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane	743
GO:0010411	xyloglucan metabolic process	743
GO:0045493	xylan catabolic process	743
GO:0044347	cell wall polysaccharide catabolic process	743
GO:2000895	hemicellulose catabolic process	743
GO:0016477	cell migration	741
GO:0010166	wax metabolic process	741
GO:0031323	regulation of cellular metabolic process	740
GO:0009889	regulation of biosynthetic process	738
GO:0010025	wax biosynthetic process	738
GO:1990937	xylan acetylation	737
GO:1902930	regulation of alcohol biosynthetic process	733
GO:0009687	abscisic acid metabolic process	731
GO:0043288	apocarotenoid metabolic process	731
GO:1902644	tertiary alcohol metabolic process	731
GO:0010143	cutin biosynthetic process	731
GO:0009688	abscisic acid biosynthetic process	731
GO:0043289	apocarotenoid biosynthetic process	731
GO:1902645	tertiary alcohol biosynthetic process	731
GO:0019747	regulation of isoprenoid metabolic process	731
GO:0055081	monoatomic anion homeostasis	731
GO:0006633	fatty acid biosynthetic process	731
GO:0070647	protein modification by small protein conjugation or removal	730
GO:0010115	regulation of abscisic acid biosynthetic process	730
GO:2000033	regulation of seed dormancy process	730
GO:2000034	regulation of seed maturation	730
GO:0036377	arbuscular mycorrhizal association	725
GO:0046621	negative regulation of organ growth	725
GO:0010336	gibberellic acid homeostasis	725
GO:1901957	regulation of cutin biosynthetic process	725
GO:0010191	mucilage metabolic process	725
GO:0010192	mucilage biosynthetic process	725
GO:0010052	guard cell differentiation	725
GO:0001573	ganglioside metabolic process	725
GO:0001667	ameboidal-type cell migration	725
GO:0006029	proteoglycan metabolic process	725
GO:0006689	ganglioside catabolic process	725
GO:0007266	Rho protein signal transduction	725
GO:0007617	mating behavior	725
GO:0007618	mating	725
GO:0007619	courtship behavior	725
GO:0008049	male courtship behavior	725
GO:0008347	glial cell migration	725
GO:0009292	horizontal gene transfer	725
GO:0009294	DNA-mediated transformation	725
GO:0009799	specification of symmetry	725
GO:0009855	determination of bilateral symmetry	725
GO:0009953	dorsal/ventral pattern formation	725
GO:0010132	dhurrin biosynthetic process	725
GO:0010148	transpiration	725
GO:0010384	cell wall proteoglycan metabolic process	725
GO:0010404	cell wall hydroxyproline-rich glycoprotein metabolic process	725
GO:0010405	arabinogalactan protein metabolic process	725
GO:0016107	sesquiterpenoid catabolic process	725
GO:0018258	protein O-linked glycosylation via hydroxyproline	725
GO:0019098	reproductive behavior	725
GO:0019756	cyanogenic glycoside biosynthetic process	725
GO:0031222	arabinan catabolic process	725
GO:0031532	obsolete actin cytoskeleton reorganization	725
GO:0035023	regulation of Rho protein signal transduction	725
GO:0042063	gliogenesis	725
GO:0042341	cyanogenic glycoside metabolic process	725
GO:0043290	apocarotenoid catabolic process	725
GO:0043434	response to peptide hormone	725
GO:0043615	astrocyte cell migration	725
GO:0043901	obsolete negative regulation of multi-organism process	725
GO:0045445	myoblast differentiation	725
GO:0045661	regulation of myoblast differentiation	725
GO:0045663	positive regulation of myoblast differentiation	725
GO:0045844	positive regulation of striated muscle tissue development	725
GO:0046345	abscisic acid catabolic process	725
GO:0048262	determination of dorsal/ventral asymmetry	725
GO:0048636	positive regulation of muscle organ development	725
GO:0048643	positive regulation of skeletal muscle tissue development	725
GO:0060179	male mating behavior	725
GO:0061158	3'-UTR-mediated mRNA destabilization	725
GO:0061450	trophoblast cell migration	725
GO:0070935	3'-UTR-mediated mRNA stabilization	725
GO:0098528	skeletal muscle fiber differentiation	725
GO:1901163	regulation of trophoblast cell migration	725
GO:1901164	negative regulation of trophoblast cell migration	725
GO:1901652	response to peptide	725
GO:1901863	positive regulation of muscle tissue development	725
GO:1901959	positive regulation of cutin biosynthetic process	725
GO:1902809	regulation of skeletal muscle fiber differentiation	725
GO:1902811	positive regulation of skeletal muscle fiber differentiation	725
GO:1905868	regulation of 3'-UTR-mediated mRNA stabilization	725
GO:1905870	positive regulation of 3'-UTR-mediated mRNA stabilization	725
GO:2000249	obsolete regulation of actin cytoskeleton reorganization	725
GO:2000736	regulation of stem cell differentiation	725
GO:2000738	positive regulation of stem cell differentiation	725
GO:2000766	negative regulation of cytoplasmic translation	725
GO:2001016	positive regulation of skeletal muscle cell differentiation	725
GO:0006723	cuticle hydrocarbon biosynthetic process	725
GO:0032352	positive regulation of hormone metabolic process	725
GO:0045764	positive regulation of amino acid metabolic process	725
GO:0080091	regulation of raffinose metabolic process	725
GO:0090355	positive regulation of auxin metabolic process	725
GO:0090358	positive regulation of tryptophan metabolic process	725
GO:0030029	actin filament-based process	721
GO:0006955	immune response	719
GO:0070085	glycosylation	718
GO:0045087	innate immune response	716
GO:0048583	regulation of response to stimulus	711
GO:0009132	nucleoside diphosphate metabolic process	708
GO:0072330	monocarboxylic acid biosynthetic process	708
GO:0010647	positive regulation of cell communication	705
GO:0007167	enzyme-linked receptor protein signaling pathway	704
GO:0007178	cell surface receptor protein serine/threonine kinase signaling pathway	704
GO:0009628	response to abiotic stimulus	702
GO:1901135	carbohydrate derivative metabolic process	701
GO:0023056	positive regulation of signaling	700
GO:0008154	actin polymerization or depolymerization	700
GO:0010646	regulation of cell communication	699
GO:0009967	positive regulation of signal transduction	698
GO:0009266	response to temperature stimulus	698
GO:0023051	regulation of signaling	694
GO:0080134	regulation of response to stress	694
GO:0050790	regulation of catalytic activity	693
GO:0009966	regulation of signal transduction	692
GO:0009856	pollination	689
GO:0009908	flower development	687
GO:0090567	reproductive shoot system development	687
GO:0071229	cellular response to acid chemical	685
GO:0018198	peptidyl-cysteine modification	683
GO:0042908	xenobiotic transport	683
GO:0006281	DNA repair	680
GO:0071214	cellular response to abiotic stimulus	677
GO:0104004	cellular response to environmental stimulus	677
GO:0018158	protein oxidation	675
GO:0018171	peptidyl-cysteine oxidation	675
GO:0003032	detection of oxygen	675
GO:0070483	detection of hypoxia	675
GO:0044275	obsolete cellular carbohydrate catabolic process	669
GO:0032446	protein modification by small protein conjugation	667
GO:0071702	obsolete organic substance transport	665
GO:0001558	regulation of cell growth	663
GO:0065009	regulation of molecular function	662
GO:0006974	DNA damage response	662
GO:0002376	immune system process	662
GO:0010035	obsolete response to inorganic substance	662
GO:0031347	regulation of defense response	658
GO:0051495	positive regulation of cytoskeleton organization	658
GO:1902905	positive regulation of supramolecular fiber organization	658
GO:0010638	positive regulation of organelle organization	657
GO:0009408	response to heat	656
GO:0044283	small molecule biosynthetic process	656
GO:0051301	cell division	656
GO:0048316	seed development	654
GO:0016053	organic acid biosynthetic process	654
GO:0046394	carboxylic acid biosynthetic process	654
GO:0010928	regulation of auxin mediated signaling pathway	654
GO:0006810	transport	653
GO:0051234	establishment of localization	653
GO:0010154	fruit development	652
GO:0016101	diterpenoid metabolic process	652
GO:0009064	glutamine family amino acid metabolic process	652
GO:0006839	mitochondrial transport	648
GO:1902584	positive regulation of response to water deprivation	645
GO:0010315	auxin export across the plasma membrane	644
GO:0071396	cellular response to lipid	641
GO:0007015	actin filament organization	638
GO:0030036	actin cytoskeleton organization	637
GO:0062197	cellular response to chemical stress	637
GO:0010101	post-embryonic root morphogenesis	634
GO:0010102	lateral root morphogenesis	634
GO:0048827	phyllome development	632
GO:0001763	morphogenesis of a branching structure	632
GO:0055086	nucleobase-containing small molecule metabolic process	631
GO:0003006	developmental process involved in reproduction	631
GO:0009962	regulation of flavonoid biosynthetic process	630
GO:0009627	systemic acquired resistance	630
GO:0060919	auxin import into cell	630
GO:0009791	post-embryonic development	629
GO:0006457	protein folding	628
GO:0016567	protein ubiquitination	628
GO:0009251	glucan catabolic process	627
GO:0044247	obsolete cellular polysaccharide catabolic process	627
GO:0032101	regulation of response to external stimulus	626
GO:2000031	regulation of salicylic acid mediated signaling pathway	626
GO:0048608	reproductive structure development	625
GO:0061458	reproductive system development	625
GO:1900424	regulation of defense response to bacterium	623
GO:0033554	cellular response to stress	622
GO:0009409	response to cold	620
GO:0030243	cellulose metabolic process	619
GO:0046677	response to antibiotic	619
GO:0022622	root system development	617
GO:0048364	root development	617
GO:0042742	defense response to bacterium	616
GO:0099402	plant organ development	615
GO:0051726	regulation of cell cycle	613
GO:0010053	root epidermal cell differentiation	607
GO:1901701	cellular response to oxygen-containing compound	607
GO:0048829	root cap development	603
GO:0009739	response to gibberellin	602
GO:0009651	response to salt stress	601
GO:1901617	organic hydroxy compound biosynthetic process	599
GO:0048443	stamen development	598
GO:0048466	androecium development	598
