GO.ID	Name	Frequency
GO:0030433	obsolete ubiquitin-dependent ERAD pathway	2285
GO:0051668	localization within membrane	2283
GO:0033043	regulation of organelle organization	2282
GO:0034470	obsolete ncRNA processing	2281
GO:0006511	ubiquitin-dependent protein catabolic process	2278
GO:0019941	modification-dependent protein catabolic process	2278
GO:0007034	vacuolar transport	2276
GO:0031667	response to nutrient levels	2276
GO:0072657	protein localization to membrane	2275
GO:0090150	establishment of protein localization to membrane	2275
GO:0006897	endocytosis	2267
GO:0046496	nicotinamide nucleotide metabolic process	2267
GO:0009790	embryo development	2265
GO:0042274	ribosomal small subunit biogenesis	2261
GO:0048585	negative regulation of response to stimulus	2259
GO:0072524	pyridine-containing compound metabolic process	2258
GO:0043094	cellular metabolic compound salvage	2256
GO:0002181	cytoplasmic translation	2256
GO:0006413	translational initiation	2253
GO:0042594	response to starvation	2241
GO:0016050	vesicle organization	2239
GO:0009201	ribonucleoside triphosphate biosynthetic process	2238
GO:0006754	ATP biosynthetic process	2229
GO:0015985	energy coupled proton transport, down electrochemical gradient	2229
GO:0015986	proton motive force-driven ATP synthesis	2229
GO:0016482	cytosolic transport	2225
GO:0006400	tRNA modification	2224
GO:1901698	response to nitrogen compound	2216
GO:0009142	nucleoside triphosphate biosynthetic process	2212
GO:0048366	leaf development	2210
GO:0000469	obsolete cleavage involved in rRNA processing	2207
GO:0030488	tRNA methylation	2204
GO:0016197	endosomal transport	2200
GO:0048284	organelle fusion	2200
GO:0044419	biological process involved in interspecies interaction between organisms	2199
GO:0045037	protein import into chloroplast stroma	2198
GO:0010243	response to organonitrogen compound	2197
GO:0090481	pyrimidine nucleotide-sugar transmembrane transport	2196
GO:0000209	protein polyubiquitination	2192
GO:0009145	purine nucleoside triphosphate biosynthetic process	2192
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	2192
GO:0034614	cellular response to reactive oxygen species	2191
GO:0061025	membrane fusion	2189
GO:0042147	retrograde transport, endosome to Golgi	2189
GO:0000460	maturation of 5.8S rRNA	2188
GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2188
GO:0060341	regulation of cellular localization	2182
GO:0018342	protein prenylation	2179
GO:0097354	prenylation	2179
GO:0018344	protein geranylgeranylation	2179
GO:0043087	regulation of GTPase activity	2178
GO:0043547	positive regulation of GTPase activity	2178
GO:0072505	obsolete divalent inorganic anion homeostasis	2177
GO:0016032	viral process	2170
GO:0032386	regulation of intracellular transport	2167
GO:0031669	cellular response to nutrient levels	2166
GO:0071417	cellular response to organonitrogen compound	2165
GO:0006612	protein targeting to membrane	2162
GO:0032880	regulation of protein localization	2158
GO:0070863	positive regulation of protein exit from endoplasmic reticulum	2158
GO:0008360	regulation of cell shape	2155
GO:0070201	regulation of establishment of protein localization	2155
GO:0098876	vesicle-mediated transport to the plasma membrane	2154
GO:0009853	photorespiration	2151
GO:0051223	regulation of protein transport	2150
GO:0090087	regulation of peptide transport	2150
GO:0009267	cellular response to starvation	2150
GO:0006906	vesicle fusion	2149
GO:0090174	organelle membrane fusion	2149
GO:1904951	positive regulation of establishment of protein localization	2149
GO:0043408	regulation of MAPK cascade	2149
GO:0051050	positive regulation of transport	2148
GO:0045292	mRNA cis splicing, via spliceosome	2146
GO:0006998	nuclear envelope organization	2145
GO:0051222	positive regulation of protein transport	2144
GO:0045912	negative regulation of carbohydrate metabolic process	2144
GO:0016180	snRNA processing	2144
GO:0034472	snRNA 3'-end processing	2144
GO:0071025	RNA surveillance	2144
GO:0048572	short-day photoperiodism	2143
GO:0048575	short-day photoperiodism, flowering	2143
GO:0016036	cellular response to phosphate starvation	2142
GO:0010506	regulation of autophagy	2141
GO:0051181	obsolete cofactor transport	2141
GO:0032527	protein exit from endoplasmic reticulum	2140
GO:1905268	negative regulation of chromatin organization	2139
GO:1902456	regulation of stomatal opening	2137
GO:1990069	stomatal opening	2137
GO:0070861	regulation of protein exit from endoplasmic reticulum	2136
GO:0022406	membrane docking	2136
GO:0140056	organelle localization by membrane tethering	2136
GO:0006672	ceramide metabolic process	2134
GO:0016075	rRNA catabolic process	2133
GO:1903829	positive regulation of protein localization	2133
GO:0007041	lysosomal transport	2132
GO:0140029	exocytic process	2131
GO:1902275	regulation of chromatin organization	2129
GO:0033157	regulation of intracellular protein transport	2127
GO:0031057	obsolete negative regulation of histone modification	2127
GO:0016241	regulation of macroautophagy	2126
GO:0044088	regulation of vacuole organization	2126
GO:0080006	internode patterning	2125
GO:0009788	negative regulation of abscisic acid-activated signaling pathway	2125
GO:1901420	negative regulation of response to alcohol	2125
GO:1905958	negative regulation of cellular response to alcohol	2125
GO:0051260	protein homooligomerization	2124
GO:0007030	Golgi organization	2124
GO:0070979	protein K11-linked ubiquitination	2123
GO:0009895	negative regulation of catabolic process	2123
GO:0031330	negative regulation of cellular catabolic process	2123
GO:0032388	positive regulation of intracellular transport	2122
GO:0090316	positive regulation of intracellular protein transport	2121
GO:0034661	obsolete ncRNA catabolic process	2119
GO:1990778	protein localization to cell periphery	2119
GO:0070936	protein K48-linked ubiquitination	2119
GO:0072659	protein localization to plasma membrane	2118
GO:0030307	positive regulation of cell growth	2118
GO:0044211	CTP salvage	2116
GO:0060966	regulation of gene silencing by regulatory ncRNA	2115
GO:0060968	obsolete regulation of gene silencing	2115
GO:0000105	L-histidine biosynthetic process	2114
GO:0006547	L-histidine metabolic process	2114
GO:0052803	imidazole-containing compound metabolic process	2114
GO:0048577	negative regulation of short-day photoperiodism, flowering	2114
GO:0048587	regulation of short-day photoperiodism, flowering	2114
GO:0046173	polyol biosynthetic process	2110
GO:0051262	protein tetramerization	2110
GO:0051051	negative regulation of transport	2109
GO:0007163	establishment or maintenance of cell polarity	2108
GO:0046513	ceramide biosynthetic process	2108
GO:0071763	nuclear membrane organization	2108
GO:0006893	Golgi to plasma membrane transport	2107
GO:0009772	photosynthetic electron transport in photosystem II	2107
GO:0043001	Golgi to plasma membrane protein transport	2107
GO:0043065	positive regulation of apoptotic process	2107
GO:0051013	microtubule severing	2107
GO:2001233	regulation of apoptotic signaling pathway	2107
GO:2001235	positive regulation of apoptotic signaling pathway	2107
GO:0006468	protein phosphorylation	1992
GO:0019538	protein metabolic process	1986
GO:0016310	phosphorylation	1922
GO:1901564	organonitrogen compound metabolic process	1846
GO:0036211	protein modification process	1587
GO:0043412	macromolecule modification	1494
GO:0051716	cellular response to stimulus	1386
GO:1901360	obsolete organic cyclic compound metabolic process	1357
GO:0006793	phosphorus metabolic process	1351
GO:0090304	nucleic acid metabolic process	1345
GO:0006796	phosphate-containing compound metabolic process	1341
GO:0006725	obsolete cellular aromatic compound metabolic process	1274
GO:0015074	DNA integration	1218
GO:0032196	transposition	1212
GO:0006259	DNA metabolic process	1209
GO:0065007	biological regulation	1202
GO:0009059	macromolecule biosynthetic process	1139
GO:0009058	biosynthetic process	1136
GO:1901576	obsolete organic substance biosynthetic process	1135
GO:0006139	nucleobase-containing compound metabolic process	1090
GO:0006313	DNA transposition	1088
GO:0005975	carbohydrate metabolic process	1064
GO:0009893	positive regulation of metabolic process	1020
GO:1901575	obsolete organic substance catabolic process	1000
GO:0007154	cell communication	992
GO:0071310	obsolete cellular response to organic substance	984
GO:0046483	obsolete heterocycle metabolic process	983
GO:0034641	obsolete cellular nitrogen compound metabolic process	973
GO:0044249	cellular biosynthetic process	964
GO:0007165	signal transduction	954
GO:0023052	signaling	954
GO:0043436	oxoacid metabolic process	954
GO:0006082	organic acid metabolic process	954
GO:0048522	positive regulation of cellular process	945
GO:0006629	lipid metabolic process	944
GO:0050794	regulation of cellular process	942
GO:0010467	gene expression	936
GO:0051254	positive regulation of RNA metabolic process	912
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	901
GO:0032774	RNA biosynthetic process	892
GO:0016070	RNA metabolic process	889
GO:2000026	regulation of multicellular organismal development	884
GO:0006310	DNA recombination	878
GO:0097659	obsolete nucleic acid-templated transcription	872
GO:0031325	positive regulation of cellular metabolic process	869
GO:0051187	obsolete cofactor catabolic process	869
GO:0034645	obsolete cellular macromolecule biosynthetic process	868
GO:0071495	cellular response to endogenous stimulus	865
GO:0006508	proteolysis	862
GO:0015849	organic acid transport	856
GO:0046942	carboxylic acid transport	856
GO:0019752	carboxylic acid metabolic process	855
GO:0032870	cellular response to hormone stimulus	854
GO:0009755	hormone-mediated signaling pathway	852
GO:0044281	small molecule metabolic process	843
GO:0016999	antibiotic metabolic process	832
GO:0016052	carbohydrate catabolic process	832
GO:0009132	nucleoside diphosphate metabolic process	829
GO:0051171	obsolete regulation of nitrogen compound metabolic process	826
GO:0050789	regulation of biological process	820
GO:0010604	positive regulation of macromolecule metabolic process	813
GO:0010557	positive regulation of macromolecule biosynthetic process	808
GO:0010628	positive regulation of gene expression	806
GO:0006721	terpenoid metabolic process	801
GO:0070647	protein modification by small protein conjugation or removal	799
GO:0006839	mitochondrial transport	797
GO:0019438	obsolete aromatic compound biosynthetic process	796
GO:0051173	obsolete positive regulation of nitrogen compound metabolic process	792
GO:0019222	regulation of metabolic process	792
GO:0040007	growth	791
GO:0055114	obsolete oxidation-reduction process	787
GO:0071840	cellular component organization or biogenesis	785
GO:0045893	positive regulation of DNA-templated transcription	778
GO:1902680	positive regulation of RNA biosynthetic process	778
GO:1903508	obsolete positive regulation of nucleic acid-templated transcription	778
GO:0009734	auxin-activated signaling pathway	777
GO:0071365	cellular response to auxin stimulus	777
GO:0009891	positive regulation of biosynthetic process	774
GO:0009057	macromolecule catabolic process	774
GO:0009733	response to auxin	771
GO:0051252	regulation of RNA metabolic process	769
GO:0009056	catabolic process	768
GO:0044255	cellular lipid metabolic process	767
GO:0051239	regulation of multicellular organismal process	766
GO:1901362	obsolete organic cyclic compound biosynthetic process	761
GO:0009606	tropism	761
GO:0080090	regulation of primary metabolic process	760
GO:0042445	hormone metabolic process	757
GO:0060255	regulation of macromolecule metabolic process	755
GO:0009737	response to abscisic acid	754
GO:0097305	response to alcohol	754
GO:0040008	regulation of growth	753
GO:0015711	organic anion transport	747
GO:1901135	carbohydrate derivative metabolic process	730
GO:0048518	positive regulation of biological process	725
GO:0006351	DNA-templated transcription	725
GO:0032970	regulation of actin filament-based process	722
GO:0044248	cellular catabolic process	719
GO:0048580	regulation of post-embryonic development	718
GO:0042744	hydrogen peroxide catabolic process	716
GO:0032502	developmental process	712
GO:0019748	secondary metabolic process	712
GO:0032446	protein modification by small protein conjugation	711
GO:0022414	reproductive process	711
GO:0000003	obsolete reproduction	711
GO:0007275	multicellular organism development	711
GO:0016043	cellular component organization	711
GO:0071702	obsolete organic substance transport	709
GO:0009698	phenylpropanoid metabolic process	708
GO:0010817	regulation of hormone levels	708
GO:0008610	lipid biosynthetic process	707
GO:0032501	multicellular organismal process	703
GO:0044550	secondary metabolite biosynthetic process	703
GO:0044092	negative regulation of molecular function	703
GO:0065008	regulation of biological quality	699
GO:0098869	cellular oxidant detoxification	696
GO:0032787	monocarboxylic acid metabolic process	695
GO:0043086	negative regulation of catalytic activity	691
GO:0051186	obsolete cofactor metabolic process	689
GO:1901615	organic hydroxy compound metabolic process	685
GO:0046271	phenylpropanoid catabolic process	684
GO:1990748	cellular detoxification	680
GO:0097237	cellular response to toxic substance	680
GO:0009888	tissue development	680
GO:0048856	anatomical structure development	679
GO:0017001	antibiotic catabolic process	678
GO:0010468	regulation of gene expression	677
GO:0006281	DNA repair	677
GO:0019219	regulation of nucleobase-containing compound metabolic process	676
GO:0042743	hydrogen peroxide metabolic process	676
GO:0009699	phenylpropanoid biosynthetic process	673
GO:0016567	protein ubiquitination	671
GO:0072593	reactive oxygen species metabolic process	669
GO:0006355	regulation of DNA-templated transcription	667
GO:1903506	obsolete regulation of nucleic acid-templated transcription	667
GO:2001141	regulation of RNA biosynthetic process	667
GO:0033554	cellular response to stress	667
GO:0006810	transport	666
GO:0051234	establishment of localization	666
GO:0055086	nucleobase-containing small molecule metabolic process	665
GO:0055085	transmembrane transport	664
GO:0042180	cellular ketone metabolic process	663
GO:0016042	lipid catabolic process	663
GO:0006974	DNA damage response	662
GO:0042537	benzene-containing compound metabolic process	660
GO:0031326	regulation of cellular biosynthetic process	654
GO:0030154	cell differentiation	654
GO:0006865	amino acid transport	654
GO:0098754	detoxification	651
GO:0070887	cellular response to chemical stimulus	650
GO:0006457	protein folding	649
GO:0048589	developmental growth	648
GO:1901700	response to oxygen-containing compound	648
GO:0045926	negative regulation of growth	647
GO:0048869	cellular developmental process	645
GO:0016049	cell growth	645
GO:2000112	obsolete regulation of cellular macromolecule biosynthetic process	644
GO:0010556	regulation of macromolecule biosynthetic process	644
GO:0070085	glycosylation	644
GO:0042221	response to chemical	644
GO:0046274	lignin catabolic process	640
GO:0006090	pyruvate metabolic process	638
GO:0009259	ribonucleotide metabolic process	633
GO:0019693	ribose phosphate metabolic process	633
GO:0006720	isoprenoid metabolic process	633
GO:1990542	mitochondrial transmembrane transport	629
GO:0048731	system development	628
GO:0009636	response to toxic substance	628
GO:0032956	regulation of actin cytoskeleton organization	628
GO:0008064	regulation of actin polymerization or depolymerization	628
GO:0030832	regulation of actin filament length	628
GO:0110053	regulation of actin filament organization	628
GO:0090502	obsolete RNA phosphodiester bond hydrolysis, endonucleolytic	627
GO:0034220	monoatomic ion transmembrane transport	627
GO:0090558	plant epidermis development	624
GO:0009725	response to hormone	620
GO:0031328	positive regulation of cellular biosynthetic process	618
GO:0015031	protein transport	617
GO:0018958	phenol-containing compound metabolic process	614
GO:0006979	response to oxidative stress	614
GO:0007389	pattern specification process	611
GO:0044262	obsolete cellular carbohydrate metabolic process	611
GO:0044706	multi-multicellular organism process	610
GO:0048584	positive regulation of response to stimulus	609
GO:0010876	lipid localization	608
GO:0071897	DNA biosynthetic process	606
GO:0009889	regulation of biosynthetic process	602
GO:0051179	localization	601
GO:0009719	response to endogenous stimulus	597
GO:0006091	generation of precursor metabolites and energy	596
GO:0001172	RNA-templated transcription	596
GO:0006357	regulation of transcription by RNA polymerase II	595
GO:0010476	gibberellin mediated signaling pathway	595
GO:0071370	cellular response to gibberellin stimulus	595
GO:0009740	gibberellic acid mediated signaling pathway	594
GO:0090627	plant epidermal cell differentiation	594
GO:0045732	positive regulation of protein catabolic process	592
GO:0007166	cell surface receptor signaling pathway	592
GO:0098656	monoatomic anion transmembrane transport	588
GO:0031323	regulation of cellular metabolic process	587
GO:0045087	innate immune response	585
GO:0006955	immune response	584
GO:0072521	purine-containing compound metabolic process	584
GO:0001666	response to hypoxia	583
GO:0060560	developmental growth involved in morphogenesis	583
GO:0006163	purine nucleotide metabolic process	583
GO:0036293	response to decreased oxygen levels	582
GO:0070482	response to oxygen levels	582
GO:0046618	xenobiotic export from cell	582
GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane	582
GO:0006811	monoatomic ion transport	581
GO:0033993	response to lipid	579
GO:0051704	obsolete multi-organism process	577
GO:0009415	response to water	576
GO:0010374	stomatal complex development	576
GO:0019637	organophosphate metabolic process	575
GO:0008104	protein localization	575
GO:0070727	cellular macromolecule localization	575
GO:0009414	response to water deprivation	574
GO:0044271	obsolete cellular nitrogen compound biosynthetic process	573
GO:0009914	hormone transport	573
GO:0051493	regulation of cytoskeleton organization	573
GO:0009150	purine ribonucleotide metabolic process	573
GO:0015833	peptide transport	572
GO:0042886	amide transport	572
GO:0016071	mRNA metabolic process	567
GO:0010015	root morphogenesis	567
GO:0006278	RNA-templated DNA biosynthetic process	566
GO:0060918	auxin transport	566
GO:0003002	regionalization	565
GO:0006066	alcohol metabolic process	565
GO:0016114	terpenoid biosynthetic process	564
GO:0071669	plant-type cell wall organization or biogenesis	563
GO:0006096	glycolytic process	563
GO:0006757	obsolete ATP generation from ADP	563
GO:0046031	ADP metabolic process	563
GO:1905392	plant organ morphogenesis	561
GO:0006165	obsolete nucleoside diphosphate phosphorylation	560
GO:0046939	obsolete nucleotide phosphorylation	560
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	559
GO:1904029	regulation of cyclin-dependent protein kinase activity	559
GO:0045184	establishment of protein localization	558
GO:0051346	negative regulation of hydrolase activity	558
GO:0007005	mitochondrion organization	557
GO:0110154	RNA decapping	556
GO:0110156	mRNA methylguanosine-cap decapping	556
GO:0033036	macromolecule localization	555
GO:0009892	negative regulation of metabolic process	555
GO:0034308	primary alcohol metabolic process	555
GO:0048468	cell development	555
GO:0006869	lipid transport	552
GO:1903050	regulation of proteolysis involved in protein catabolic process	550
GO:0042546	cell wall biogenesis	550
GO:0006753	nucleoside phosphate metabolic process	548
GO:1903311	regulation of mRNA metabolic process	545
GO:1903825	organic acid transmembrane transport	545
GO:1905039	carboxylic acid transmembrane transport	545
GO:0000272	polysaccharide catabolic process	545
GO:0006631	fatty acid metabolic process	544
GO:0009135	purine nucleoside diphosphate metabolic process	544
GO:0009179	purine ribonucleoside diphosphate metabolic process	544
GO:0009185	ribonucleoside diphosphate metabolic process	544
GO:0090501	obsolete RNA phosphodiester bond hydrolysis	544
GO:0009926	auxin polar transport	542
GO:0061136	regulation of proteasomal protein catabolic process	541
GO:1901570	fatty acid derivative biosynthetic process	540
GO:0045490	pectin catabolic process	539
GO:0010033	obsolete response to organic substance	539
GO:0032350	regulation of hormone metabolic process	539
GO:0006073	obsolete cellular glucan metabolic process	538
GO:0044042	glucan metabolic process	538
GO:0010565	regulation of cellular ketone metabolic process	538
GO:0045862	positive regulation of proteolysis	537
GO:0007167	enzyme-linked receptor protein signaling pathway	537
GO:0007178	cell surface receptor protein serine/threonine kinase signaling pathway	537
GO:0032271	regulation of protein polymerization	534
GO:0051241	negative regulation of multicellular organismal process	533
GO:0051093	negative regulation of developmental process	533
GO:0009620	response to fungus	533
GO:1901800	positive regulation of proteasomal protein catabolic process	532
GO:1903052	positive regulation of proteolysis involved in protein catabolic process	532
GO:0090305	obsolete nucleic acid phosphodiester bond hydrolysis	530
GO:0042440	pigment metabolic process	530
GO:0097502	mannosylation	529
GO:1900150	regulation of defense response to fungus	529
GO:0044036	cell wall macromolecule metabolic process	528
GO:0030041	actin filament polymerization	527
GO:0030833	regulation of actin filament polymerization	527
GO:0062012	regulation of small molecule metabolic process	525
GO:0042631	cellular response to water deprivation	524
GO:0071462	cellular response to water stimulus	524
GO:0002376	immune system process	524
GO:1901137	carbohydrate derivative biosynthetic process	522
GO:0009653	anatomical structure morphogenesis	522
GO:0001101	response to acid chemical	522
GO:0010647	positive regulation of cell communication	521
GO:0048640	negative regulation of developmental growth	521
GO:0032535	regulation of cellular component size	520
GO:0090066	regulation of anatomical structure size	520
GO:0045491	xylan metabolic process	519
GO:0010646	regulation of cell communication	517
GO:0007049	cell cycle	516
GO:0005976	polysaccharide metabolic process	515
GO:0007017	microtubule-based process	514
GO:0006970	response to osmotic stress	514
GO:0023056	positive regulation of signaling	513
GO:0006633	fatty acid biosynthetic process	513
GO:0071554	cell wall organization or biogenesis	513
GO:0006417	regulation of translation	513
GO:0034248	regulation of amide metabolic process	513
GO:0009808	lignin metabolic process	512
GO:0072330	monocarboxylic acid biosynthetic process	510
GO:0030029	actin filament-based process	510
GO:0023051	regulation of signaling	509
GO:0035265	organ growth	508
GO:0046620	regulation of organ growth	508
GO:0009967	positive regulation of signal transduction	507
GO:0030001	metal ion transport	506
GO:0018130	obsolete heterocycle biosynthetic process	505
GO:0008154	actin polymerization or depolymerization	505
GO:0080134	regulation of response to stress	504
GO:0071214	cellular response to abiotic stimulus	503
GO:0104004	cellular response to environmental stimulus	503
GO:0071555	cell wall organization	503
GO:0009966	regulation of signal transduction	502
GO:0010393	galacturonan metabolic process	501
GO:0045488	pectin metabolic process	501
GO:0009226	nucleotide-sugar biosynthetic process	501
GO:0044283	small molecule biosynthetic process	500
GO:0015718	monocarboxylic acid transport	500
GO:0009826	unidimensional cell growth	500
GO:0009117	nucleotide metabolic process	500
GO:0046034	ATP metabolic process	499
GO:0031331	positive regulation of cellular catabolic process	498
GO:0090626	plant epidermis morphogenesis	498
GO:0048638	regulation of developmental growth	498
GO:0042545	cell wall modification	497
GO:0044264	obsolete cellular polysaccharide metabolic process	497
GO:0050793	regulation of developmental process	497
GO:0045229	external encapsulating structure organization	495
GO:0010103	stomatal complex morphogenesis	495
GO:0006402	mRNA catabolic process	493
GO:0016053	organic acid biosynthetic process	491
GO:0046394	carboxylic acid biosynthetic process	491
GO:0051301	cell division	489
GO:0009628	response to abiotic stimulus	487
GO:0010410	hemicellulose metabolic process	487
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	484
GO:0000956	nuclear-transcribed mRNA catabolic process	484
GO:0055088	lipid homeostasis	484
GO:0018198	peptidyl-cysteine modification	483
GO:0010928	regulation of auxin mediated signaling pathway	483
GO:0009789	positive regulation of abscisic acid-activated signaling pathway	482
GO:1901421	positive regulation of response to alcohol	482
GO:1905959	positive regulation of cellular response to alcohol	482
GO:1901568	fatty acid derivative metabolic process	482
GO:0016998	cell wall macromolecule catabolic process	481
GO:0042908	xenobiotic transport	480
GO:0006848	pyruvate transport	479
GO:0006850	mitochondrial pyruvate transmembrane transport	479
GO:1901475	pyruvate transmembrane transport	479
GO:0006486	protein glycosylation	479
GO:0043413	macromolecule glycosylation	479
GO:0009101	glycoprotein biosynthetic process	479
GO:1903313	positive regulation of mRNA metabolic process	477
GO:0010383	cell wall polysaccharide metabolic process	477
GO:0006714	sesquiterpenoid metabolic process	477
GO:0048583	regulation of response to stimulus	477
GO:0009856	pollination	477
GO:0008202	steroid metabolic process	477
GO:0032392	DNA geometric change	477
GO:0032508	DNA duplex unwinding	477
GO:0043487	regulation of RNA stability	476
GO:0016106	sesquiterpenoid biosynthetic process	476
GO:0051276	chromosome organization	476
GO:0051347	positive regulation of transferase activity	476
GO:0043488	regulation of mRNA stability	475
GO:0061013	regulation of mRNA catabolic process	475
GO:0007018	microtubule-based movement	475
GO:0009100	glycoprotein metabolic process	475
GO:0031347	regulation of defense response	475
GO:0006790	sulfur compound metabolic process	474
GO:0050779	RNA destabilization	473
GO:0061014	positive regulation of mRNA catabolic process	473
GO:0061157	mRNA destabilization	473
GO:0050790	regulation of catalytic activity	473
GO:2000012	regulation of auxin polar transport	473
GO:0003032	detection of oxygen	472
GO:0070483	detection of hypoxia	472
GO:0009266	response to temperature stimulus	471
GO:0010315	auxin export across the plasma membrane	470
GO:0009908	flower development	469
GO:0090567	reproductive shoot system development	469
GO:0018158	protein oxidation	467
GO:0018171	peptidyl-cysteine oxidation	467
GO:0016477	cell migration	466
GO:0044282	small molecule catabolic process	464
GO:0046148	pigment biosynthetic process	464
GO:0044275	obsolete cellular carbohydrate catabolic process	460
GO:0007205	protein kinase C-activating G protein-coupled receptor signaling pathway	459
GO:0031647	regulation of protein stability	458
GO:0071229	cellular response to acid chemical	458
GO:0009896	positive regulation of catabolic process	457
GO:0001763	morphogenesis of a branching structure	457
GO:0009962	regulation of flavonoid biosynthetic process	456
GO:0044703	multi-organism reproductive process	456
GO:0019953	sexual reproduction	456
GO:0009664	plant-type cell wall organization	456
GO:0017148	negative regulation of translation	455
GO:0046467	membrane lipid biosynthetic process	455
GO:0010638	positive regulation of organelle organization	453
GO:0006928	obsolete movement of cell or subcellular component	451
GO:0051495	positive regulation of cytoskeleton organization	451
GO:1902905	positive regulation of supramolecular fiber organization	451
GO:0010035	obsolete response to inorganic substance	450
GO:0009199	ribonucleoside triphosphate metabolic process	449
GO:0048316	seed development	448
GO:1902584	positive regulation of response to water deprivation	447
GO:0001558	regulation of cell growth	446
GO:0007015	actin filament organization	446
GO:0034654	nucleobase-containing compound biosynthetic process	444
GO:0032101	regulation of response to external stimulus	443
GO:1990937	xylan acetylation	443
GO:0051258	protein polymerization	443
GO:0006778	porphyrin-containing compound metabolic process	443
GO:0033013	tetrapyrrole metabolic process	443
GO:0050821	protein stabilization	442
GO:0062197	cellular response to chemical stress	441
GO:0022622	root system development	441
GO:0048364	root development	441
GO:0071705	nitrogen compound transport	441
GO:2000113	obsolete negative regulation of cellular macromolecule biosynthetic process	440
GO:0010558	negative regulation of macromolecule biosynthetic process	440
GO:0010154	fruit development	439
GO:0048519	negative regulation of biological process	439
GO:0030036	actin cytoskeleton organization	438
GO:1901292	nucleoside phosphate catabolic process	437
GO:0032200	telomere organization	437
GO:0048827	phyllome development	436
GO:0010411	xyloglucan metabolic process	436
GO:0010053	root epidermal cell differentiation	436
GO:0099402	plant organ development	435
GO:0010166	wax metabolic process	435
GO:0009408	response to heat	435
GO:0007007	inner mitochondrial membrane organization	434
GO:0010025	wax biosynthetic process	434
GO:0051726	regulation of cell cycle	433
GO:0003006	developmental process involved in reproduction	432
GO:0030243	cellulose metabolic process	432
GO:0042176	regulation of protein catabolic process	432
GO:0043414	macromolecule methylation	432
GO:0009451	RNA modification	432
GO:0065009	regulation of molecular function	432
GO:0009791	post-embryonic development	431
GO:0018108	peptidyl-tyrosine phosphorylation	431
GO:0018212	peptidyl-tyrosine modification	431
GO:0055081	monoatomic anion homeostasis	431
