NumberGroups	NumberGenes	Classification	NumberGenotypes	Sample
43976	56832	Pan-transcriptome	1	10
43976	56832	Hard-Core-transcriptome	1	10
43976	56832	Soft-Core-transcriptome	1	10
0	0	Acc-transcriptome	1	10
0	0	Exc-transcriptome	1	10
83770	103885	Pan-transcriptome	1	11
83770	103885	Hard-Core-transcriptome	1	11
83770	103885	Soft-Core-transcriptome	1	11
0	0	Acc-transcriptome	1	11
0	0	Exc-transcriptome	1	11
85517	106787	Pan-transcriptome	1	12
85517	106787	Hard-Core-transcriptome	1	12
85517	106787	Soft-Core-transcriptome	1	12
0	0	Acc-transcriptome	1	12
0	0	Exc-transcriptome	1	12
53576	71442	Pan-transcriptome	1	13
53576	71442	Hard-Core-transcriptome	1	13
53576	71442	Soft-Core-transcriptome	1	13
0	0	Acc-transcriptome	1	13
0	0	Exc-transcriptome	1	13
104993	132889	Pan-transcriptome	1	14
104993	132889	Hard-Core-transcriptome	1	14
104993	132889	Soft-Core-transcriptome	1	14
0	0	Acc-transcriptome	1	14
0	0	Exc-transcriptome	1	14
125266	159680	Pan-transcriptome	1	15
125266	159680	Hard-Core-transcriptome	1	15
125266	159680	Soft-Core-transcriptome	1	15
0	0	Acc-transcriptome	1	15
0	0	Exc-transcriptome	1	15
40009	48735	Pan-transcriptome	1	16
40009	48735	Hard-Core-transcriptome	1	16
40009	48735	Soft-Core-transcriptome	1	16
0	0	Acc-transcriptome	1	16
0	0	Exc-transcriptome	1	16
116504	148509	Pan-transcriptome	1	17
116504	148509	Hard-Core-transcriptome	1	17
116504	148509	Soft-Core-transcriptome	1	17
0	0	Acc-transcriptome	1	17
0	0	Exc-transcriptome	1	17
119954	153356	Pan-transcriptome	1	18
119954	153356	Hard-Core-transcriptome	1	18
119954	153356	Soft-Core-transcriptome	1	18
0	0	Acc-transcriptome	1	18
0	0	Exc-transcriptome	1	18
80689	99735	Pan-transcriptome	1	19
80689	99735	Hard-Core-transcriptome	1	19
80689	99735	Soft-Core-transcriptome	1	19
0	0	Acc-transcriptome	1	19
0	0	Exc-transcriptome	1	19
124670	160495	Pan-transcriptome	2	0
1125	3071	Hard-Core-transcriptome	2	0
1125	3071	Soft-Core-transcriptome	2	0
0	0	Acc-transcriptome	2	0
123545	157424	Exc-transcriptome	2	0
292320	369075	Pan-transcriptome	2	1
6539	17197	Hard-Core-transcriptome	2	1
6539	17197	Soft-Core-transcriptome	2	1
0	0	Acc-transcriptome	2	1
285781	351878	Exc-transcriptome	2	1
179272	229450	Pan-transcriptome	2	2
2900	7875	Hard-Core-transcriptome	2	2
2900	7875	Soft-Core-transcriptome	2	2
0	0	Acc-transcriptome	2	2
176372	221575	Exc-transcriptome	2	2
503412	732994	Pan-transcriptome	2	3
9006	28518	Hard-Core-transcriptome	2	3
9006	28518	Soft-Core-transcriptome	2	3
0	0	Acc-transcriptome	2	3
494406	704476	Exc-transcriptome	2	3
232201	284523	Pan-transcriptome	2	4
1628	4001	Hard-Core-transcriptome	2	4
1628	4001	Soft-Core-transcriptome	2	4
0	0	Acc-transcriptome	2	4
230573	280522	Exc-transcriptome	2	4
165187	212264	Pan-transcriptome	2	5
5834	16792	Hard-Core-transcriptome	2	5
5834	16792	Soft-Core-transcriptome	2	5
0	0	Acc-transcriptome	2	5
159353	195472	Exc-transcriptome	2	5
141199	170004	Pan-transcriptome	2	6
1164	2884	Hard-Core-transcriptome	2	6
1164	2884	Soft-Core-transcriptome	2	6
0	0	Acc-transcriptome	2	6
140035	167120	Exc-transcriptome	2	6
184076	225154	Pan-transcriptome	2	7
2048	5138	Hard-Core-transcriptome	2	7
2048	5138	Soft-Core-transcriptome	2	7
0	0	Acc-transcriptome	2	7
182028	220016	Exc-transcriptome	2	7
462466	658513	Pan-transcriptome	2	8
10430	32890	Hard-Core-transcriptome	2	8
10430	32890	Soft-Core-transcriptome	2	8
0	0	Acc-transcriptome	2	8
452036	625623	Exc-transcriptome	2	8
231993	314889	Pan-transcriptome	2	9
16143	51868	Hard-Core-transcriptome	2	9
16143	51868	Soft-Core-transcriptome	2	9
0	0	Acc-transcriptome	2	9
215850	263021	Exc-transcriptome	2	9
513014	763679	Pan-transcriptome	2	10
13695	46261	Hard-Core-transcriptome	2	10
13695	46261	Soft-Core-transcriptome	2	10
0	0	Acc-transcriptome	2	10
499319	717418	Exc-transcriptome	2	10
758773	1233065	Pan-transcriptome	2	11
71599	282075	Hard-Core-transcriptome	2	11
71599	282075	Soft-Core-transcriptome	2	11
0	0	Acc-transcriptome	2	11
687174	950990	Exc-transcriptome	2	11
224742	302726	Pan-transcriptome	2	12
3192	9062	Hard-Core-transcriptome	2	12
3192	9062	Soft-Core-transcriptome	2	12
0	0	Acc-transcriptome	2	12
221550	293664	Exc-transcriptome	2	12
208050	281443	Pan-transcriptome	2	13
3901	11476	Hard-Core-transcriptome	2	13
3901	11476	Soft-Core-transcriptome	2	13
0	0	Acc-transcriptome	2	13
204149	269967	Exc-transcriptome	2	13
158815	203620	Pan-transcriptome	2	14
5644	16301	Hard-Core-transcriptome	2	14
5644	16301	Soft-Core-transcriptome	2	14
0	0	Acc-transcriptome	2	14
153171	187319	Exc-transcriptome	2	14
139017	174253	Pan-transcriptome	2	15
1386	3606	Hard-Core-transcriptome	2	15
1386	3606	Soft-Core-transcriptome	2	15
0	0	Acc-transcriptome	2	15
137631	170647	Exc-transcriptome	2	15
165416	220333	Pan-transcriptome	2	16
5789	19801	Hard-Core-transcriptome	2	16
5789	19801	Soft-Core-transcriptome	2	16
0	0	Acc-transcriptome	2	16
159627	200532	Exc-transcriptome	2	16
233262	310724	Pan-transcriptome	2	17
10342	34236	Hard-Core-transcriptome	2	17
10342	34236	Soft-Core-transcriptome	2	17
0	0	Acc-transcriptome	2	17
222920	276488	Exc-transcriptome	2	17
185522	251726	Pan-transcriptome	2	18
1732	4703	Hard-Core-transcriptome	2	18
1732	4703	Soft-Core-transcriptome	2	18
0	0	Acc-transcriptome	2	18
183790	247023	Exc-transcriptome	2	18
310137	426792	Pan-transcriptome	2	19
8217	25937	Hard-Core-transcriptome	2	19
8217	25937	Soft-Core-transcriptome	2	19
0	0	Acc-transcriptome	2	19
301920	400855	Exc-transcriptome	2	19
300863	396908	Pan-transcriptome	3	0
226	1039	Hard-Core-transcriptome	3	0
226	1039	Soft-Core-transcriptome	3	0
12030	37735	Acc-transcriptome	3	0
288607	358134	Exc-transcriptome	3	0
652995	957753	Pan-transcriptome	3	1
962	5447	Hard-Core-transcriptome	3	1
962	5447	Soft-Core-transcriptome	3	1
30569	97358	Acc-transcriptome	3	1
621464	854948	Exc-transcriptome	3	1
569649	818978	Pan-transcriptome	3	2
315	1542	Hard-Core-transcriptome	3	2
315	1542	Soft-Core-transcriptome	3	2
17619	54105	Acc-transcriptome	3	2
551715	763331	Exc-transcriptome	3	2
524005	766375	Pan-transcriptome	3	3
153	759	Hard-Core-transcriptome	3	3
153	759	Soft-Core-transcriptome	3	3
12394	40311	Acc-transcriptome	3	3
511458	725305	Exc-transcriptome	3	3
239106	307569	Pan-transcriptome	3	4
127	596	Hard-Core-transcriptome	3	4
127	596	Soft-Core-transcriptome	3	4
5964	16307	Acc-transcriptome	3	4
233015	290666	Exc-transcriptome	3	4
295845	389807	Pan-transcriptome	3	5
403	2037	Hard-Core-transcriptome	3	5
403	2037	Soft-Core-transcriptome	3	5
9917	27181	Acc-transcriptome	3	5
285525	360589	Exc-transcriptome	3	5
191665	249376	Pan-transcriptome	3	6
880	4459	Hard-Core-transcriptome	3	6
880	4459	Soft-Core-transcriptome	3	6
9712	26388	Acc-transcriptome	3	6
181073	218529	Exc-transcriptome	3	6
591129	864127	Pan-transcriptome	3	7
1351	7633	Hard-Core-transcriptome	3	7
1351	7633	Soft-Core-transcriptome	3	7
21004	63112	Acc-transcriptome	3	7
568774	793382	Exc-transcriptome	3	7
272819	341355	Pan-transcriptome	3	8
52	234	Hard-Core-transcriptome	3	8
52	234	Soft-Core-transcriptome	3	8
4882	12986	Acc-transcriptome	3	8
267885	328135	Exc-transcriptome	3	8
349312	475688	Pan-transcriptome	3	9
2427	14757	Hard-Core-transcriptome	3	9
2427	14757	Soft-Core-transcriptome	3	9
18602	52776	Acc-transcriptome	3	9
328283	408155	Exc-transcriptome	3	9
288335	398442	Pan-transcriptome	3	10
684	3329	Hard-Core-transcriptome	3	10
684	3329	Soft-Core-transcriptome	3	10
21687	67519	Acc-transcriptome	3	10
265964	327594	Exc-transcriptome	3	10
199287	257107	Pan-transcriptome	3	11
90	438	Hard-Core-transcriptome	3	11
90	438	Soft-Core-transcriptome	3	11
3771	10128	Acc-transcriptome	3	11
195426	246541	Exc-transcriptome	3	11
400276	548904	Pan-transcriptome	3	12
1003	5136	Hard-Core-transcriptome	3	12
1003	5136	Soft-Core-transcriptome	3	12
17215	49274	Acc-transcriptome	3	12
382058	494494	Exc-transcriptome	3	12
284649	363678	Pan-transcriptome	3	13
226	1053	Hard-Core-transcriptome	3	13
226	1053	Soft-Core-transcriptome	3	13
9426	26190	Acc-transcriptome	3	13
274997	336435	Exc-transcriptome	3	13
269804	351319	Pan-transcriptome	3	14
228	1084	Hard-Core-transcriptome	3	14
228	1084	Soft-Core-transcriptome	3	14
7340	19593	Acc-transcriptome	3	14
262236	330642	Exc-transcriptome	3	14
267129	373041	Pan-transcriptome	3	15
1805	11805	Hard-Core-transcriptome	3	15
1805	11805	Soft-Core-transcriptome	3	15
20220	61974	Acc-transcriptome	3	15
245104	299262	Exc-transcriptome	3	15
319491	436361	Pan-transcriptome	3	16
375	1817	Hard-Core-transcriptome	3	16
375	1817	Soft-Core-transcriptome	3	16
15692	48825	Acc-transcriptome	3	16
303424	385719	Exc-transcriptome	3	16
294756	386403	Pan-transcriptome	3	17
348	1742	Hard-Core-transcriptome	3	17
348	1742	Soft-Core-transcriptome	3	17
10153	28491	Acc-transcriptome	3	17
284255	356170	Exc-transcriptome	3	17
282579	367939	Pan-transcriptome	3	18
219	1081	Hard-Core-transcriptome	3	18
219	1081	Soft-Core-transcriptome	3	18
6923	18852	Acc-transcriptome	3	18
275437	348006	Exc-transcriptome	3	18
571613	829701	Pan-transcriptome	3	19
282	1475	Hard-Core-transcriptome	3	19
282	1475	Soft-Core-transcriptome	3	19
16446	51090	Acc-transcriptome	3	19
554885	777136	Exc-transcriptome	3	19
725545	1072188	Pan-transcriptome	4	0
543	4304	Hard-Core-transcriptome	4	0
543	4304	Soft-Core-transcriptome	4	0
53701	170837	Acc-transcriptome	4	0
671301	897047	Exc-transcriptome	4	0
785486	1205455	Pan-transcriptome	4	1
341	3227	Hard-Core-transcriptome	4	1
341	3227	Soft-Core-transcriptome	4	1
67102	228415	Acc-transcriptome	4	1
718043	973813	Exc-transcriptome	4	1
767720	1173266	Pan-transcriptome	4	2
280	2441	Hard-Core-transcriptome	4	2
280	2441	Soft-Core-transcriptome	4	2
62297	213013	Acc-transcriptome	4	2
705143	957812	Exc-transcriptome	4	2
402985	547896	Pan-transcriptome	4	3
54	403	Hard-Core-transcriptome	4	3
54	403	Soft-Core-transcriptome	4	3
21630	65896	Acc-transcriptome	4	3
381301	481597	Exc-transcriptome	4	3
325595	441662	Pan-transcriptome	4	4
98	786	Hard-Core-transcriptome	4	4
98	786	Soft-Core-transcriptome	4	4
22594	66755	Acc-transcriptome	4	4
302903	374121	Exc-transcriptome	4	4
679030	992787	Pan-transcriptome	4	5
183	1592	Hard-Core-transcriptome	4	5
183	1592	Soft-Core-transcriptome	4	5
44916	145207	Acc-transcriptome	4	5
633931	845988	Exc-transcriptome	4	5
371096	507783	Pan-transcriptome	4	6
181	1352	Hard-Core-transcriptome	4	6
181	1352	Soft-Core-transcriptome	4	6
22702	66020	Acc-transcriptome	4	6
348213	440411	Exc-transcriptome	4	6
339310	449222	Pan-transcriptome	4	7
42	301	Hard-Core-transcriptome	4	7
42	301	Soft-Core-transcriptome	4	7
16135	45694	Acc-transcriptome	4	7
323133	403227	Exc-transcriptome	4	7
797569	1277946	Pan-transcriptome	4	8
46	344	Hard-Core-transcriptome	4	8
46	344	Soft-Core-transcriptome	4	8
80761	307738	Acc-transcriptome	4	8
716762	969864	Exc-transcriptome	4	8
482005	697036	Pan-transcriptome	4	9
1761	16252	Hard-Core-transcriptome	4	9
1761	16252	Soft-Core-transcriptome	4	9
45136	139409	Acc-transcriptome	4	9
435108	541375	Exc-transcriptome	4	9
414768	559985	Pan-transcriptome	4	10
70	520	Hard-Core-transcriptome	4	10
70	520	Soft-Core-transcriptome	4	10
22301	67279	Acc-transcriptome	4	10
392397	492186	Exc-transcriptome	4	10
375642	515331	Pan-transcriptome	4	11
77	636	Hard-Core-transcriptome	4	11
77	636	Soft-Core-transcriptome	4	11
23304	70948	Acc-transcriptome	4	11
352261	443747	Exc-transcriptome	4	11
353342	472017	Pan-transcriptome	4	12
33	280	Hard-Core-transcriptome	4	12
33	280	Soft-Core-transcriptome	4	12
13651	38368	Acc-transcriptome	4	12
339658	433369	Exc-transcriptome	4	12
283530	376512	Pan-transcriptome	4	13
64	475	Hard-Core-transcriptome	4	13
64	475	Soft-Core-transcriptome	4	13
16342	47086	Acc-transcriptome	4	13
267124	328951	Exc-transcriptome	4	13
752691	1128483	Pan-transcriptome	4	14
183	1520	Hard-Core-transcriptome	4	14
183	1520	Soft-Core-transcriptome	4	14
51225	171850	Acc-transcriptome	4	14
701283	955113	Exc-transcriptome	4	14
318248	421552	Pan-transcriptome	4	15
41	303	Hard-Core-transcriptome	4	15
41	303	Soft-Core-transcriptome	4	15
13370	37956	Acc-transcriptome	4	15
304837	383293	Exc-transcriptome	4	15
576620	792347	Pan-transcriptome	4	16
104	704	Hard-Core-transcriptome	4	16
104	704	Soft-Core-transcriptome	4	16
38460	116651	Acc-transcriptome	4	16
538056	674992	Exc-transcriptome	4	16
363070	475484	Pan-transcriptome	4	17
61	497	Hard-Core-transcriptome	4	17
61	497	Soft-Core-transcriptome	4	17
16126	44771	Acc-transcriptome	4	17
346883	430216	Exc-transcriptome	4	17
591514	886948	Pan-transcriptome	4	18
1009	9655	Hard-Core-transcriptome	4	18
1009	9655	Soft-Core-transcriptome	4	18
30986	101516	Acc-transcriptome	4	18
559519	775777	Exc-transcriptome	4	18
704060	1058779	Pan-transcriptome	4	19
122	1001	Hard-Core-transcriptome	4	19
122	1001	Soft-Core-transcriptome	4	19
39813	134743	Acc-transcriptome	4	19
664125	923035	Exc-transcriptome	4	19
451949	644236	Pan-transcriptome	5	0
101	1042	Hard-Core-transcriptome	5	0
101	1042	Soft-Core-transcriptome	5	0
45136	140093	Acc-transcriptome	5	0
406712	503101	Exc-transcriptome	5	0
669622	969710	Pan-transcriptome	5	1
16	209	Hard-Core-transcriptome	5	1
16	209	Soft-Core-transcriptome	5	1
34371	104879	Acc-transcriptome	5	1
635235	864622	Exc-transcriptome	5	1
466494	647614	Pan-transcriptome	5	2
39	459	Hard-Core-transcriptome	5	2
39	459	Soft-Core-transcriptome	5	2
32627	96131	Acc-transcriptome	5	2
433828	551024	Exc-transcriptome	5	2
840501	1345538	Pan-transcriptome	5	3
102	1346	Hard-Core-transcriptome	5	3
102	1346	Soft-Core-transcriptome	5	3
106438	379927	Acc-transcriptome	5	3
733961	964265	Exc-transcriptome	5	3
714433	1063514	Pan-transcriptome	5	4
21	223	Hard-Core-transcriptome	5	4
21	223	Soft-Core-transcriptome	5	4
44467	147407	Acc-transcriptome	5	4
669945	915884	Exc-transcriptome	5	4
477343	650638	Pan-transcriptome	5	5
35	387	Hard-Core-transcriptome	5	5
35	387	Soft-Core-transcriptome	5	5
32368	93616	Acc-transcriptome	5	5
444940	556635	Exc-transcriptome	5	5
960495	1555998	Pan-transcriptome	5	6
13	173	Hard-Core-transcriptome	5	6
13	173	Soft-Core-transcriptome	5	6
105451	399421	Acc-transcriptome	5	6
855031	1156404	Exc-transcriptome	5	6
394216	563921	Pan-transcriptome	5	7
196	2245	Hard-Core-transcriptome	5	7
196	2245	Soft-Core-transcriptome	5	7
39956	123769	Acc-transcriptome	5	7
354064	437907	Exc-transcriptome	5	7
678200	988490	Pan-transcriptome	5	8
25	294	Hard-Core-transcriptome	5	8
25	294	Soft-Core-transcriptome	5	8
44238	140874	Acc-transcriptome	5	8
633937	847322	Exc-transcriptome	5	8
452837	615725	Pan-transcriptome	5	9
24	278	Hard-Core-transcriptome	5	9
24	278	Soft-Core-transcriptome	5	9
30188	87636	Acc-transcriptome	5	9
422625	527811	Exc-transcriptome	5	9
327263	439561	Pan-transcriptome	5	10
12	113	Hard-Core-transcriptome	5	10
12	113	Soft-Core-transcriptome	5	10
18584	53197	Acc-transcriptome	5	10
308667	386251	Exc-transcriptome	5	10
683488	989684	Pan-transcriptome	5	11
23	267	Hard-Core-transcriptome	5	11
23	267	Soft-Core-transcriptome	5	11
42761	132466	Acc-transcriptome	5	11
640704	856951	Exc-transcriptome	5	11
433225	601317	Pan-transcriptome	5	12
9	126	Hard-Core-transcriptome	5	12
9	126	Soft-Core-transcriptome	5	12
28982	92000	Acc-transcriptome	5	12
404234	509191	Exc-transcriptome	5	12
432482	591888	Pan-transcriptome	5	13
13	130	Hard-Core-transcriptome	5	13
13	130	Soft-Core-transcriptome	5	13
28353	86165	Acc-transcriptome	5	13
404116	505593	Exc-transcriptome	5	13
427187	575473	Pan-transcriptome	5	14
31	347	Hard-Core-transcriptome	5	14
31	347	Soft-Core-transcriptome	5	14
26599	75626	Acc-transcriptome	5	14
400557	499500	Exc-transcriptome	5	14
1034575	1706024	Pan-transcriptome	5	15
130	1625	Hard-Core-transcriptome	5	15
130	1625	Soft-Core-transcriptome	5	15
132535	500857	Acc-transcriptome	5	15
901910	1203542	Exc-transcriptome	5	15
807202	1204489	Pan-transcriptome	5	16
61	711	Hard-Core-transcriptome	5	16
61	711	Soft-Core-transcriptome	5	16
59937	196876	Acc-transcriptome	5	16
747204	1006902	Exc-transcriptome	5	16
758372	1130872	Pan-transcriptome	5	17
51	601	Hard-Core-transcriptome	5	17
51	601	Soft-Core-transcriptome	5	17
52345	170827	Acc-transcriptome	5	17
705976	959444	Exc-transcriptome	5	17
441830	609488	Pan-transcriptome	5	18
32	384	Hard-Core-transcriptome	5	18
32	384	Soft-Core-transcriptome	5	18
28138	81922	Acc-transcriptome	5	18
413660	527182	Exc-transcriptome	5	18
758253	1130031	Pan-transcriptome	5	19
107	1207	Hard-Core-transcriptome	5	19
107	1207	Soft-Core-transcriptome	5	19
58143	186396	Acc-transcriptome	5	19
700003	942428	Exc-transcriptome	5	19
882898	1352702	Pan-transcriptome	6	0
32	444	Hard-Core-transcriptome	6	0
32	444	Soft-Core-transcriptome	6	0
97648	329452	Acc-transcriptome	6	0
785218	1022806	Exc-transcriptome	6	0
478824	649397	Pan-transcriptome	6	1
15	179	Hard-Core-transcriptome	6	1
15	179	Soft-Core-transcriptome	6	1
38649	112132	Acc-transcriptome	6	1
440160	537086	Exc-transcriptome	6	1
902082	1401693	Pan-transcriptome	6	2
11	129	Hard-Core-transcriptome	6	2
11	129	Soft-Core-transcriptome	6	2
100360	350484	Acc-transcriptome	6	2
801711	1051080	Exc-transcriptome	6	2
995704	1606138	Pan-transcriptome	6	3
25	395	Hard-Core-transcriptome	6	3
25	395	Soft-Core-transcriptome	6	3
125669	457003	Acc-transcriptome	6	3
870010	1148740	Exc-transcriptome	6	3
461420	644025	Pan-transcriptome	6	4
26	344	Hard-Core-transcriptome	6	4
26	344	Soft-Core-transcriptome	6	4
36680	108627	Acc-transcriptome	6	4
424714	535054	Exc-transcriptome	6	4
610578	836176	Pan-transcriptome	6	5
6	58	Hard-Core-transcriptome	6	5
6	58	Soft-Core-transcriptome	6	5
48326	145915	Acc-transcriptome	6	5
562246	690203	Exc-transcriptome	6	5
836002	1263896	Pan-transcriptome	6	6
73	1185	Hard-Core-transcriptome	6	6
73	1185	Soft-Core-transcriptome	6	6
79223	256373	Acc-transcriptome	6	6
756706	1006338	Exc-transcriptome	6	6
703927	968771	Pan-transcriptome	6	7
24	291	Hard-Core-transcriptome	6	7
24	291	Soft-Core-transcriptome	6	7
64726	190935	Acc-transcriptome	6	7
639177	777545	Exc-transcriptome	6	7
769645	1137471	Pan-transcriptome	6	8
21	327	Hard-Core-transcriptome	6	8
21	327	Soft-Core-transcriptome	6	8
65192	207961	Acc-transcriptome	6	8
704432	929183	Exc-transcriptome	6	8
600502	860390	Pan-transcriptome	6	9
14	195	Hard-Core-transcriptome	6	9
14	195	Soft-Core-transcriptome	6	9
56235	176395	Acc-transcriptome	6	9
544253	683800	Exc-transcriptome	6	9
570508	809917	Pan-transcriptome	6	10
44	622	Hard-Core-transcriptome	6	10
44	622	Soft-Core-transcriptome	6	10
50103	152146	Acc-transcriptome	6	10
520361	657149	Exc-transcriptome	6	10
868862	1311547	Pan-transcriptome	6	11
23	335	Hard-Core-transcriptome	6	11
23	335	Soft-Core-transcriptome	6	11
77189	254818	Acc-transcriptome	6	11
791650	1056394	Exc-transcriptome	6	11
711109	1036768	Pan-transcriptome	6	12
11	153	Hard-Core-transcriptome	6	12
11	153	Soft-Core-transcriptome	6	12
63582	204261	Acc-transcriptome	6	12
647516	832354	Exc-transcriptome	6	12
689219	966067	Pan-transcriptome	6	13
19	235	Hard-Core-transcriptome	6	13
19	235	Soft-Core-transcriptome	6	13
66523	200606	Acc-transcriptome	6	13
622677	765226	Exc-transcriptome	6	13
540509	729262	Pan-transcriptome	6	14
21	272	Hard-Core-transcriptome	6	14
21	272	Soft-Core-transcriptome	6	14
43019	123459	Acc-transcriptome	6	14
497469	605531	Exc-transcriptome	6	14
651827	932034	Pan-transcriptome	6	15
38	630	Hard-Core-transcriptome	6	15
38	630	Soft-Core-transcriptome	6	15
63581	194251	Acc-transcriptome	6	15
588208	737153	Exc-transcriptome	6	15
504800	703330	Pan-transcriptome	6	16
19	296	Hard-Core-transcriptome	6	16
19	296	Soft-Core-transcriptome	6	16
45366	134800	Acc-transcriptome	6	16
459415	568234	Exc-transcriptome	6	16
821953	1261148	Pan-transcriptome	6	17
48	645	Hard-Core-transcriptome	6	17
48	645	Soft-Core-transcriptome	6	17
75244	254373	Acc-transcriptome	6	17
746661	1006130	Exc-transcriptome	6	17
659020	959147	Pan-transcriptome	6	18
18	257	Hard-Core-transcriptome	6	18
18	257	Soft-Core-transcriptome	6	18
62096	197280	Acc-transcriptome	6	18
596906	761610	Exc-transcriptome	6	18
486259	674876	Pan-transcriptome	6	19
3	36	Hard-Core-transcriptome	6	19
3	36	Soft-Core-transcriptome	6	19
35404	107906	Acc-transcriptome	6	19
450852	566934	Exc-transcriptome	6	19
988895	1565862	Pan-transcriptome	7	0
3	64	Hard-Core-transcriptome	7	0
3	64	Soft-Core-transcriptome	7	0
112555	400993	Acc-transcriptome	7	0
876337	1164805	Exc-transcriptome	7	0
921317	1423425	Pan-transcriptome	7	1
51	912	Hard-Core-transcriptome	7	1
51	912	Soft-Core-transcriptome	7	1
100538	335111	Acc-transcriptome	7	1
820728	1087402	Exc-transcriptome	7	1
617453	842076	Pan-transcriptome	7	2
8	122	Hard-Core-transcriptome	7	2
8	122	Soft-Core-transcriptome	7	2
56125	163501	Acc-transcriptome	7	2
561320	678453	Exc-transcriptome	7	2
805235	1195030	Pan-transcriptome	7	3
18	349	Hard-Core-transcriptome	7	3
18	349	Soft-Core-transcriptome	7	3
76168	239805	Acc-transcriptome	7	3
729049	954876	Exc-transcriptome	7	3
920378	1382037	Pan-transcriptome	7	4
11	234	Hard-Core-transcriptome	7	4
11	234	Soft-Core-transcriptome	7	4
86189	278822	Acc-transcriptome	7	4
834178	1102981	Exc-transcriptome	7	4
607921	872641	Pan-transcriptome	7	5
12	224	Hard-Core-transcriptome	7	5
12	224	Soft-Core-transcriptome	7	5
59388	178621	Acc-transcriptome	7	5
548521	693796	Exc-transcriptome	7	5
882650	1352340	Pan-transcriptome	7	6
22	442	Hard-Core-transcriptome	7	6
22	442	Soft-Core-transcriptome	7	6
88869	296494	Acc-transcriptome	7	6
793759	1055404	Exc-transcriptome	7	6
738402	1102302	Pan-transcriptome	7	7
4	55	Hard-Core-transcriptome	7	7
4	55	Soft-Core-transcriptome	7	7
56989	183815	Acc-transcriptome	7	7
681409	918432	Exc-transcriptome	7	7
510638	716740	Pan-transcriptome	7	8
18	312	Hard-Core-transcriptome	7	8
18	312	Soft-Core-transcriptome	7	8
53209	158811	Acc-transcriptome	7	8
457411	557617	Exc-transcriptome	7	8
567896	786179	Pan-transcriptome	7	9
5	67	Hard-Core-transcriptome	7	9
5	67	Soft-Core-transcriptome	7	9
52812	160262	Acc-transcriptome	7	9
515079	625850	Exc-transcriptome	7	9
594202	836973	Pan-transcriptome	7	10
7	142	Hard-Core-transcriptome	7	10
7	142	Soft-Core-transcriptome	7	10
57327	172308	Acc-transcriptome	7	10
536868	664523	Exc-transcriptome	7	10
969921	1531139	Pan-transcriptome	7	11
11	192	Hard-Core-transcriptome	7	11
11	192	Soft-Core-transcriptome	7	11
118335	408762	Acc-transcriptome	7	11
851575	1122185	Exc-transcriptome	7	11
688659	1004274	Pan-transcriptome	7	12
11	230	Hard-Core-transcriptome	7	12
11	230	Soft-Core-transcriptome	7	12
74385	229806	Acc-transcriptome	7	12
614263	774238	Exc-transcriptome	7	12
789107	1197603	Pan-transcriptome	7	13
12	213	Hard-Core-transcriptome	7	13
12	213	Soft-Core-transcriptome	7	13
94404	307255	Acc-transcriptome	7	13
694691	890135	Exc-transcriptome	7	13
734761	1078176	Pan-transcriptome	7	14
15	300	Hard-Core-transcriptome	7	14
15	300	Soft-Core-transcriptome	7	14
80118	253457	Acc-transcriptome	7	14
654628	824419	Exc-transcriptome	7	14
