Genotipos	Grupos	Classe	Transcritos
3	439250	pan_transcriptome	620585
3	1024796	pan_transcriptome	1616713
3	884446	pan_transcriptome	1398144
4	914779	pan_transcriptome	1420321
4	499715	pan_transcriptome	719659
4	706243	pan_transcriptome	1028457
4	771073	pan_transcriptome	1097681
4	810849	pan_transcriptome	1243240
4	755343	pan_transcriptome	1044718
4	641276	pan_transcriptome	938040
4	1122753	pan_transcriptome	1784312
4	571581	pan_transcriptome	818430
4	1165431	pan_transcriptome	1853270
4	840766	pan_transcriptome	1389303
4	772865	pan_transcriptome	1135716
4	514882	pan_transcriptome	739752
4	583758	pan_transcriptome	818595
4	559681	pan_transcriptome	815731
4	889970	pan_transcriptome	1367616
4	806306	pan_transcriptome	1254595
4	587377	pan_transcriptome	855350
4	805712	pan_transcriptome	1188549
4	670948	pan_transcriptome	928223
5	870629	pan_transcriptome	1394614
5	978308	pan_transcriptome	1561700
5	849543	pan_transcriptome	1374245
5	1411396	pan_transcriptome	2385837
5	861976	pan_transcriptome	1293534
5	956526	pan_transcriptome	1523099
5	1086129	pan_transcriptome	1681685
5	1038440	pan_transcriptome	1537510
5	1252634	pan_transcriptome	1981165
5	877239	pan_transcriptome	1427544
5	1366588	pan_transcriptome	2295572
5	810102	pan_transcriptome	1248113
5	877241	pan_transcriptome	1349206
5	690329	pan_transcriptome	1025983
5	1379494	pan_transcriptome	2347045
5	1316883	pan_transcriptome	2245284
5	969238	pan_transcriptome	1480265
5	1853038	pan_transcriptome	3406340
5	883336	pan_transcriptome	1357605
5	1013826	pan_transcriptome	1565730
6	1164922	pan_transcriptome	1803798
6	1162845	pan_transcriptome	1919984
6	1192796	pan_transcriptome	1935516
6	921262	pan_transcriptome	1510025
6	1104627	pan_transcriptome	1755806
6	1339431	pan_transcriptome	2140970
6	1499866	pan_transcriptome	2519031
6	1074645	pan_transcriptome	1770164
6	1306604	pan_transcriptome	2108794
6	932326	pan_transcriptome	1414607
6	1160891	pan_transcriptome	1851524
6	1480886	pan_transcriptome	2398255
6	1503716	pan_transcriptome	2536805
6	1042807	pan_transcriptome	1646202
6	947986	pan_transcriptome	1505383
6	2108039	pan_transcriptome	3875885
6	1122193	pan_transcriptome	1845525
6	1017312	pan_transcriptome	1565462
6	1080571	pan_transcriptome	1712830
6	839832	pan_transcriptome	1260865
7	2075274	pan_transcriptome	3875306
7	1156022	pan_transcriptome	1718849
7	1016021	pan_transcriptome	1577290
7	1163104	pan_transcriptome	1890463
7	1663949	pan_transcriptome	2686977
7	1176313	pan_transcriptome	1941833
7	1170114	pan_transcriptome	1892907
7	1329799	pan_transcriptome	2158798
7	1814221	pan_transcriptome	3123312
7	1221339	pan_transcriptome	1905184
7	1263860	pan_transcriptome	2071724
7	1950808	pan_transcriptome	3412388
7	1561778	pan_transcriptome	2587520
7	1078040	pan_transcriptome	1739954
7	1632141	pan_transcriptome	2710461
7	1957765	pan_transcriptome	3586580
7	1315418	pan_transcriptome	2163781
7	1456689	pan_transcriptome	2389969
7	2049989	pan_transcriptome	3572987
7	1363516	pan_transcriptome	2215658
8	1714657	pan_transcriptome	2911661
8	1184472	pan_transcriptome	1908876
8	1470838	pan_transcriptome	2435915
8	1198323	pan_transcriptome	1987863
8	1331725	pan_transcriptome	2152045
8	2086919	pan_transcriptome	3655189
8	1431340	pan_transcriptome	2337707
8	1978375	pan_transcriptome	3447126
8	1389028	pan_transcriptome	2163936
8	1474394	pan_transcriptome	2421135
8	1529872	pan_transcriptome	2529976
8	1642615	pan_transcriptome	2739606
8	2044715	pan_transcriptome	3467342
8	1800299	pan_transcriptome	3058040
8	1161746	pan_transcriptome	1821930
8	1827116	pan_transcriptome	3395775
8	1360490	pan_transcriptome	2216257
8	1836288	pan_transcriptome	3125135
8	2145465	pan_transcriptome	3791629
8	1379336	pan_transcriptome	2265745
9	2263607	pan_transcriptome	4150036
9	2058836	pan_transcriptome	3621446
9	2147481	pan_transcriptome	3868995
9	1851517	pan_transcriptome	3155950
9	2347574	pan_transcriptome	4517320
9	2535299	pan_transcriptome	4768373
9	2062170	pan_transcriptome	3595146
9	1583641	pan_transcriptome	2576530
9	1461237	pan_transcriptome	2457653
9	1346286	pan_transcriptome	2177563
9	1540670	pan_transcriptome	2561650
9	1473860	pan_transcriptome	2440688
9	1895753	pan_transcriptome	3241556
9	2335661	pan_transcriptome	4455346
9	1601400	pan_transcriptome	2922440
9	1780402	pan_transcriptome	2978003
9	1850378	pan_transcriptome	3217898
9	1797253	pan_transcriptome	3070258
9	1218542	pan_transcriptome	1962138
9	1745710	pan_transcriptome	2912715
10	1688190	pan_transcriptome	2950530
10	2027910	pan_transcriptome	3615688
10	2216422	pan_transcriptome	3971270
10	1950392	pan_transcriptome	3446317
10	2084778	pan_transcriptome	3688990
10	1527242	pan_transcriptome	2601697
10	1518734	pan_transcriptome	2403462
10	2455035	pan_transcriptome	4702058
10	1941089	pan_transcriptome	3475215
10	2117525	pan_transcriptome	3755090
10	2656412	pan_transcriptome	5186685
10	2020391	pan_transcriptome	3591036
10	1974341	pan_transcriptome	3332739
10	2213160	pan_transcriptome	3983368
10	1393824	pan_transcriptome	2324410
10	2312392	pan_transcriptome	4047924
10	2582271	pan_transcriptome	4722698
10	2177086	pan_transcriptome	3838702
10	1642994	pan_transcriptome	2844665
10	2018421	pan_transcriptome	3451849
11	1538664	pan_transcriptome	2587526
11	2185420	pan_transcriptome	3825446
11	1976825	pan_transcriptome	3509276
11	2326648	pan_transcriptome	4227833
11	1898676	pan_transcriptome	3287879
11	1822347	pan_transcriptome	3102495
11	2407625	pan_transcriptome	4395413
11	1754589	pan_transcriptome	3172447
11	2047329	pan_transcriptome	3836284
11	2338982	pan_transcriptome	4322463
11	1977369	pan_transcriptome	3437697
11	2382596	pan_transcriptome	4348890
11	2236461	pan_transcriptome	3875192
11	1889861	pan_transcriptome	3358308
11	2027633	pan_transcriptome	3534576
11	1992836	pan_transcriptome	3332046
11	1779059	pan_transcriptome	3131512
11	2163235	pan_transcriptome	3903507
11	2289404	pan_transcriptome	4294596
11	2648474	pan_transcriptome	5311130
12	2400372	pan_transcriptome	4431619
12	2094516	pan_transcriptome	3714331
12	1911781	pan_transcriptome	3433213
12	2306567	pan_transcriptome	4142422
12	2748449	pan_transcriptome	5366860
12	2431626	pan_transcriptome	4497610
12	2427710	pan_transcriptome	4517544
12	2929617	pan_transcriptome	5718636
12	1951463	pan_transcriptome	3461570
12	2182771	pan_transcriptome	3841594
12	2456098	pan_transcriptome	4510991
12	2091303	pan_transcriptome	3571691
12	2108669	pan_transcriptome	3746442
12	2144993	pan_transcriptome	3738074
12	2035136	pan_transcriptome	3631872
12	2285046	pan_transcriptome	4080786
12	2601764	pan_transcriptome	5056324
12	2472294	pan_transcriptome	4579369
12	1821886	pan_transcriptome	3213548
12	1772106	pan_transcriptome	3080992
13	2571637	pan_transcriptome	4815588
13	2345754	pan_transcriptome	4329347
13	2291384	pan_transcriptome	4099839
13	2389240	pan_transcriptome	4316070
13	2490820	pan_transcriptome	4599441
13	2796567	pan_transcriptome	5431311
13	1845708	pan_transcriptome	3289232
13	2769987	pan_transcriptome	5225925
13	1848372	pan_transcriptome	3252176
13	2583121	pan_transcriptome	4828387
13	2350780	pan_transcriptome	4331087
13	2339142	pan_transcriptome	4234749
13	2017391	pan_transcriptome	3678453
13	2557753	pan_transcriptome	4980740
13	2488075	pan_transcriptome	4606686
13	2995810	pan_transcriptome	6099645
13	2189481	pan_transcriptome	3900926
13	2872575	pan_transcriptome	5659079
13	2414587	pan_transcriptome	4276115
13	2583976	pan_transcriptome	4899633
14	2868704	pan_transcriptome	5579544
14	2373739	pan_transcriptome	4374678
14	3065410	pan_transcriptome	6039841
14	2728737	pan_transcriptome	5261397
14	2745711	pan_transcriptome	5161294
14	2690348	pan_transcriptome	5107537
14	3055981	pan_transcriptome	6083462
14	2362914	pan_transcriptome	4350762
14	2698299	pan_transcriptome	5078169
14	2613723	pan_transcriptome	4961238
14	2173741	pan_transcriptome	3752935
14	2914947	pan_transcriptome	5536658
14	2449540	pan_transcriptome	4483329
14	2804313	pan_transcriptome	5391021
14	2668038	pan_transcriptome	5069205
14	3012752	pan_transcriptome	5875672
14	2564071	pan_transcriptome	4881299
14	2796296	pan_transcriptome	5262434
14	2315988	pan_transcriptome	4233637
14	2939169	pan_transcriptome	5622494
15	3163514	pan_transcriptome	6259490
15	3219199	pan_transcriptome	6448793
15	2661910	pan_transcriptome	4972409
15	2540204	pan_transcriptome	4705258
15	2462951	pan_transcriptome	4610068
15	2782786	pan_transcriptome	5517937
15	2713982	pan_transcriptome	5102039
15	2673144	pan_transcriptome	4930007
15	2166980	pan_transcriptome	3891886
15	2509180	pan_transcriptome	4721624
15	2627437	pan_transcriptome	4818944
15	2615106	pan_transcriptome	5124977
15	2561063	pan_transcriptome	4971699
15	2525703	pan_transcriptome	4837270
15	2560032	pan_transcriptome	4807087
15	2457367	pan_transcriptome	4605959
15	2276012	pan_transcriptome	4197054
15	2633879	pan_transcriptome	4880017
15	2710781	pan_transcriptome	5158110
15	3032816	pan_transcriptome	5903277
16	2351387	pan_transcriptome	4273962
16	2609195	pan_transcriptome	4711248
16	3001236	pan_transcriptome	5798787
16	3035709	pan_transcriptome	6025042
16	2133872	pan_transcriptome	4008420
16	2766306	pan_transcriptome	5230623
16	2771497	pan_transcriptome	5114687
16	3291949	pan_transcriptome	6831873
16	2938394	pan_transcriptome	5623008
16	2959972	pan_transcriptome	5729627
16	2901651	pan_transcriptome	5748257
16	2420177	pan_transcriptome	4559580
16	2818554	pan_transcriptome	5488580
16	2713069	pan_transcriptome	5086872
16	2850554	pan_transcriptome	5364325
16	2834834	pan_transcriptome	5388901
16	2609999	pan_transcriptome	4886464
16	2921127	pan_transcriptome	5580515
16	3091733	pan_transcriptome	6113768
16	2941422	pan_transcriptome	5712020
17	2650835	pan_transcriptome	4937567
17	2775651	pan_transcriptome	5284195
17	2827461	pan_transcriptome	5457196
17	2785704	pan_transcriptome	5279588
17	3243989	pan_transcriptome	6786579
17	2846755	pan_transcriptome	5596342
17	3053858	pan_transcriptome	6038110
17	2583442	pan_transcriptome	4775423
17	3067579	pan_transcriptome	6095438
17	2957088	pan_transcriptome	5634664
17	2782768	pan_transcriptome	5196790
17	2471602	pan_transcriptome	4722009
17	2997061	pan_transcriptome	5938309
17	3031782	pan_transcriptome	5919240
17	2644932	pan_transcriptome	5098433
17	2847220	pan_transcriptome	5615267
17	2958445	pan_transcriptome	5736950
17	2962215	pan_transcriptome	5848063
17	3042900	pan_transcriptome	6156084
17	2903903	pan_transcriptome	5654258
18	3088684	pan_transcriptome	6238603
18	2369604	pan_transcriptome	4426941
18	2962500	pan_transcriptome	5782282
18	3049617	pan_transcriptome	5939437
18	3279080	pan_transcriptome	6515654
18	2562014	pan_transcriptome	5058789
18	3286795	pan_transcriptome	6653860
18	3177230	pan_transcriptome	6708526
18	2792104	pan_transcriptome	5420750
18	3121840	pan_transcriptome	6171719
18	2626672	pan_transcriptome	5014300
18	3122451	pan_transcriptome	5972098
18	2980510	pan_transcriptome	5934566
18	3440868	pan_transcriptome	7067312
18	2548391	pan_transcriptome	4865569
18	2687758	pan_transcriptome	5222055
18	2837199	pan_transcriptome	5424521
18	2916588	pan_transcriptome	5564660
18	2259884	pan_transcriptome	4214509
18	3287014	pan_transcriptome	6650781
19	3312437	pan_transcriptome	6891341
19	3395576	pan_transcriptome	6895056
19	3311198	pan_transcriptome	6587243
19	2958519	pan_transcriptome	5739758
19	3502504	pan_transcriptome	7075725
19	3403645	pan_transcriptome	7104048
19	3193768	pan_transcriptome	6488718
19	3200800	pan_transcriptome	6253876
19	3436613	pan_transcriptome	6977952
19	3343331	pan_transcriptome	6718460
19	3286855	pan_transcriptome	6937040
19	3307445	pan_transcriptome	6680662
19	2951598	pan_transcriptome	6152852
19	3253754	pan_transcriptome	6487542
19	2803899	pan_transcriptome	5495320
19	3438668	pan_transcriptome	7099423
19	2947307	pan_transcriptome	5704592
19	3378256	pan_transcriptome	6912713
19	3107929	pan_transcriptome	6344533
19	3361687	pan_transcriptome	6901111
20	3572606	pan_transcriptome	7924384
20	3032636	pan_transcriptome	6017550
20	3651553	pan_transcriptome	7695745
20	3075755	pan_transcriptome	6190520
20	3715489	pan_transcriptome	8013535
20	3850273	pan_transcriptome	8277349
20	3418061	pan_transcriptome	6892379
20	3349615	pan_transcriptome	6742526
20	3752694	pan_transcriptome	7961223
20	3559991	pan_transcriptome	7197964
20	3669115	pan_transcriptome	7815448
20	3089637	pan_transcriptome	6236717
20	3156005	pan_transcriptome	6235251
20	3691982	pan_transcriptome	7893960
20	3584773	pan_transcriptome	7556552
20	3706968	pan_transcriptome	7776730
20	2845602	pan_transcriptome	5736803
20	3833036	pan_transcriptome	8148343
20	3550111	pan_transcriptome	7343209
20	3824128	pan_transcriptome	8042061
21	3222884	pan_transcriptome	6459214
21	3493136	pan_transcriptome	7224721
21	2917350	pan_transcriptome	5862647
21	3251862	pan_transcriptome	6501439
21	4179960	pan_transcriptome	9301698
21	3637350	pan_transcriptome	7845713
21	3209036	pan_transcriptome	6586749
21	3556878	pan_transcriptome	7493703
21	3407796	pan_transcriptome	7004936
21	3126345	pan_transcriptome	6192468
21	3154437	pan_transcriptome	6548711
21	3223332	pan_transcriptome	6627066
21	3672787	pan_transcriptome	7821276
21	3665711	pan_transcriptome	7534809
21	3399215	pan_transcriptome	6940296
21	3754927	pan_transcriptome	8164811
21	3245535	pan_transcriptome	6824328
21	3717020	pan_transcriptome	8045207
21	3111087	pan_transcriptome	6386980
21	3792421	pan_transcriptome	8301787
22	3775903	pan_transcriptome	8231198
22	3325942	pan_transcriptome	6958116
22	3594782	pan_transcriptome	7523323
22	3208071	pan_transcriptome	6594267
22	3772624	pan_transcriptome	7983755
22	3525775	pan_transcriptome	7331426
22	3353137	pan_transcriptome	6796256
22	3911508	pan_transcriptome	8609359
22	2944449	pan_transcriptome	6119795
22	3197030	pan_transcriptome	6499714
22	3325031	pan_transcriptome	6873467
22	3184228	pan_transcriptome	6484716
22	3171583	pan_transcriptome	6365844
22	3506592	pan_transcriptome	7234890
22	2951140	pan_transcriptome	5958276
22	3566385	pan_transcriptome	7433660
22	3995211	pan_transcriptome	8740006
22	3298661	pan_transcriptome	6680264
22	3685273	pan_transcriptome	7909450
22	3568913	pan_transcriptome	7560667
23	3375487	pan_transcriptome	6998799
23	4106703	pan_transcriptome	9193435
23	3499915	pan_transcriptome	7421816
23	3233304	pan_transcriptome	6468174
23	3724603	pan_transcriptome	7797039
23	3635662	pan_transcriptome	7721014
23	3542869	pan_transcriptome	7579999
23	3768817	pan_transcriptome	8072028
23	4094834	pan_transcriptome	9315338
23	3578083	pan_transcriptome	7519807
23	3053486	pan_transcriptome	6160143
23	3900087	pan_transcriptome	8393655
23	3677130	pan_transcriptome	8051383
23	3962653	pan_transcriptome	8729296
23	3514205	pan_transcriptome	7282005
23	3472031	pan_transcriptome	7461573
23	3411178	pan_transcriptome	7032110
23	3823246	pan_transcriptome	8185854
23	3935689	pan_transcriptome	8730570
23	3908576	pan_transcriptome	8400965
24	3898033	pan_transcriptome	8403671
24	4139730	pan_transcriptome	9502368
24	4068795	pan_transcriptome	8828355
24	4044578	pan_transcriptome	9031319
24	4235066	pan_transcriptome	9458560
24	3743102	pan_transcriptome	8221618
24	3437019	pan_transcriptome	7139320
24	3801165	pan_transcriptome	8092188
24	3583895	pan_transcriptome	7387077
24	3549259	pan_transcriptome	7368362
24	3537472	pan_transcriptome	7444705
24	3813407	pan_transcriptome	8179884
24	4078345	pan_transcriptome	9025498
24	4118959	pan_transcriptome	9257712
24	4350055	pan_transcriptome	9985144
24	3911092	pan_transcriptome	8703979
24	3929476	pan_transcriptome	8628252
24	3529118	pan_transcriptome	7433616
24	3782401	pan_transcriptome	8161644
24	4020245	pan_transcriptome	8804544
25	3882395	pan_transcriptome	8187472
25	3543866	pan_transcriptome	7446189
25	3735935	pan_transcriptome	8045920
25	4200527	pan_transcriptome	9357242
25	3661598	pan_transcriptome	7688025
25	3863544	pan_transcriptome	8305209
25	4342368	pan_transcriptome	10034922
25	3937625	pan_transcriptome	8724391
25	4203593	pan_transcriptome	9452133
25	3373548	pan_transcriptome	6988125
25	3851082	pan_transcriptome	8491459
25	4028037	pan_transcriptome	8859381
25	4543330	pan_transcriptome	10510888
25	4052200	pan_transcriptome	8701227
25	3946878	pan_transcriptome	8763218
25	3566598	pan_transcriptome	7569394
25	3603276	pan_transcriptome	7761562
25	4262462	pan_transcriptome	9745732
25	3688337	pan_transcriptome	8239227
25	3589337	pan_transcriptome	7473037
26	3930280	pan_transcriptome	8476584
26	3990140	pan_transcriptome	8990406
26	3649504	pan_transcriptome	7815752
26	3416901	pan_transcriptome	7150970
26	4059599	pan_transcriptome	8996394
26	4319175	pan_transcriptome	10049150
26	3263979	pan_transcriptome	6986373
26	4065432	pan_transcriptome	9019946
26	3941718	pan_transcriptome	8671301
26	3905013	pan_transcriptome	8582651
26	4166637	pan_transcriptome	9504901
26	4491440	pan_transcriptome	10407670
26	4234053	pan_transcriptome	9561349
26	3966464	pan_transcriptome	8705527
26	3695330	pan_transcriptome	7985918
26	4289120	pan_transcriptome	9851084
26	4374315	pan_transcriptome	10016011
26	3713296	pan_transcriptome	7950826
26	3622289	pan_transcriptome	7978229
26	4116343	pan_transcriptome	8955407
27	4283157	pan_transcriptome	9693484
27	4552425	pan_transcriptome	10778728
27	4097559	pan_transcriptome	9281968
27	3623169	pan_transcriptome	7780896
27	4479050	pan_transcriptome	10576506
27	3919268	pan_transcriptome	8808013
27	3746201	pan_transcriptome	8301390
27	3891605	pan_transcriptome	8469775
27	4034367	pan_transcriptome	9015292
27	4318727	pan_transcriptome	9684966
27	4252528	pan_transcriptome	9526903
27	3542599	pan_transcriptome	7673968
27	4402225	pan_transcriptome	10215013
27	4143400	pan_transcriptome	9575605
27	4369734	pan_transcriptome	10039976
27	4364724	pan_transcriptome	10098919
27	4275878	pan_transcriptome	9633918
27	4165169	pan_transcriptome	9389900
27	3983507	pan_transcriptome	8930553
27	4337590	pan_transcriptome	9979377
28	4395271	pan_transcriptome	9954617
28	4309989	pan_transcriptome	9846141
28	3987150	pan_transcriptome	8825790
28	3998143	pan_transcriptome	8972474
28	4131129	pan_transcriptome	9305822
28	3629252	pan_transcriptome	8035515
28	4112699	pan_transcriptome	9137799
28	4017902	pan_transcriptome	8900401
28	4068271	pan_transcriptome	9339060
28	3848928	pan_transcriptome	8475546
28	4286229	pan_transcriptome	9678246
28	4467073	pan_transcriptome	10371076
28	4621505	pan_transcriptome	10978116
28	3705624	pan_transcriptome	8015039
28	4032322	pan_transcriptome	9197511
28	3822126	pan_transcriptome	8518291
28	4226683	pan_transcriptome	9355642
28	4232562	pan_transcriptome	9635146
28	3833962	pan_transcriptome	8557383
28	4104530	pan_transcriptome	9087672
29	4097690	pan_transcriptome	8975718
29	4171746	pan_transcriptome	9244166
29	4381295	pan_transcriptome	10158162
29	4753246	pan_transcriptome	11336287
29	4462832	pan_transcriptome	10586104
29	4180495	pan_transcriptome	9569964
29	3994843	pan_transcriptome	9136875
29	3900032	pan_transcriptome	8913319
29	4416057	pan_transcriptome	10390437
29	4296703	pan_transcriptome	9820473
29	4485338	pan_transcriptome	10465757
29	3920860	pan_transcriptome	8616935
29	3740460	pan_transcriptome	8223100
29	4514090	pan_transcriptome	10425368
29	4388001	pan_transcriptome	10058809
29	4522882	pan_transcriptome	10614491
29	4381544	pan_transcriptome	10315179
29	4221621	pan_transcriptome	9804599
29	4073565	pan_transcriptome	9150297
29	4234879	pan_transcriptome	9592535
30	4414409	pan_transcriptome	10210859
30	4252355	pan_transcriptome	9714122
30	4401380	pan_transcriptome	10119499
30	4257898	pan_transcriptome	9949282
30	3934575	pan_transcriptome	8968283
30	4310560	pan_transcriptome	10096699
30	4327478	pan_transcriptome	9886968
30	4001047	pan_transcriptome	9030273
30	4158396	pan_transcriptome	9479234
30	4095874	pan_transcriptome	9218503
30	4440572	pan_transcriptome	10333526
30	4695028	pan_transcriptome	11131049
30	4835300	pan_transcriptome	11845909
30	4131727	pan_transcriptome	9460251
30	4215303	pan_transcriptome	9586942
30	4676908	pan_transcriptome	11026270
30	3808093	pan_transcriptome	8530662
30	4311578	pan_transcriptome	9806999
30	3771140	pan_transcriptome	8413542
30	4405020	pan_transcriptome	10240526
31	4806262	pan_transcriptome	11720001
31	4715456	pan_transcriptome	11077499
31	4313033	pan_transcriptome	10034469
31	4272579	pan_transcriptome	9913313
31	4901529	pan_transcriptome	11692532
31	4485487	pan_transcriptome	10318286
31	4582614	pan_transcriptome	10884205
31	4334047	pan_transcriptome	10090991
31	4433395	pan_transcriptome	10386607
31	4435751	pan_transcriptome	10070034
31	4496968	pan_transcriptome	10256199
31	4668009	pan_transcriptome	11229652
31	4997508	pan_transcriptome	12315435
31	4274472	pan_transcriptome	9989046
31	4737637	pan_transcriptome	11174580
31	4348440	pan_transcriptome	10108005
31	4619481	pan_transcriptome	10894073
31	4560972	pan_transcriptome	10861928
31	4110353	pan_transcriptome	9488498
31	4442210	pan_transcriptome	10429401
32	4235059	pan_transcriptome	9725443
32	4017119	pan_transcriptome	9154918
32	4782947	pan_transcriptome	11428943
32	4544577	pan_transcriptome	10713417
32	4594080	pan_transcriptome	10681670
32	4681032	pan_transcriptome	11166265
32	4624322	pan_transcriptome	10920575
32	4888817	pan_transcriptome	12069967
32	4586545	pan_transcriptome	10753136
32	4414970	pan_transcriptome	10386925
32	4542388	pan_transcriptome	11118583
32	4511070	pan_transcriptome	10529286
32	4612780	pan_transcriptome	10845605
32	4295606	pan_transcriptome	9858746
32	4288010	pan_transcriptome	10177928
32	4852309	pan_transcriptome	12062513
32	4840993	pan_transcriptome	11579362
32	4490966	pan_transcriptome	10566450
32	4772158	pan_transcriptome	11482779
32	4175338	pan_transcriptome	9449314
33	4969721	pan_transcriptome	12371053
33	4437327	pan_transcriptome	10384508
33	4673201	pan_transcriptome	10944463
33	4927786	pan_transcriptome	12218470
33	4670173	pan_transcriptome	11035116
33	4831650	pan_transcriptome	11658312
33	4788358	pan_transcriptome	11464915
33	4390482	pan_transcriptome	10565958
33	4264510	pan_transcriptome	10037103
33	4781659	pan_transcriptome	11472005
33	4908560	pan_transcriptome	12326473
33	4555428	pan_transcriptome	10651659
33	4762088	pan_transcriptome	11257976
33	4415765	pan_transcriptome	10518700
33	4664239	pan_transcriptome	11208449
33	4765278	pan_transcriptome	11757739
33	4496957	pan_transcriptome	10478571
33	4889861	pan_transcriptome	12095600
33	4668027	pan_transcriptome	11319732
33	4786161	pan_transcriptome	11509742
34	4715621	pan_transcriptome	11353834
34	4827819	pan_transcriptome	11638691
34	4882462	pan_transcriptome	11817239
34	4887887	pan_transcriptome	12014499
34	4177721	pan_transcriptome	9737389
34	4918055	pan_transcriptome	12075425
34	4532633	pan_transcriptome	10638010
34	4543007	pan_transcriptome	10721581
34	4488566	pan_transcriptome	10680905
34	4804735	pan_transcriptome	11512943
34	4640058	pan_transcriptome	11051015
34	4887066	pan_transcriptome	12294255
34	4817696	pan_transcriptome	11801213
34	4863692	pan_transcriptome	11742005
34	4372145	pan_transcriptome	10407028
34	4661972	pan_transcriptome	11286206
34	3869168	pan_transcriptome	8825731
34	4416710	pan_transcriptome	10556851
34	4633174	pan_transcriptome	11322761
34	4810351	pan_transcriptome	11536045
35	5147298	pan_transcriptome	13030814
35	5001278	pan_transcriptome	12533289
35	4867196	pan_transcriptome	11747392
35	4896565	pan_transcriptome	12166955
35	4662187	pan_transcriptome	11616611
35	5097486	pan_transcriptome	12617897
35	4752389	pan_transcriptome	11611456
35	4900083	pan_transcriptome	12131915
35	4654018	pan_transcriptome	11082575
35	4335597	pan_transcriptome	10362191
35	5081169	pan_transcriptome	12880736
35	4715464	pan_transcriptome	11391169
35	4944918	pan_transcriptome	12067982
35	4925025	pan_transcriptome	12190645
35	3901074	pan_transcriptome	9099476
35	4826521	pan_transcriptome	11705936
35	4732913	pan_transcriptome	11659604
35	5053616	pan_transcriptome	12611193
35	4746248	pan_transcriptome	11439630
35	4753982	pan_transcriptome	11611672
36	4888042	pan_transcriptome	12128655
36	5087410	pan_transcriptome	12618875
36	4950647	pan_transcriptome	12144208
36	5014227	pan_transcriptome	12462538
36	5020811	pan_transcriptome	12412453
36	4805456	pan_transcriptome	11883094
36	4609572	pan_transcriptome	11356967
36	4671771	pan_transcriptome	11581639
36	4927374	pan_transcriptome	12182167
36	4990335	pan_transcriptome	12295604
36	4805585	pan_transcriptome	11676865
36	4826374	pan_transcriptome	11709233
36	4906997	pan_transcriptome	12270591
36	4957336	pan_transcriptome	12613338
36	4527463	pan_transcriptome	10776424
36	4878436	pan_transcriptome	11997669
36	4735226	pan_transcriptome	11558206
36	4565672	pan_transcriptome	11244912
36	5154650	pan_transcriptome	13070234
36	4949163	pan_transcriptome	12334176
37	5047177	pan_transcriptome	12363425
37	5176466	pan_transcriptome	12977308
37	4685220	pan_transcriptome	11357040
37	5275425	pan_transcriptome	13607259
37	5110459	pan_transcriptome	13038673
37	5085388	pan_transcriptome	12719302
37	5152392	pan_transcriptome	13066202
37	5180627	pan_transcriptome	13122398
37	4989239	pan_transcriptome	12413078
37	4854874	pan_transcriptome	12443691
37	4947490	pan_transcriptome	12353420
37	4871352	pan_transcriptome	11963252
37	5305027	pan_transcriptome	13590816
37	5074681	pan_transcriptome	12859425
37	5075958	pan_transcriptome	12650340
37	5102838	pan_transcriptome	12893704
37	4995396	pan_transcriptome	12695898
37	4791469	pan_transcriptome	11701519
37	5194043	pan_transcriptome	13159769
37	5068399	pan_transcriptome	12804195
38	5343687	pan_transcriptome	13989304
38	5241995	pan_transcriptome	13418330
