NumberGroups	NumberGenes	Classification	NumberGenotypes	Sample
7758	22515	Soft-Core-transcriptome	2	7
0	0	Acc-transcriptome	2	7
180212	221821	Exc-transcriptome	2	7
281360	402201	Pan-transcriptome	2	8
13429	46744	Hard-Core-transcriptome	2	8
13429	46744	Soft-Core-transcriptome	2	8
0	0	Acc-transcriptome	2	8
267931	355457	Exc-transcriptome	2	8
311374	425271	Pan-transcriptome	2	9
9367	28974	Hard-Core-transcriptome	2	9
9367	28974	Soft-Core-transcriptome	2	9
0	0	Acc-transcriptome	2	9
302007	396297	Exc-transcriptome	2	9
166957	221301	Pan-transcriptome	2	10
2262	6356	Hard-Core-transcriptome	2	10
2262	6356	Soft-Core-transcriptome	2	10
0	0	Acc-transcriptome	2	10
164695	214945	Exc-transcriptome	2	10
543387	812774	Pan-transcriptome	2	11
17474	62401	Hard-Core-transcriptome	2	11
17474	62401	Soft-Core-transcriptome	2	11
0	0	Acc-transcriptome	2	11
525913	750373	Exc-transcriptome	2	11
172986	227092	Pan-transcriptome	2	12
5269	17878	Hard-Core-transcriptome	2	12
5269	17878	Soft-Core-transcriptome	2	12
0	0	Acc-transcriptome	2	12
167717	209214	Exc-transcriptome	2	12
197041	263325	Pan-transcriptome	2	13
2198	5985	Hard-Core-transcriptome	2	13
2198	5985	Soft-Core-transcriptome	2	13
0	0	Acc-transcriptome	2	13
194843	257340	Exc-transcriptome	2	13
232201	284523	Pan-transcriptome	2	14
1628	4001	Hard-Core-transcriptome	2	14
1628	4001	Soft-Core-transcriptome	2	14
0	0	Acc-transcriptome	2	14
230573	280522	Exc-transcriptome	2	14
192917	253487	Pan-transcriptome	2	15
8994	26596	Hard-Core-transcriptome	2	15
8994	26596	Soft-Core-transcriptome	2	15
0	0	Acc-transcriptome	2	15
183923	226891	Exc-transcriptome	2	15
646197	996287	Pan-transcriptome	2	16
43544	157691	Hard-Core-transcriptome	2	16
43544	157691	Soft-Core-transcriptome	2	16
0	0	Acc-transcriptome	2	16
602653	838596	Exc-transcriptome	2	16
159729	204356	Pan-transcriptome	2	17
5165	15088	Hard-Core-transcriptome	2	17
5165	15088	Soft-Core-transcriptome	2	17
0	0	Acc-transcriptome	2	17
154564	189268	Exc-transcriptome	2	17
211807	272228	Pan-transcriptome	2	18
3545	9804	Hard-Core-transcriptome	2	18
3545	9804	Soft-Core-transcriptome	2	18
0	0	Acc-transcriptome	2	18
208262	262424	Exc-transcriptome	2	18
209792	276567	Pan-transcriptome	2	19
8964	26790	Hard-Core-transcriptome	2	19
8964	26790	Soft-Core-transcriptome	2	19
0	0	Acc-transcriptome	2	19
200828	249777	Exc-transcriptome	2	19
276225	369070	Pan-transcriptome	3	0
234	1156	Hard-Core-transcriptome	3	0
234	1156	Soft-Core-transcriptome	3	0
7786	21692	Acc-transcriptome	3	0
268205	346222	Exc-transcriptome	3	0
548497	786119	Pan-transcriptome	3	1
324	1552	Hard-Core-transcriptome	3	1
324	1552	Soft-Core-transcriptome	3	1
18334	57962	Acc-transcriptome	3	1
529839	726605	Exc-transcriptome	3	1
325098	452403	Pan-transcriptome	3	2
400	2105	Hard-Core-transcriptome	3	2
400	2105	Soft-Core-transcriptome	3	2
18104	58137	Acc-transcriptome	3	2
306594	392161	Exc-transcriptome	3	2
580629	847968	Pan-transcriptome	3	3
3119	19983	Hard-Core-transcriptome	3	3
3119	19983	Soft-Core-transcriptome	3	3
27279	81809	Acc-transcriptome	3	3
550231	746176	Exc-transcriptome	3	3
289272	384064	Pan-transcriptome	3	4
186	936	Hard-Core-transcriptome	3	4
186	936	Soft-Core-transcriptome	3	4
6912	18761	Acc-transcriptome	3	4
282174	364367	Exc-transcriptome	3	4
288721	381679	Pan-transcriptome	3	5
541	2592	Hard-Core-transcriptome	3	5
541	2592	Soft-Core-transcriptome	3	5
12032	33574	Acc-transcriptome	3	5
276148	345513	Exc-transcriptome	3	5
605510	895595	Pan-transcriptome	3	6
3124	18885	Hard-Core-transcriptome	3	6
3124	18885	Soft-Core-transcriptome	3	6
25690	75680	Acc-transcriptome	3	6
576696	801030	Exc-transcriptome	3	6
273487	357463	Pan-transcriptome	3	7
314	1405	Hard-Core-transcriptome	3	7
314	1405	Soft-Core-transcriptome	3	7
16090	47355	Acc-transcriptome	3	7
257083	308703	Exc-transcriptome	3	7
362110	463829	Pan-transcriptome	3	8
353	1566	Hard-Core-transcriptome	3	8
353	1566	Soft-Core-transcriptome	3	8
10969	29770	Acc-transcriptome	3	8
350788	432493	Exc-transcriptome	3	8
300861	395380	Pan-transcriptome	3	9
401	1927	Hard-Core-transcriptome	3	9
401	1927	Soft-Core-transcriptome	3	9
12403	34230	Acc-transcriptome	3	9
288057	359223	Exc-transcriptome	3	9
220944	293506	Pan-transcriptome	3	10
121	556	Hard-Core-transcriptome	3	10
121	556	Soft-Core-transcriptome	3	10
7245	23199	Acc-transcriptome	3	10
213578	269751	Exc-transcriptome	3	10
511984	741704	Pan-transcriptome	3	11
1353	7303	Hard-Core-transcriptome	3	11
1353	7303	Soft-Core-transcriptome	3	11
31035	99445	Acc-transcriptome	3	11
479596	634956	Exc-transcriptome	3	11
615248	908211	Pan-transcriptome	3	12
2622	17084	Hard-Core-transcriptome	3	12
2622	17084	Soft-Core-transcriptome	3	12
25134	76490	Acc-transcriptome	3	12
587492	814637	Exc-transcriptome	3	12
589750	858599	Pan-transcriptome	3	13
1131	6325	Hard-Core-transcriptome	3	13
1131	6325	Soft-Core-transcriptome	3	13
19713	58323	Acc-transcriptome	3	13
568906	793951	Exc-transcriptome	3	13
320051	403991	Pan-transcriptome	3	14
160	667	Hard-Core-transcriptome	3	14
160	667	Soft-Core-transcriptome	3	14
8004	20845	Acc-transcriptome	3	14
311887	382479	Exc-transcriptome	3	14
358990	489670	Pan-transcriptome	3	15
553	2786	Hard-Core-transcriptome	3	15
553	2786	Soft-Core-transcriptome	3	15
18599	56486	Acc-transcriptome	3	15
339838	430398	Exc-transcriptome	3	15
214103	279803	Pan-transcriptome	3	16
187	903	Hard-Core-transcriptome	3	16
187	903	Soft-Core-transcriptome	3	16
7414	20733	Acc-transcriptome	3	16
206502	258167	Exc-transcriptome	3	16
277526	377225	Pan-transcriptome	3	17
2090	11025	Hard-Core-transcriptome	3	17
2090	11025	Soft-Core-transcriptome	3	17
19015	52734	Acc-transcriptome	3	17
256421	313466	Exc-transcriptome	3	17
342203	440119	Pan-transcriptome	3	18
122	549	Hard-Core-transcriptome	3	18
122	549	Soft-Core-transcriptome	3	18
9942	26776	Acc-transcriptome	3	18
332139	412794	Exc-transcriptome	3	18
672908	1022241	Pan-transcriptome	3	19
1577	9250	Hard-Core-transcriptome	3	19
1577	9250	Soft-Core-transcriptome	3	19
48898	169328	Acc-transcriptome	3	19
622433	843663	Exc-transcriptome	3	19
538845	768388	Pan-transcriptome	4	0
59	480	Hard-Core-transcriptome	4	0
59	480	Soft-Core-transcriptome	4	0
28556	90419	Acc-transcriptome	4	0
510230	677489	Exc-transcriptome	4	0
328684	430333	Pan-transcriptome	4	1
37	277	Hard-Core-transcriptome	4	1
37	277	Soft-Core-transcriptome	4	1
13124	35982	Acc-transcriptome	4	1
315523	394074	Exc-transcriptome	4	1
374422	508653	Pan-transcriptome	4	2
102	747	Hard-Core-transcriptome	4	2
102	747	Soft-Core-transcriptome	4	2
21224	65055	Acc-transcriptome	4	2
353096	442851	Exc-transcriptome	4	2
486175	656222	Pan-transcriptome	4	3
97	698	Hard-Core-transcriptome	4	3
97	698	Soft-Core-transcriptome	4	3
26073	73736	Acc-transcriptome	4	3
460005	581788	Exc-transcriptome	4	3
836648	1294341	Pan-transcriptome	4	4
377	3406	Hard-Core-transcriptome	4	4
377	3406	Soft-Core-transcriptome	4	4
79383	274579	Acc-transcriptome	4	4
756888	1016356	Exc-transcriptome	4	4
553669	760550	Pan-transcriptome	4	5
99	779	Hard-Core-transcriptome	4	5
99	779	Soft-Core-transcriptome	4	5
35370	104402	Acc-transcriptome	4	5
518200	655369	Exc-transcriptome	4	5
344193	478184	Pan-transcriptome	4	6
75	646	Hard-Core-transcriptome	4	6
75	646	Soft-Core-transcriptome	4	6
24828	75800	Acc-transcriptome	4	6
319290	401738	Exc-transcriptome	4	6
502856	713190	Pan-transcriptome	4	7
334	2823	Hard-Core-transcriptome	4	7
334	2823	Soft-Core-transcriptome	4	7
30514	91222	Acc-transcriptome	4	7
472008	619145	Exc-transcriptome	4	7
374459	504207	Pan-transcriptome	4	8
56	409	Hard-Core-transcriptome	4	8
56	409	Soft-Core-transcriptome	4	8
21690	65522	Acc-transcriptome	4	8
352713	438276	Exc-transcriptome	4	8
298988	395977	Pan-transcriptome	4	9
100	790	Hard-Core-transcriptome	4	9
100	790	Soft-Core-transcriptome	4	9
15180	43030	Acc-transcriptome	4	9
283708	352157	Exc-transcriptome	4	9
1001226	1661099	Pan-transcriptome	4	10
1102	10623	Hard-Core-transcriptome	4	10
1102	10623	Soft-Core-transcriptome	4	10
127820	479628	Acc-transcriptome	4	10
872304	1170848	Exc-transcriptome	4	10
322199	415868	Pan-transcriptome	4	11
26	165	Hard-Core-transcriptome	4	11
26	165	Soft-Core-transcriptome	4	11
14628	42667	Acc-transcriptome	4	11
307545	373036	Exc-transcriptome	4	11
707822	1075683	Pan-transcriptome	4	12
227	1962	Hard-Core-transcriptome	4	12
227	1962	Soft-Core-transcriptome	4	12
47269	160630	Acc-transcriptome	4	12
660326	913091	Exc-transcriptome	4	12
262488	347536	Pan-transcriptome	4	13
72	546	Hard-Core-transcriptome	4	13
72	546	Soft-Core-transcriptome	4	13
14210	40427	Acc-transcriptome	4	13
248206	306563	Exc-transcriptome	4	13
670196	993101	Pan-transcriptome	4	14
70	590	Hard-Core-transcriptome	4	14
70	590	Soft-Core-transcriptome	4	14
36836	123241	Acc-transcriptome	4	14
633290	869270	Exc-transcriptome	4	14
350024	464654	Pan-transcriptome	4	15
36	273	Hard-Core-transcriptome	4	15
36	273	Soft-Core-transcriptome	4	15
16177	48214	Acc-transcriptome	4	15
333811	416167	Exc-transcriptome	4	15
590247	852038	Pan-transcriptome	4	16
189	1553	Hard-Core-transcriptome	4	16
189	1553	Soft-Core-transcriptome	4	16
29454	90049	Acc-transcriptome	4	16
560604	760436	Exc-transcriptome	4	16
313480	418573	Pan-transcriptome	4	17
49	376	Hard-Core-transcriptome	4	17
49	376	Soft-Core-transcriptome	4	17
18167	54640	Acc-transcriptome	4	17
295264	363557	Exc-transcriptome	4	17
410824	553791	Pan-transcriptome	4	18
63	484	Hard-Core-transcriptome	4	18
63	484	Soft-Core-transcriptome	4	18
21800	65518	Acc-transcriptome	4	18
388961	487789	Exc-transcriptome	4	18
340292	463021	Pan-transcriptome	4	19
44	316	Hard-Core-transcriptome	4	19
44	316	Soft-Core-transcriptome	4	19
18821	55944	Acc-transcriptome	4	19
321427	406761	Exc-transcriptome	4	19
307597	414944	Pan-transcriptome	5	0
13	138	Hard-Core-transcriptome	5	0
123	885	Soft-Core-transcriptome	5	0
17417	49709	Acc-transcriptome	5	0
290057	364350	Exc-transcriptome	5	0
460925	608214	Pan-transcriptome	5	1
23	221	Hard-Core-transcriptome	5	1
297	2060	Soft-Core-transcriptome	5	1
29945	82416	Acc-transcriptome	5	1
430683	523738	Exc-transcriptome	5	1
432690	600742	Pan-transcriptome	5	2
83	924	Hard-Core-transcriptome	5	2
761	5987	Soft-Core-transcriptome	5	2
36336	106664	Acc-transcriptome	5	2
395593	488091	Exc-transcriptome	5	2
573954	805800	Pan-transcriptome	5	3
46	453	Hard-Core-transcriptome	5	3
521	3852	Soft-Core-transcriptome	5	3
48972	151242	Acc-transcriptome	5	3
524461	650706	Exc-transcriptome	5	3
1021096	1679737	Pan-transcriptome	5	4
145	1803	Hard-Core-transcriptome	5	4
1713	15500	Soft-Core-transcriptome	5	4
143880	518149	Acc-transcriptome	5	4
875503	1146088	Exc-transcriptome	5	4
789220	1172090	Pan-transcriptome	5	5
32	326	Hard-Core-transcriptome	5	5
366	2964	Soft-Core-transcriptome	5	5
53048	170443	Acc-transcriptome	5	5
735806	998683	Exc-transcriptome	5	5
388440	522480	Pan-transcriptome	5	6
23	265	Hard-Core-transcriptome	5	6
194	1469	Soft-Core-transcriptome	5	6
22928	63903	Acc-transcriptome	5	6
365318	457108	Exc-transcriptome	5	6
327759	433852	Pan-transcriptome	5	7
5	59	Hard-Core-transcriptome	5	7
119	917	Soft-Core-transcriptome	5	7
18870	54894	Acc-transcriptome	5	7
308770	378041	Exc-transcriptome	5	7
741420	1097486	Pan-transcriptome	5	8
50	569	Hard-Core-transcriptome	5	8
517	4169	Soft-Core-transcriptome	5	8
48008	151533	Acc-transcriptome	5	8
692895	941784	Exc-transcriptome	5	8
789472	1160983	Pan-transcriptome	5	9
86	976	Hard-Core-transcriptome	5	9
853	6476	Soft-Core-transcriptome	5	9
57171	179365	Acc-transcriptome	5	9
731448	975142	Exc-transcriptome	5	9
850024	1331373	Pan-transcriptome	5	10
42	515	Hard-Core-transcriptome	5	10
2361	22733	Soft-Core-transcriptome	5	10
90454	307139	Acc-transcriptome	5	10
757209	1001501	Exc-transcriptome	5	10
652756	963761	Pan-transcriptome	5	11
15	158	Hard-Core-transcriptome	5	11
268	2140	Soft-Core-transcriptome	5	11
32331	102862	Acc-transcriptome	5	11
620157	858759	Exc-transcriptome	5	11
504990	707691	Pan-transcriptome	5	12
35	389	Hard-Core-transcriptome	5	12
291	2205	Soft-Core-transcriptome	5	12
40412	125926	Acc-transcriptome	5	12
464287	579560	Exc-transcriptome	5	12
581235	815696	Pan-transcriptome	5	13
54	625	Hard-Core-transcriptome	5	13
424	3323	Soft-Core-transcriptome	5	13
44291	133574	Acc-transcriptome	5	13
536520	678799	Exc-transcriptome	5	13
752401	1124473	Pan-transcriptome	5	14
44	559	Hard-Core-transcriptome	5	14
499	4125	Soft-Core-transcriptome	5	14
49522	159002	Acc-transcriptome	5	14
702380	961346	Exc-transcriptome	5	14
778934	1188708	Pan-transcriptome	5	15
43	528	Hard-Core-transcriptome	5	15
425	3737	Soft-Core-transcriptome	5	15
59641	203618	Acc-transcriptome	5	15
718868	981353	Exc-transcriptome	5	15
647895	951136	Pan-transcriptome	5	16
13	128	Hard-Core-transcriptome	5	16
162	1254	Soft-Core-transcriptome	5	16
36115	118388	Acc-transcriptome	5	16
611618	831494	Exc-transcriptome	5	16
592123	861667	Pan-transcriptome	5	17
38	428	Hard-Core-transcriptome	5	17
388	2995	Soft-Core-transcriptome	5	17
52555	167625	Acc-transcriptome	5	17
539180	691047	Exc-transcriptome	5	17
945260	1530874	Pan-transcriptome	5	18
142	1687	Hard-Core-transcriptome	5	18
1622	14090	Soft-Core-transcriptome	5	18
126241	449090	Acc-transcriptome	5	18
817397	1067694	Exc-transcriptome	5	18
763443	1151139	Pan-transcriptome	5	19
216	2416	Hard-Core-transcriptome	5	19
1285	10841	Soft-Core-transcriptome	5	19
70031	228019	Acc-transcriptome	5	19
692127	912279	Exc-transcriptome	5	19
602931	879072	Pan-transcriptome	6	0
27	390	Hard-Core-transcriptome	6	0
173	1811	Soft-Core-transcriptome	6	0
66196	215177	Acc-transcriptome	6	0
536562	662084	Exc-transcriptome	6	0
1056785	1709669	Pan-transcriptome	6	1
33	577	Hard-Core-transcriptome	6	1
227	2857	Soft-Core-transcriptome	6	1
132893	485404	Acc-transcriptome	6	1
923665	1221408	Exc-transcriptome	6	1
563159	786244	Pan-transcriptome	6	2
10	124	Hard-Core-transcriptome	6	2
61	706	Soft-Core-transcriptome	6	2
47558	146160	Acc-transcriptome	6	2
515540	639378	Exc-transcriptome	6	2
995742	1607492	Pan-transcriptome	6	3
15	261	Hard-Core-transcriptome	6	3
199	2429	Soft-Core-transcriptome	6	3
132952	477021	Acc-transcriptome	6	3
862591	1128042	Exc-transcriptome	6	3
553197	788083	Pan-transcriptome	6	4
12	140	Hard-Core-transcriptome	6	4
96	1043	Soft-Core-transcriptome	6	4
51756	162102	Acc-transcriptome	6	4
501345	624938	Exc-transcriptome	6	4
499650	680182	Pan-transcriptome	6	5
19	268	Hard-Core-transcriptome	6	5
110	1171	Soft-Core-transcriptome	6	5
43324	125185	Acc-transcriptome	6	5
456216	553826	Exc-transcriptome	6	5
715711	1045602	Pan-transcriptome	6	6
7	87	Hard-Core-transcriptome	6	6
47	505	Soft-Core-transcriptome	6	6
50664	160445	Acc-transcriptome	6	6
665000	884652	Exc-transcriptome	6	6
617457	885149	Pan-transcriptome	6	7
14	188	Hard-Core-transcriptome	6	7
127	1356	Soft-Core-transcriptome	6	7
59691	186548	Acc-transcriptome	6	7
557639	697245	Exc-transcriptome	6	7
1063531	1727728	Pan-transcriptome	6	8
59	940	Hard-Core-transcriptome	6	8
348	4442	Soft-Core-transcriptome	6	8
131000	477645	Acc-transcriptome	6	8
932183	1245641	Exc-transcriptome	6	8
846903	1286914	Pan-transcriptome	6	9
27	443	Hard-Core-transcriptome	6	9
217	2471	Soft-Core-transcriptome	6	9
82606	274463	Acc-transcriptome	6	9
764080	1009980	Exc-transcriptome	6	9
564873	778477	Pan-transcriptome	6	10
17	186	Hard-Core-transcriptome	6	10
252	2469	Soft-Core-transcriptome	6	10
52054	151919	Acc-transcriptome	6	10
512567	624089	Exc-transcriptome	6	10
587490	840381	Pan-transcriptome	6	11
5	49	Hard-Core-transcriptome	6	11
57	537	Soft-Core-transcriptome	6	11
42189	133449	Acc-transcriptome	6	11
545244	706395	Exc-transcriptome	6	11
785470	1168591	Pan-transcriptome	6	12
11	120	Hard-Core-transcriptome	6	12
65	676	Soft-Core-transcriptome	6	12
59003	189965	Acc-transcriptome	6	12
726402	977950	Exc-transcriptome	6	12
575836	819018	Pan-transcriptome	6	13
7	71	Hard-Core-transcriptome	6	13
73	769	Soft-Core-transcriptome	6	13
51121	163839	Acc-transcriptome	6	13
524642	654410	Exc-transcriptome	6	13
501941	702727	Pan-transcriptome	6	14
9	146	Hard-Core-transcriptome	6	14
91	997	Soft-Core-transcriptome	6	14
42089	127028	Acc-transcriptome	6	14
459761	574702	Exc-transcriptome	6	14
945895	1469060	Pan-transcriptome	6	15
27	407	Hard-Core-transcriptome	6	15
188	2224	Soft-Core-transcriptome	6	15
94340	323767	Acc-transcriptome	6	15
851367	1143069	Exc-transcriptome	6	15
1027975	1658098	Pan-transcriptome	6	16
44	665	Hard-Core-transcriptome	6	16
293	3617	Soft-Core-transcriptome	6	16
141202	499619	Acc-transcriptome	6	16
886480	1154862	Exc-transcriptome	6	16
843167	1263816	Pan-transcriptome	6	17
13	187	Hard-Core-transcriptome	6	17
128	1364	Soft-Core-transcriptome	6	17
73502	238878	Acc-transcriptome	6	17
769537	1023574	Exc-transcriptome	6	17
1022873	1642135	Pan-transcriptome	6	18
43	672	Hard-Core-transcriptome	6	18
297	3647	Soft-Core-transcriptome	6	18
136862	483254	Acc-transcriptome	6	18
885714	1155234	Exc-transcriptome	6	18
831018	1248939	Pan-transcriptome	6	19
16	229	Hard-Core-transcriptome	6	19
121	1304	Soft-Core-transcriptome	6	19
66469	218818	Acc-transcriptome	6	19
764428	1028817	Exc-transcriptome	6	19
887118	1353766	Pan-transcriptome	7	0
13	269	Hard-Core-transcriptome	7	0
101	1446	Soft-Core-transcriptome	7	0
89785	293900	Acc-transcriptome	7	0
797232	1058420	Exc-transcriptome	7	0
1035004	1669080	Pan-transcriptome	7	1
7	117	Hard-Core-transcriptome	7	1
51	787	Soft-Core-transcriptome	7	1
141441	500839	Acc-transcriptome	7	1
893512	1167454	Exc-transcriptome	7	1
931282	1428989	Pan-transcriptome	7	2
15	312	Hard-Core-transcriptome	7	2
107	1601	Soft-Core-transcriptome	7	2
103912	342706	Acc-transcriptome	7	2
827263	1084682	Exc-transcriptome	7	2
1115845	1831808	Pan-transcriptome	7	3
33	662	Hard-Core-transcriptome	7	3
173	2740	Soft-Core-transcriptome	7	3
168704	604151	Acc-transcriptome	7	3
946968	1224917	Exc-transcriptome	7	3
830988	1235619	Pan-transcriptome	7	4
11	220	Hard-Core-transcriptome	7	4
72	1098	Soft-Core-transcriptome	7	4
80426	252908	Acc-transcriptome	7	4
750490	981613	Exc-transcriptome	7	4
919534	1414340	Pan-transcriptome	7	5
22	438	Hard-Core-transcriptome	7	5
143	2074	Soft-Core-transcriptome	7	5
122258	404020	Acc-transcriptome	7	5
797133	1008246	Exc-transcriptome	7	5
910776	1393959	Pan-transcriptome	7	6
18	298	Hard-Core-transcriptome	7	6
76	1058	Soft-Core-transcriptome	7	6
91870	304083	Acc-transcriptome	7	6
818830	1088818	Exc-transcriptome	7	6
858792	1271057	Pan-transcriptome	7	7
4	57	Hard-Core-transcriptome	7	7
29	401	Soft-Core-transcriptome	7	7
73505	234520	Acc-transcriptome	7	7
785258	1036136	Exc-transcriptome	7	7
577733	832091	Pan-transcriptome	7	8
16	258	Hard-Core-transcriptome	7	8
90	1263	Soft-Core-transcriptome	7	8
63116	192190	Acc-transcriptome	7	8
514527	638638	Exc-transcriptome	7	8
918064	1381732	Pan-transcriptome	7	9
16	281	Hard-Core-transcriptome	7	9
90	1387	Soft-Core-transcriptome	7	9
92472	295327	Acc-transcriptome	7	9
825502	1085018	Exc-transcriptome	7	9
589940	847329	Pan-transcriptome	7	10
15	251	Hard-Core-transcriptome	7	10
66	965	Soft-Core-transcriptome	7	10
61136	185658	Acc-transcriptome	7	10
528738	660706	Exc-transcriptome	7	10
873756	1312620	Pan-transcriptome	7	11
14	268	Hard-Core-transcriptome	7	11
98	1343	Soft-Core-transcriptome	7	11
90639	291342	Acc-transcriptome	7	11
783019	1019935	Exc-transcriptome	7	11
649490	957307	Pan-transcriptome	7	12
11	206	Hard-Core-transcriptome	7	12
80	1109	Soft-Core-transcriptome	7	12
81627	260024	Acc-transcriptome	7	12
567783	696174	Exc-transcriptome	7	12
632523	897177	Pan-transcriptome	7	13
15	250	Hard-Core-transcriptome	7	13
71	994	Soft-Core-transcriptome	7	13
65398	198705	Acc-transcriptome	7	13
567054	697478	Exc-transcriptome	7	13
921035	1388390	Pan-transcriptome	7	14
13	182	Hard-Core-transcriptome	7	14
