Name	ERR5880619	ERR5880620	ERR5880736	ERR5881329	ERR5881408	ERR5881556	ERR5881560	ERR5881566	ERR5881604	ERR5881616	ERR5881618	ERR5881663	ERR5881673	ERR5881730	ERR5881766	ERR5881779	ERR5881808	ERR5881820	ERR5881831	ERR5881901	ERR5881912	ERR5881975	ERR5881976	ERR5881977	ERR5881979	ERR5881980	ERR5881983	ERR5881985	ERR5881986	ERR5882008	ERR5882032	ERR5882378	ERR5882599	ERR5882600	ERR5882603	ERR5882606	ERR5882631	ERR5882632	ERR5882821	ERR5882924	ERR5882927	ERR5882932	ERR5882938	ERR5883111	ERR5883134	ERR5883203	ERR5883265	ERR5883268	ERR5883365	ERR5883420	ERR5883595	ERR5883634	ERR5883695	ERR5883704	ERR5883771	ERR5883918	ERR5883996	ERR5884010	ERR5884011	ERR5884013	ERR5884014	ERR5884016	ERR5884017	ERR5884018	ERR5884019	ERR5884028	ERR5884031	ERR5884032	ERR5884037	ERR5884038	ERR5884039	ERR5884045	ERR5884046	ERR5884047	ERR5884048	ERR5884118	ERR5884188	ERR5884190	ERR5884419	ERR5885034	ERR5885040	ERR5885373	ERR5885438	ERR5886249	ERR5886291	ERR5886312	ERR5886322	ERR5886589	ERR5886760	ERR5888697	ERR5890843	ERR5890966	ERR5900056	ERR5900082	ERR5900087	ERR5900339	ERR5900395	ERR5902481	ERR5902492	ERR5902696	ERR5902711	ERR5902760	ERR5902781	ERR5902783	ERR5902818	ERR5902922	ERR5903071	ERR5903127	ERR5903195	ERR5903230	ERR5903243	ERR5905994	ERR5906385	ERR5906386	ERR5906595	ERR5906596	ERR5906597	ERR5906598	ERR5906599	ERR5906600	ERR5906602	ERR5906603	ERR5906604	ERR5906605	ERR5906716	ERR5908732	ERR5909881	ERR5914030	ERR5914043	ERR5914325	ERR5914380	ERR5916888	ERR5916889	ERR5916890	ERR5917041	ERR5917081	ERR5917085	ERR5918393	ERR5918398	ERR5918519	ERR5919258	ERR5919417	ERR5919475	ERR5919572	ERR5922084	ERR5922114	ERR5927876	ERR5927878	ERR5927880	ERR5927881	ERR5927882	ERR5927883	ERR5934427	ERR5934461	ERR5934463	ERR5935630	ERR5936009	ERR5936077	ERR5936494	ERR5936526	ERR5943487	ERR5943506	ERR5946264	ERR5947504	ERR5947505	ERR5947684	ERR5948272	ERR5948273	ERR5948275	ERR5948278	ERR5948279	ERR5948280	ERR5948284	ERR5948285	ERR5948290	ERR5948291	ERR5948293	ERR5948326	ERR5948356	ERR5948388	ERR5948419	ERR5948420	ERR5948456	ERR5948545	ERR5948708	ERR5949402	ERR5950057	ERR5950059	ERR5950343	ERR5950344	ERR5950346	ERR5950347	ERR5950349	ERR5950350	ERR5950587	ERR5950732	ERR5950733	ERR5950735	ERR5950736	ERR5950738	ERR5950928	ERR5950935	ERR5952368	ERR5952572	ERR5952766	ERR5953116	ERR5954092	ERR5954095	ERR5954098	ERR5954110	ERR5954112	ERR5954113	ERR5954115	ERR5954116	ERR5954117	ERR5954120	ERR5954121	ERR5954123	ERR5954124	ERR5954125	ERR5954139	ERR5954180	ERR5954215	ERR5954221	ERR5954238	ERR5954368	ERR5955369	ERR5956420	ERR5956516	ERR5956523	ERR5956560	ERR5956571	ERR5956575	ERR5956582	ERR5956586	ERR5957065	ERR5957069	ERR5957070	ERR5957071	ERR5957073	ERR5957079	ERR5957083	ERR5957085	ERR5957090	ERR5957197	ERR5959253	ERR5959255	ERR5959763	ERR5959896	ERR5960088	ERR5960089	ERR5960090	ERR5960092	ERR5960112	ERR5960127	ERR5960129	ERR5960150	ERR5960151	ERR5969620	ERR5969621	ERR5969622	ERR5969623	ERR5969624	ERR5969904	ERR5970143	ERR5970264	ERR5974750	ERR5975231	ERR5976114	ERR5976346	ERR5976520	ERR5976728	ERR5976732	ERR5976733	ERR5976734	ERR5976735	ERR5976736	ERR5976777	ERR5976778	ERR5976779	ERR5976780	ERR5976781	ERR5976782	ERR5976783	ERR5976784	ERR5976785	ERR5976786	ERR5976787	ERR5976802	ERR5976806	ERR5977012	ERR5978017	ERR5978018	ERR5978222	ERR5978239	ERR5978457	ERR5979339	ERR5979485	ERR5979921	ERR5981315	ERR5981340	ERR5981343	ERR5981344	ERR5981704	ERR5981711	ERR5981712	ERR5981713	ERR5981714	ERR5981715	ERR5981716	ERR5986476	ERR5986477	ERR5986540	ERR5986541	ERR5986543	ERR5986545	ERR5986953	ERR5986954	ERR5986956	ERR5986996	ERR5987083	ERR5987085	ERR5987086	ERR5987167	ERR5987469	ERR5987646	ERR5987707	ERR5987777	ERR5987806	ERR6000314
Scp1_SP803280_IQUSP_evm.model.uti_cns_0208867.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scp1_MT11-610_k25_TRINITY_DN22919_c0_g1_i10	0	0	0.025699	0	0	0	0.022279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018659	0	0.025757	0.018159	0	0	0	0	0	0	0.021804	0	0	0	0	0	0	0	0	0	0	0	0	0.778254	0	0	0.02525	0	0	0	0	0	0	0	0	0	0	0.018841	0	0.021109	0	0	0	0	0.022374	0	0	0	0	0	0	0	0	0	0.018737	0.021636	0.045071	0	0.021669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031638	0	0	0	0	0	0.051853	0.041099	0.02507	0	0	0.023788	0	0	0.018069	0.022713	0	0	0	0	0	0.049711	0	0	0	0.019013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021003	0	0	0	0	0.018793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021481	0	0.044159	0	0	0.04216	0	0.064049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050419	0	0	0.022465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021697	0	0.021589	0.023915	0	0	0	0	0	0	0	0.044037	0	0	0	0	0.024322	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021538	0	0	0	0	0	0.020786	0	0.025028	0	0	0	0	0	0	0	0	0	0	0.023112	0	0	0	0	0	0	0.019575	0	0	0	0	0	0	0	0	0	0	0.016161	0	0	0	0	0	0	0	0	0	0	0	0	0.026697	0	0	0	0	0	0	0.025459	0	0	0	0
Scp1_MS6847_k25_TRINITY_DN13706_c0_g2_i2	0	0	0.05848	0	0	0	0	0	0	0	0	0	0.028645	0	0	0	0.022477	0	0	0.025951	0	0	0	0	0	0	0.025612	0	0	0	0	0	0.045485	0.026501	0	0.024946	0	0	0	0	0	0	0	0.027123	0.07336	0	0.089898	0.063194	0	0	0	0	0	0	0.025478	0	0	2.41652	0	0.028925	0.057456	0	0	0.024961	0.073786	0	0	0	0.022013	0	0	0	0	0	0.023931	0	0	0	0	0	0	0	0	0.022605	0.022651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027706	0	0.02277	0.047361	0	0.026814	0	0	0	0	0	0	0	0	0	0.023379	0	0	0	0	0	0	0	0	0	0	0.072417	0	0.024753	0	0.027802	0	0	0	0	0	0	0	0	0	0	0	0.050441	0	0	0	0	0	0	0	0.027198	0	0	0	0.021376	0	0.023596	0	0	0	0	0	0	0	0	0	0	0.02628	0	0	0	0	0	0	0	0	0	0	0.025116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032454	0	0	0	0	0	0	0	0	0	0	0.051143	0	0	0.028529	0	0.033038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025062	0.0472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02228	0	0	0	0	0	0	0	0.032513	0.026975	0	0	0	0	0	0.02458	0	0	0.031245	0	0	0	0	0	0	0	0	0.05673	0	0	0	0	0	0.028157	0	0
Scp1_SP803280_IQUSP_evm.model.unitig_215040.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.634612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scp1_F1-Bulk-2_k25_TRINITY_DN4280_c0_g3_i1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scp1_F1-Bulk-2_k31_TRINITY_DN5482_c0_g1_i5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scp1_MS6847_k25_TRINITY_DN90842_c0_g1_i1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scp1_LCP85-384_k31_TRINITY_DN123779_c0_g1_i1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scp1_MT11-610_k25_TRINITY_DN36377_c0_g1_i2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scp1_SP803280_IQUSP_evm.model.uti_cns_0051960.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.574171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scp1_ROC22_k25_TRINITY_DN181954_c1_g1_i4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scp1_ROC22_k31_TRINITY_DN15270_c0_g2_i4	0	0	0	0	0	0	0	0	0.055579	0	0.031542	0	0.06319	0	0	0	0	0	0	0	0	0	0.048323	0	0.023941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026957	0	0	0	0	0	0	0	0	0	0	0	0	1.41222	0	0	0	0.022373	0	0	0.040644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025636	0	0	0	0	0	0.031983	0	0	0	0	0	0	0	0	0	0	0	0.024171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021764	0	0	0	0.047923	0	0.023638	0	0	0	0	0.02696	0	0	0	0.048088	0.026022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054656	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062822	0	0	0	0	0.063603	0	0.031453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037394	0	0.032655	0.034705	0	0	0	0	0	0	0	0	0	0.035882	0	0	0	0	0	0	0.027117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scp1_ROC20_k31_TRINITY_DN2941_c0_g2_i1	0.21669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18155	0.17375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.82436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206256	0	0	0	0	0	0	0	0	0	0	0.172583	0	0	0	0	0	0	0.201705	0	0	0.158467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.199519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180857	0	0	0.234939	0	0	0	0	0	0	0	0.215846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scp1_SP803280_IQUSP_evm.model.uti_cns_0241135.3	0.009891	0	0.009788	0.010246	0.009012	0.00959	0.008508	0.014505	0	0.007795	0.019243	0	0	0	0	0	0	0	0	0.017423	0	0	0	0	0	0.008302	0	0	0	0.022015	0	0.008536	0	0	0	0	0.009804	0	0	0	0.006957	0	0	0	0	0	0.019966	0.021175	0.009423	0	0	0.008888	0	0	0	0.009164	0.016161	1.40059	0.008414	0	0	0	0	0.008345	0	0.008244	0	0	0.007373	0.032436	0	0	0	0	0	0	0	0.008701	0.008536	0.008625	0.007882	0	0	0	0	0	0	0	0	0	0	0	0.008256	0.007063	0	0	0	0	0.009135	0	0	0.021445	0	0.007926	0.00784	0.008956	0.007806	0	0	0.008199	0.039864	0	0	0.007575	0	0	0.019136	0.008561	0	0.009112	0	0	0.020694	0	0	0	0	0.021812	0	0	0	0	0	0	0	0	0	0.00952	0.007721	0.008621	0	0.023455	0.008446	0	0	0	0	0	0	0	0.009129	0.008167	0	0	0	0	0	0.008083	0	0	0.029789	0	0	0.01698	0	0.016898	0	0	0	0	0	0	0	0	0	0	0	0	0.016837	0	0	0.008023	0	0.029924	0	0	0.011424	0	0.007669	0	0.010222	0	0.015694	0.029755	0	0.010084	0	0	0.010887	0	0.009969	0.011199	0	0	0	0.009519	0.009593	0.008512	0.00902	0.032979	0	0	0	0.010539	0	0.009364	0	0	0	0	0	0	0	0	0.027963	0	0	0	0	0	0	0.015216	0	0	0.009612	0.015251	0	0.008202	0	0	0.008218	0.009161	0	0	0.009331	0.008087	0	0.008091	0.007963	0	0	0	0	0	0	0	0	0.008284	0	0	0	0.009161	0	0	0	0	0	0.00692	0.028888	0.00801	0	0.008098	0.008621	0	0	0.01786	0	0	0	0	0.017867	0	0.008764	0.024995	0	0	0.008313	0	0.03109	0.011462	0	0.00989	0	0.025176	0.007447	0.007739	0	0	0	0.01334	0.010401	0.024269	0	0	0.008562	0.00729	0	0	0	0.016443	0.009809	0	0	0	0	0	0	0	0	0.008454	0.027014	0	0	0	0.024624	0.01769	0	0	0	0
