Accessory	OG1466553	ROC20_k31_TRINITY_DN47238_c0_g1_i12	non-coding
Accessory	OG0016151	ROC20_k25_TRINITY_DN6339_c0_g1_i1	protein-coding
Accessory	OG0172647	US851008_k25_TRINITY_DN34168_c0_g1_i1	protein-coding
Exclusive	OG2412773	LCP85-384_k31_TRINITY_DN96520_c0_g2_i11	non-coding
Accessory	OG3067680	RB72454_k25_TRINITY_DN29108_c3_g1_i1	non-coding
Accessory	OG860534	MT11-610_k31_TRINITY_DN32934_c0_g2_i7	protein and non-coding
Exclusive	OG1724938	T1_k25_TRINITY_DN6516_c0_g3_i2	protein and non-coding
Accessory	OG1233485	ROC26_k25_TRINITY_DN113185_c0_g1_i1	non-coding
Accessory	OG0003553	ROC20_k25_TRINITY_DN36997_c0_g2_i2	protein-coding
Accessory	OG406784	ROC20_k31_TRINITY_DN68793_c0_g1_i5	non-coding
Exclusive	OG2744238	SP80-3280_Mattielo_SP803280_c8676_g1_i1	non-coding
Accessory	OG1102630	ROC20_k31_TRINITY_DN156230_c0_g1_i1	non-coding
Accessory	OG1769032	ROC22_k25_TRINITY_DN5436_c0_g1_i4	protein and non-coding
Exclusive	OG2548207	CP74-2005_k25_TRINITY_DN187724_c0_g1_i1	non-coding
Accessory	OG0011576	SP80-3280_IQUSP_evm.model.scga7_uti_cns_0288338.1	unknown
Accessory	OG0001823	ROC20_k25_TRINITY_DN33842_c1_g1_i1	protein and non-coding
Accessory	OG0502546	LCP85-384_k31_TRINITY_DN248124_c0_g1_i1	protein and non-coding
Accessory	OG114731	QN05-1460_k25_TRINITY_DN33541_c0_g1_i1	non-coding
Soft-core	OG0000118	QN05-803_k25_TRINITY_DN4689_c0_g1_i3	protein-coding
Accessory	OG0105623	GXU-34176_k25_TRINITY_DN94722_c0_g1_i1	protein and non-coding
Soft-core	OG0006726	QN05-1743_k25_TRINITY_DN4956_c0_g1_i2	protein-coding
Accessory	OG3017	KQB09-20620_k25_TRINITY_DN2436_c0_g1_i13	protein and non-coding
Accessory	OG1629987	ROC22_k31_TRINITY_DN58971_c1_g1_i1	non-coding
Accessory	OG0005578	FN95-1702_k25_TRINITY_DN23965_c0_g1_i4	protein and non-coding
Accessory	OG3014118	LCP85-384_k25_TRINITY_DN55098_c0_g1_i3	protein and non-coding
Exclusive	OG401706	CP74-2005_k31_TRINITY_DN50640_c0_g1_i2	non-coding
Accessory	OG3009733	T2_k31_TRINITY_DN12180_c0_g1_i4	non-coding
Accessory	OG991340	ROC20_k31_TRINITY_DN68673_c0_g1_i1	non-coding
Accessory	OG0026515	US851008_k31_TRINITY_DN2533_c0_g1_i3	protein-coding
Accessory	OG2806433	ROC20_k31_TRINITY_DN21379_c0_g1_i4	protein and non-coding
Accessory	OG0023199	Co06022_k25_TRINITY_DN12600_c0_g1_i3	protein-coding
Exclusive	OG3159709	T2_k31_TRINITY_DN25922_c0_g1_i1	protein and non-coding
Accessory	OG832919	QN05-1509_k25_TRINITY_DN4297_c0_g3_i1	non-coding
Soft-core	OG0003281	KQB09-20620_k31_TRINITY_DN2957_c0_g2_i8	protein-coding
Accessory	OG0031763	ROC22_k25_TRINITY_DN939_c0_g1_i5	protein-coding
Accessory	OG178477	LCP85-384_k25_TRINITY_DN199612_c0_g1_i2	non-coding
Hard-core	OG0000251	QN05-1743_k31_TRINITY_DN2757_c1_g1_i4	protein-coding
Exclusive	OG735890	ROC20_k25_TRINITY_DN260008_c0_g1_i1	non-coding
Accessory	OG29473	GXU-34140_k31_TRINITY_DN8471_c0_g1_i1	non-coding
Accessory	OG2330708	Q241_k25_TRINITY_DN343_c1_g1_i3	non-coding
Accessory	OG0250187	QN05-1743_k25_TRINITY_DN6274_c0_g1_i4	protein-coding
Accessory	OG0263853	T1_k31_TRINITY_DN32350_c0_g2_i5	protein and non-coding
Accessory	OG1408877	GN18_k31_TRINITY_DN168064_c0_g1_i1	non-coding
Accessory	OG179669	ROC22_k25_TRINITY_DN30234_c0_g1_i2	non-coding
Accessory	OG3339754	ROC22_k25_TRINITY_DN74326_c0_g1_i5	protein and non-coding
Accessory	OG0005138	US851008_k31_TRINITY_DN7923_c0_g1_i9	protein-coding
Accessory	OG944466	GN18_k25_TRINITY_DN5212_c1_g2_i1	non-coding
Accessory	OG0047541	SP80-3280_Mattielo_SP803280_c78751_g1_i1	protein and non-coding
Accessory	OG0195897	SP80-3280_IQUSP_evm.model.scga7_unitig_103025.1	unknown
Accessory	OG0012857	KQB07-23863_k31_TRINITY_DN5490_c0_g1_i5	protein-coding
Accessory	OG0198699	KQB07-23990_k31_TRINITY_DN13913_c0_g1_i2	protein-coding
Hard-core	OG0000294	QS99-2014_k25_TRINITY_DN2257_c0_g1_i2	protein-coding
Accessory	OG0042612	KQB08-32953_k25_TRINITY_DN32645_c0_g1_i4	protein-coding
Accessory	OG0061146	QC02-402_k25_TRINITY_DN58678_c0_g1_i1	protein and non-coding
Accessory	OG0173748	B1_k25_TRINITY_DN129532_c0_g1_i1	protein and non-coding
Accessory	OG2039964	T1_k25_TRINITY_DN10596_c0_g1_i4	non-coding
Accessory	OG1250448	RB72454_k25_TRINITY_DN15710_c1_g1_i1	non-coding
Accessory	OG490289	F1-Bulk-1_k31_TRINITY_DN8812_c0_g1_i1	non-coding
Accessory	OG2687925	SP80-3280_Mattielo_SP803280_c100066_g1_i1	non-coding
Accessory	OG2317991	CP74-2005_k31_TRINITY_DN77046_c0_g1_i1	non-coding
Accessory	OG0321734	GUC2_k31_TRINITY_DN73896_c0_g1_i1	protein and non-coding
Accessory	OG1948499	CP74-2005_k31_TRINITY_DN53513_c1_g2_i2	protein and non-coding
Accessory	OG0174048	R570_BAC_Sh_254A12_p000010	unknown
Exclusive	OG763040	MT11-610_k25_TRINITY_DN78658_c0_g1_i10	non-coding
Exclusive	OG1151128	ROC22_k25_TRINITY_DN44766_c2_g1_i1	non-coding
Accessory	OG0089224	GN18_k25_TRINITY_DN20349_c0_g1_i7	protein and non-coding
Exclusive	OG772479	Q241_k25_TRINITY_DN2746_c0_g1_i3	protein and non-coding
Accessory	OG1761454	QN05-1460_k31_TRINITY_DN10940_c0_g1_i1	non-coding
Accessory	OG0095563	Co06022_k25_TRINITY_DN292_c1_g1_i12	protein and non-coding
Accessory	OG2703888	QBYN04-26041_k25_TRINITY_DN3680_c0_g1_i9	non-coding
Accessory	OG2952953	QN05-803_k25_TRINITY_DN18621_c1_g1_i1	non-coding
Accessory	OG380601	GXU-34140_k25_TRINITY_DN61908_c0_g2_i4	non-coding
Accessory	OG665924	ROC20_k31_TRINITY_DN96819_c0_g1_i9	protein and non-coding
Exclusive	OG3247275	ROC20_k31_TRINITY_DN113155_c1_g1_i1	non-coding
Exclusive	OG405635	GN18_k31_TRINITY_DN29645_c0_g1_i4	non-coding
Accessory	OG1510907	ROC22_k31_TRINITY_DN78976_c1_g1_i1	non-coding
Accessory	OG2900990	F1-Bulk-1_k25_TRINITY_DN143264_c0_g1_i1	non-coding
Exclusive	OG0583752	SP80-3280_CTBE_evm.model.SCSP803280_000074579.2	unknown
Accessory	OG0057703	Q241_k31_TRINITY_DN325_c1_g1_i1	protein and non-coding
Accessory	OG0031566	QN05-1460_k31_TRINITY_DN25011_c0_g1_i7	protein-coding
Accessory	OG2982617	B2_k25_TRINITY_DN30055_c0_g1_i1	protein and non-coding
Accessory	OG653542	QBYN04-26041_k25_TRINITY_DN3234_c1_g1_i2	non-coding
Accessory	OG0323576	KQ08-2850_k31_TRINITY_DN2801_c0_g1_i10	protein-coding
Accessory	OG2594169	B1_k25_TRINITY_DN24427_c0_g1_i1	non-coding
Exclusive	OG1258181	TUC717_k25_TRINITY_DN7289_c1_g1_i3	non-coding
Exclusive	OG0489126	KQB09-20432_k31_TRINITY_DN14242_c0_g1_i1	protein-coding
Exclusive	OG2496178	LCP85-384_k25_TRINITY_DN23197_c0_g1_i3	non-coding
Accessory	OG2411970	GXU-34176_k25_TRINITY_DN22849_c1_g1_i1	protein and non-coding
Accessory	OG0038036	TUC717_k31_TRINITY_DN14358_c1_g1_i2	protein-coding
Accessory	OG2705867	B1_k25_TRINITY_DN19128_c0_g1_i1	non-coding
Accessory	OG1028318	ROC22_k25_TRINITY_DN52807_c2_g1_i2	non-coding
Accessory	OG0203316	QN05-1509_k31_TRINITY_DN9600_c0_g2_i1	protein and non-coding
Accessory	OG0026435	GXU-34176_k31_TRINITY_DN7740_c0_g1_i3	protein and non-coding
Accessory	OG3223470	LCP85-384_k25_TRINITY_DN105171_c0_g2_i4	protein and non-coding
Accessory	OG0248453	KQ08-2850_k25_TRINITY_DN57366_c0_g1_i1	protein and non-coding
Exclusive	OG2708663	SP80-3280_unmappedk25_TRINITY_DN26059_c0_g1_i1	non-coding
Accessory	OG0023264	GT96-167_k25_TRINITY_DN21655_c0_g1_i2	protein-coding
Soft-core	OG0003031	T2_k31_TRINITY_DN736_c0_g2_i3	protein-coding
Exclusive	OG1767721	ROC22_k25_TRINITY_DN145950_c0_g1_i1	non-coding
Accessory	OG2492463	QN05-1743_k25_TRINITY_DN7945_c0_g2_i1	non-coding
Exclusive	OG382054	US851008_k25_TRINITY_DN8837_c0_g1_i3	protein and non-coding
Accessory	OG0147130	RB855156_k25_TRINITY_DN14129_c0_g1_i1	protein-coding
Accessory	OG0002325	QS99-2014_k25_TRINITY_DN2028_c0_g1_i5	protein-coding
Accessory	OG1965895	MT11-610_k31_TRINITY_DN201378_c2_g1_i2	non-coding
Accessory	OG0421220	CoV92102_k31_TRINITY_DN49379_c0_g1_i1	protein-coding
Exclusive	OG2956634	B1_k25_TRINITY_DN102737_c0_g1_i1	non-coding
Exclusive	OG22489	GUC2_k31_TRINITY_DN7449_c0_g2_i1	protein and non-coding
Accessory	OG0153055	ROC20_k31_TRINITY_DN37603_c0_g1_i1	protein and non-coding
Accessory	OG2148377	QA96-1749_k25_TRINITY_DN3992_c0_g1_i10	protein and non-coding
Accessory	OG2722260	Co06022_k31_TRINITY_DN28640_c0_g1_i3	non-coding
Exclusive	OG2702030	CP74-2005_k25_TRINITY_DN209623_c0_g1_i1	non-coding
Accessory	OG1335062	MT11-610_k25_TRINITY_DN143784_c1_g1_i1	non-coding
Exclusive	OG2760360	ROC20_k25_TRINITY_DN123546_c1_g1_i1	non-coding
Accessory	OG0087111	LCP85-384_k25_TRINITY_DN31501_c0_g2_i1	protein-coding
Accessory	OG0053760	CP74-2005_k25_TRINITY_DN1355_c1_g1_i1	protein and non-coding
Accessory	OG1045343	KQB07-23990_k25_TRINITY_DN7252_c0_g1_i6	non-coding
Accessory	OG197670	Q241_k31_TRINITY_DN17682_c0_g1_i1	non-coding
Accessory	OG1822443	Q241_k31_TRINITY_DN1017_c0_g1_i5	non-coding
Accessory	OG0055202	MT11-610_k31_TRINITY_DN43661_c0_g1_i1	protein and non-coding
Accessory	OG464479	QS99-2014_k31_TRINITY_DN30462_c0_g2_i1	non-coding
Accessory	OG0179957	CP74-2005_k25_TRINITY_DN107756_c0_g1_i1	protein and non-coding
Accessory	OG0100762	ROC20_k31_TRINITY_DN41485_c3_g1_i1	protein-coding
Accessory	OG2003221	ROC22_k25_TRINITY_DN197049_c1_g1_i1	protein and non-coding
Accessory	OG1216578	ROC26_k31_TRINITY_DN11072_c0_g2_i6	protein and non-coding
Accessory	OG2820354	GUC2_k31_TRINITY_DN1765_c0_g1_i2	protein and non-coding
Accessory	OG2990655	Q200_k25_TRINITY_DN3053_c0_g1_i4	protein and non-coding
Exclusive	OG939025	QC02-402_k31_TRINITY_DN11712_c1_g1_i1	non-coding
Accessory	OG0066297	B2_k25_TRINITY_DN5352_c0_g1_i4	protein-coding
Accessory	OG1221809	ROC22_k25_TRINITY_DN31678_c1_g6_i1	protein and non-coding
Accessory	OG1721776	KQB07-24739_k25_TRINITY_DN598_c0_g1_i1	non-coding
Accessory	OG2145334	QN05-1509_k25_TRINITY_DN13241_c0_g2_i1	non-coding
Soft-core	OG0000841	QN05-1460_k25_TRINITY_DN5667_c0_g1_i11	protein-coding
Exclusive	OG0406628	Co06022_k31_TRINITY_DN19793_c0_g1_i7	protein and non-coding
Accessory	OG1932936	Q200_k25_TRINITY_DN14256_c0_g1_i1	protein and non-coding
Soft-core	OG0005470	GN18_k25_TRINITY_DN13588_c0_g2_i2	protein and non-coding
Accessory	OG0127483	KQB07-24619_k25_TRINITY_DN37712_c0_g1_i2	protein-coding
Exclusive	OG589925	FN95-1702_k31_TRINITY_DN146327_c0_g1_i1	non-coding
Accessory	OG0019688	KQB07-24619_k31_TRINITY_DN4140_c0_g1_i1	protein and non-coding
Exclusive	OG3356221	GUC10_k25_TRINITY_DN12775_c0_g1_i1	non-coding
Accessory	OG0017736	B1_k31_TRINITY_DN25968_c0_g1_i1	protein-coding
Accessory	OG1628057	FN95-1702_k31_TRINITY_DN26272_c0_g3_i4	protein and non-coding
Accessory	OG0053486	KQB09-23137_k31_TRINITY_DN16471_c0_g1_i2	protein-coding
Exclusive	OG309024	US851008_k25_TRINITY_DN23032_c0_g1_i1	non-coding
Accessory	OG0030155	GXU-34176_k31_TRINITY_DN13069_c0_g2_i2	protein-coding
Exclusive	OG916554	ROC22_k25_TRINITY_DN78624_c0_g1_i11	non-coding
Soft-core	OG0001516	GN18_k25_TRINITY_DN38330_c0_g2_i3	protein-coding
Accessory	OG467024	GXU-34176_k31_TRINITY_DN10736_c0_g1_i4	non-coding
Accessory	OG1039879	ROC20_k25_TRINITY_DN113298_c0_g1_i1	non-coding
Accessory	OG0096766	KQB09-23137_k25_TRINITY_DN19636_c0_g1_i1	protein and non-coding
Accessory	OG1937649	ROC22_k25_TRINITY_DN271044_c0_g1_i1	non-coding
Accessory	OG0175577	F1-Bulk-2_k25_TRINITY_DN24077_c0_g2_i2	protein-coding
Exclusive	OG3000182	ROC20_k25_TRINITY_DN16716_c0_g3_i1	non-coding
Accessory	OG834804	MT11-610_k31_TRINITY_DN6307_c2_g2_i4	protein and non-coding
Accessory	OG1326628	GN18_k31_TRINITY_DN171068_c0_g1_i1	non-coding
Accessory	OG0118656	ROC22_k25_TRINITY_DN126033_c0_g1_i3	protein and non-coding
Accessory	OG1859779	QN05-803_k25_TRINITY_DN76094_c0_g1_i1	non-coding
Exclusive	OG135399	GN18_k31_TRINITY_DN43946_c0_g6_i1	non-coding
Accessory	OG2079355	KQB07-24739_k25_TRINITY_DN2455_c0_g2_i2	protein and non-coding
Accessory	OG0173953	B1_k25_TRINITY_DN38970_c0_g1_i1	protein and non-coding
Accessory	OG0225296	Co06022_k25_TRINITY_DN48989_c0_g1_i1	protein-coding
Accessory	OG0017434	QN05-1509_k31_TRINITY_DN22924_c0_g1_i1	protein-coding
Accessory	OG0067389	CP74-2005_k31_TRINITY_DN99618_c0_g1_i1	protein-coding
Exclusive	OG3055353	LCP85-384_k25_TRINITY_DN47307_c0_g1_i16	protein and non-coding
Exclusive	OG3053688	GT96-167_k25_TRINITY_DN6549_c0_g2_i11	non-coding
Soft-core	OG0000998	QN05-1743_k31_TRINITY_DN10513_c0_g1_i8	protein-coding
Exclusive	OG2893086	CoV92102_k31_TRINITY_DN19575_c0_g1_i3	non-coding
Accessory	OG2399018	MT11-610_k25_TRINITY_DN45058_c0_g1_i5	protein and non-coding
Accessory	OG2368465	QA02-1009_k31_TRINITY_DN2277_c0_g1_i9	protein and non-coding
Accessory	OG2800449	ROC26_k25_TRINITY_DN100263_c0_g1_i1	non-coding
Accessory	OG3322658	GXU-34140_k31_TRINITY_DN24660_c0_g1_i1	non-coding
Accessory	OG102121	B1_k25_TRINITY_DN6838_c0_g2_i2	protein and non-coding
Accessory	OG0051549	QN05-803_k31_TRINITY_DN2857_c0_g1_i4	protein-coding
Exclusive	OG2703540	GXU-34140_k31_TRINITY_DN13526_c0_g2_i2	protein and non-coding
Accessory	OG1989260	F1-Bulk-2_k31_TRINITY_DN31383_c0_g4_i1	non-coding
Exclusive	OG1796497	KQB09-23137_k31_TRINITY_DN5465_c0_g3_i4	non-coding
Accessory	OG0336804	KQB07-24739_k31_TRINITY_DN910_c0_g1_i7	protein and non-coding
Accessory	OG0315632	MT11-610_k25_TRINITY_DN246360_c0_g1_i1	protein-coding
Accessory	OG796647	F1-Bulk-1_k25_TRINITY_DN52720_c0_g1_i6	protein and non-coding
Accessory	OG899028	ROC22_k31_TRINITY_DN71044_c0_g1_i1	non-coding
Accessory	OG3359550	QA96-1749_k25_TRINITY_DN7411_c0_g2_i2	protein and non-coding
Accessory	OG0061684	FN95-1702_k31_TRINITY_DN3486_c0_g1_i1	protein-coding
Accessory	OG1587154	RB855156_k25_TRINITY_DN102_c0_g2_i1	non-coding
Accessory	OG2924614	MS6847_k25_TRINITY_DN24299_c0_g2_i1	non-coding
Accessory	OG229101	QC02-402_k31_TRINITY_DN20157_c0_g1_i1	non-coding
Accessory	OG0069290	QA02-1009_k31_TRINITY_DN34840_c0_g1_i1	protein-coding
Accessory	OG0262216	QC02-402_k25_TRINITY_DN77178_c0_g1_i1	protein and non-coding
Accessory	OG0098986	Q200_k31_TRINITY_DN13858_c0_g1_i6	protein and non-coding
Accessory	OG2641742	KQB07-23863_k25_TRINITY_DN57372_c0_g1_i1	protein and non-coding
Exclusive	OG2481818	QS99-2014_k25_TRINITY_DN65664_c0_g1_i1	non-coding
Accessory	OG0001109	MS6847_k31_TRINITY_DN10187_c0_g1_i9	protein and non-coding
Exclusive	OG1059866	ROC22_k31_TRINITY_DN6404_c0_g1_i6	non-coding
Exclusive	OG1440682	LCP85-384_k31_TRINITY_DN234_c1_g1_i6	non-coding
Exclusive	OG2982751	B2_k25_TRINITY_DN46278_c0_g1_i1	non-coding
Accessory	OG2108219	KQB07-23863_k31_TRINITY_DN1461_c0_g2_i3	protein and non-coding
Accessory	OG2316905	Q241_k25_TRINITY_DN46093_c1_g1_i4	non-coding
Accessory	OG0077224	ROC22_k25_TRINITY_DN48358_c0_g1_i3	protein-coding
Exclusive	OG1462981	RB855156_k25_TRINITY_DN8563_c0_g1_i8	non-coding
Accessory	OG2900705	RB855156_k31_TRINITY_DN24575_c0_g1_i3	non-coding
Accessory	OG0165051	QC02-402_k25_TRINITY_DN1576_c0_g1_i10	protein and non-coding
Accessory	OG3328238	KQB09-20620_k25_TRINITY_DN42412_c0_g3_i1	non-coding
Accessory	OG1257993	F1-Bulk-1_k31_TRINITY_DN8621_c0_g3_i2	non-coding
Accessory	OG1024233	MT11-610_k25_TRINITY_DN137576_c0_g2_i2	non-coding
Accessory	OG206224	Q200_k25_TRINITY_DN9804_c1_g1_i1	non-coding
Accessory	OG1848210	KQB07-23990_k25_TRINITY_DN72185_c0_g1_i1	non-coding
Accessory	OG0052057	F1-Bulk-1_k31_TRINITY_DN21213_c0_g2_i2	protein-coding
Accessory	OG0016045	QN05-1743_k31_TRINITY_DN604_c0_g1_i17	protein-coding
Accessory	OG0207380	QN05-1460_k31_TRINITY_DN6472_c0_g1_i6	protein-coding
Accessory	OG0037234	FN95-1702_k31_TRINITY_DN34228_c0_g4_i1	protein-coding
Exclusive	OG1526397	Co8021_k25_TRINITY_DN18648_c0_g2_i2	non-coding
Accessory	OG0244427	GXU-34140_k31_TRINITY_DN47871_c0_g1_i1	protein and non-coding
Accessory	OG1343690	SP80-3280_Mattielo_SP803280_c87999_g1_i3	non-coding
Exclusive	OG0443546	GN18_k25_TRINITY_DN3067_c0_g1_i1	protein-coding
Accessory	OG469164	TUC717_k25_TRINITY_DN5410_c0_g1_i2	non-coding
Soft-core	OG0010909	ROC20_k31_TRINITY_DN4681_c0_g1_i2	protein-coding
Accessory	OG0141275	QC02-402_k25_TRINITY_DN12552_c1_g1_i14	protein-coding
Exclusive	OG1309270	MT11-610_k31_TRINITY_DN37562_c0_g1_i7	non-coding
Accessory	OG377017	QN05-1743_k31_TRINITY_DN37786_c0_g1_i1	non-coding
Accessory	OG0367110	ROC20_k31_TRINITY_DN10345_c0_g2_i2	protein-coding
Accessory	OG0013069	GUC10_k25_TRINITY_DN62_c0_g2_i1	protein-coding
Accessory	OG0027726	SP80-3280_Mattielo_SP803280_c105039_g1_i1	protein-coding
Accessory	OG0010958	QA96-1749_k25_TRINITY_DN5036_c0_g1_i1	protein-coding
Accessory	OG3050296	QN05-1743_k25_TRINITY_DN73794_c0_g1_i1	non-coding
Accessory	OG0044812	ROC26_k25_TRINITY_DN97924_c0_g1_i1	protein-coding
Accessory	OG0183850	TUC717_k31_TRINITY_DN2140_c0_g1_i3	non-coding
Accessory	OG424145	KQB07-24739_k25_TRINITY_DN5580_c1_g1_i2	protein and non-coding
Exclusive	OG0599743	TUC717_k31_TRINITY_DN9435_c0_g2_i2	unknown
Exclusive	OG2884057	T1_k25_TRINITY_DN53366_c0_g1_i2	non-coding
Exclusive	OG3063445	SP80-3280_unmappedk25_TRINITY_DN6781_c0_g1_i2	protein and non-coding
Accessory	OG2983844	F1-Bulk-1_k25_TRINITY_DN137435_c0_g1_i1	non-coding
Accessory	OG272323	GN18_k25_TRINITY_DN66552_c0_g2_i2	non-coding
Accessory	OG0035118	FN95-1702_k31_TRINITY_DN6986_c0_g1_i2	protein and non-coding
Accessory	OG0079964	F1-Bulk-1_k31_TRINITY_DN11639_c0_g1_i7	protein-coding
Accessory	OG0567087	ROC22_k25_TRINITY_DN141503_c0_g1_i2	protein and non-coding
Accessory	OG1799569	GN18_k31_TRINITY_DN63162_c0_g3_i2	protein and non-coding
Accessory	OG3004727	ROC20_k25_TRINITY_DN146790_c0_g1_i1	non-coding
Accessory	OG1999565	ROC22_k25_TRINITY_DN91523_c0_g1_i3	non-coding
Accessory	OG937237	Q200_k25_TRINITY_DN21269_c0_g1_i1	non-coding
Accessory	OG0368984	ROC26_k25_TRINITY_DN17669_c0_g2_i3	protein and non-coding
Accessory	OG1864822	QBYN04-26041_k31_TRINITY_DN4872_c0_g1_i2	non-coding
Exclusive	OG3383831	KQB07-24739_k25_TRINITY_DN24457_c0_g1_i7	non-coding
Accessory	OG0404406	Co06022_k25_TRINITY_DN118079_c0_g1_i1	protein and non-coding
Accessory	OG716926	GXU-34140_k25_TRINITY_DN26275_c0_g1_i5	non-coding
Accessory	OG3098154	QA02-1009_k31_TRINITY_DN9923_c2_g2_i1	protein and non-coding
Accessory	OG0008166	CP74-2005_k25_TRINITY_DN9592_c0_g2_i2	protein-coding
Soft-core	OG0005274	CP74-2005_k31_TRINITY_DN16268_c0_g1_i3	protein and non-coding
Accessory	OG0039873	B2_k25_TRINITY_DN43577_c0_g1_i8	protein-coding
Accessory	OG1652088	MT11-610_k31_TRINITY_DN13252_c0_g4_i5	non-coding
Exclusive	OG361213	QS99-2014_k25_TRINITY_DN14499_c0_g1_i1	non-coding
Exclusive	OG161275	CoV92102_k31_TRINITY_DN19939_c0_g2_i1	non-coding
Exclusive	OG3053819	LCP85-384_k31_TRINITY_DN1649_c0_g1_i9	non-coding
Soft-core	OG0000190	KQB07-23990_k25_TRINITY_DN5063_c0_g1_i17	protein-coding
Accessory	OG3375823	B2_k25_TRINITY_DN37852_c0_g1_i1	protein and non-coding
Accessory	OG1132422	QBYN04-26041_k31_TRINITY_DN14780_c1_g1_i2	non-coding
Exclusive	OG3133662	QN05-1743_k25_TRINITY_DN40255_c0_g1_i1	protein and non-coding
Accessory	OG1876202	RB855156_k25_TRINITY_DN59383_c0_g1_i1	non-coding
