GO.ID	Name	Frequency
GO:1902644	tertiary alcohol metabolic process	113
GO:0031331	positive regulation of cellular catabolic process	113
GO:0009650	UV protection	113
GO:0016036	cellular response to phosphate starvation	113
GO:0034502	protein localization to chromosome	113
GO:0048639	positive regulation of developmental growth	113
GO:0009767	photosynthetic electron transport chain	113
GO:0051716	cellular response to stimulus	113
GO:0019722	calcium-mediated signaling	113
GO:0019932	obsolete second-messenger-mediated signaling	113
GO:0031329	regulation of cellular catabolic process	113
GO:0042594	response to starvation	113
GO:0009639	response to red or far red light	113
GO:0080186	developmental vegetative growth	113
GO:0006479	protein methylation	113
GO:0008213	protein alkylation	113
GO:0032351	negative regulation of hormone metabolic process	112
GO:0032353	negative regulation of hormone biosynthetic process	112
GO:0006549	isoleucine metabolic process	111
GO:0009097	isoleucine biosynthetic process	111
GO:0043647	inositol phosphate metabolic process	110
GO:0046174	polyol catabolic process	110
GO:2000280	regulation of root development	110
GO:0042744	hydrogen peroxide catabolic process	110
GO:0031425	chloroplast RNA processing	110
GO:0042276	error-prone translesion synthesis	110
GO:0042743	hydrogen peroxide metabolic process	110
GO:0009396	folic acid-containing compound biosynthetic process	109
GO:0043549	regulation of kinase activity	109
GO:0006750	glutathione biosynthetic process	108
GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	108
GO:1904030	negative regulation of cyclin-dependent protein kinase activity	108
GO:0051348	negative regulation of transferase activity	108
GO:0006469	negative regulation of protein kinase activity	108
GO:0033673	negative regulation of kinase activity	108
GO:0071901	negative regulation of protein serine/threonine kinase activity	108
GO:0001933	negative regulation of protein phosphorylation	108
GO:0042326	negative regulation of phosphorylation	108
GO:0010563	negative regulation of phosphorus metabolic process	108
GO:0045936	negative regulation of phosphate metabolic process	108
GO:0030388	fructose 1,6-bisphosphate metabolic process	108
GO:0040034	regulation of development, heterochronic	108
GO:0043446	cellular alkane metabolic process	108
GO:0043447	alkane biosynthetic process	108
GO:0048506	regulation of timing of meristematic phase transition	108
GO:0048510	regulation of timing of transition from vegetative to reproductive phase	108
GO:0048509	regulation of meristem development	106
GO:0048507	meristem development	106
GO:0010073	meristem maintenance	106
GO:0050793	regulation of developmental process	106
GO:0008150	biological_process	104
GO:0046903	secretion	104
GO:1902074	response to salt	103
GO:0051239	regulation of multicellular organismal process	103
GO:0062014	negative regulation of small molecule metabolic process	103
GO:0006865	amino acid transport	102
GO:0036294	cellular response to decreased oxygen levels	102
GO:0071453	cellular response to oxygen levels	102
GO:0071456	cellular response to hypoxia	102
GO:0016441	post-transcriptional gene silencing	102
GO:0048589	developmental growth	102
GO:0006658	phosphatidylserine metabolic process	102
GO:0006659	phosphatidylserine biosynthetic process	102
GO:0009735	response to cytokinin	101
GO:0010821	regulation of mitochondrion organization	101
GO:0051338	regulation of transferase activity	101
GO:0030422	siRNA processing	101
GO:0009736	cytokinin-activated signaling pathway	101
GO:0071368	cellular response to cytokinin stimulus	101
GO:0009860	pollen tube growth	100
GO:0009846	pollen germination	100
GO:0051090	regulation of DNA-binding transcription factor activity	99
GO:0002229	defense response to oomycetes	99
GO:0002239	response to oomycetes	99
GO:0015074	DNA integration	99
GO:0010117	photoprotection	99
GO:0002182	cytoplasmic translational elongation	99
GO:0072593	reactive oxygen species metabolic process	99
GO:0006646	phosphatidylethanolamine biosynthetic process	99
GO:0046337	phosphatidylethanolamine metabolic process	99
GO:0010014	meristem initiation	99
GO:0043434	response to peptide hormone	99
GO:0046786	viral replication complex formation and maintenance	99
GO:0051091	positive regulation of DNA-binding transcription factor activity	99
GO:0090421	embryonic meristem initiation	99
GO:0098609	cell-cell adhesion	99
GO:0030091	protein repair	99
GO:0009200	deoxyribonucleoside triphosphate metabolic process	99
GO:0016032	viral process	99
GO:0097503	sialylation	99
GO:0042325	regulation of phosphorylation	99
GO:2000026	regulation of multicellular organismal development	99
GO:0009636	response to toxic substance	99
GO:0015718	monocarboxylic acid transport	99
GO:0035194	regulatory ncRNA-mediated post-transcriptional gene silencing	99
GO:0042559	pteridine-containing compound biosynthetic process	99
GO:0006528	asparagine metabolic process	97
GO:0006529	asparagine biosynthetic process	97
GO:0006722	triterpenoid metabolic process	96
GO:0016104	triterpenoid biosynthetic process	96
GO:0009152	purine ribonucleotide biosynthetic process	94
GO:0051030	snRNA transport	94
GO:0006511	ubiquitin-dependent protein catabolic process	94
GO:0071407	cellular response to organic cyclic compound	90
GO:0030163	protein catabolic process	88
GO:0051603	proteolysis involved in protein catabolic process	88
GO:0019941	modification-dependent protein catabolic process	88
GO:0043632	modification-dependent macromolecule catabolic process	88
GO:1901565	organonitrogen compound catabolic process	88
GO:0007032	endosome organization	85
GO:0031440	regulation of mRNA 3'-end processing	84
GO:0009266	response to temperature stimulus	83
GO:0034660	obsolete ncRNA metabolic process	82
GO:0032392	DNA geometric change	80
GO:0032508	DNA duplex unwinding	80
GO:0006271	DNA strand elongation involved in DNA replication	79
GO:0022616	DNA strand elongation	79
GO:0048268	clathrin coat assembly	79
GO:0051014	actin filament severing	77
GO:0097061	dendritic spine organization	77
GO:0106027	neuron projection organization	77
GO:0010035	obsolete response to inorganic substance	77
GO:0009415	response to water	76
GO:0009414	response to water deprivation	76
GO:0048440	carpel development	76
GO:0048467	gynoecium development	76
GO:0019673	GDP-mannose metabolic process	76
GO:0009260	ribonucleotide biosynthetic process	75
GO:0046390	ribose phosphate biosynthetic process	75
GO:0098876	vesicle-mediated transport to the plasma membrane	75
GO:0051261	protein depolymerization	75
GO:0032456	endocytic recycling	74
GO:0042256	cytosolic ribosome assembly	74
GO:0010584	pollen exine formation	74
GO:0009298	GDP-mannose biosynthetic process	74
GO:0006598	polyamine catabolic process	71
GO:0019184	nonribosomal peptide biosynthetic process	71
GO:0006399	tRNA metabolic process	71
GO:0009725	response to hormone	71
GO:0030050	vesicle transport along actin filament	69
GO:0099515	actin filament-based transport	69
GO:0099518	vesicle cytoskeletal trafficking	69
GO:0009651	response to salt stress	69
GO:0008152	metabolic process	69
GO:0030029	actin filament-based process	68
GO:0048646	anatomical structure formation involved in morphogenesis	68
GO:0070536	protein K63-linked deubiquitination	67
GO:0006828	manganese ion transport	67
GO:0071421	manganese ion transmembrane transport	67
GO:0009738	abscisic acid-activated signaling pathway	67
GO:0071215	cellular response to abscisic acid stimulus	67
GO:0097306	cellular response to alcohol	67
GO:0009310	amine catabolic process	66
GO:0042402	cellular biogenic amine catabolic process	66
GO:0019566	arabinose metabolic process	66
GO:0046373	L-arabinose metabolic process	66
GO:0000244	spliceosomal tri-snRNP complex assembly	65
GO:0048193	Golgi vesicle transport	65
GO:0097064	obsolete ncRNA export from nucleus	64
GO:0022618	protein-RNA complex assembly	64
GO:0030097	hemopoiesis	64
GO:0048534	hematopoietic or lymphoid organ development	64
GO:0071826	protein-RNA complex organization	64
GO:0002520	immune system development	64
GO:0006272	leading strand elongation	63
GO:0006287	base-excision repair, gap-filling	63
GO:0006297	nucleotide-excision repair, DNA gap filling	63
GO:0045004	DNA replication proofreading	63
GO:0006164	purine nucleotide biosynthetic process	63
GO:0072522	purine-containing compound biosynthetic process	63
GO:0032200	telomere organization	63
GO:0016482	cytosolic transport	63
GO:0045022	early endosome to late endosome transport	63
GO:0098927	vesicle-mediated transport between endosomal compartments	63
GO:0000481	maturation of 5S rRNA	63
GO:0032205	negative regulation of telomere maintenance	63
GO:0032211	negative regulation of telomere maintenance via telomerase	63
GO:0051972	regulation of telomerase activity	63
GO:0051974	negative regulation of telomerase activity	63
GO:1904357	negative regulation of telomere maintenance via telomere lengthening	63
GO:2000279	negative regulation of DNA biosynthetic process	63
GO:0009201	ribonucleoside triphosphate biosynthetic process	63
GO:0009145	purine nucleoside triphosphate biosynthetic process	63
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	63
GO:1904356	regulation of telomere maintenance via telomere lengthening	63
GO:2000278	regulation of DNA biosynthetic process	63
GO:0009142	nucleoside triphosphate biosynthetic process	63
GO:0009615	response to virus	63
GO:0000723	telomere maintenance	63
GO:0032204	regulation of telomere maintenance	63
GO:0030048	actin filament-based movement	63
GO:0007049	cell cycle	61
GO:0042742	defense response to bacterium	61
GO:0009987	cellular process	61
GO:0042752	regulation of circadian rhythm	61
GO:0002764	immune response-regulating signaling pathway	60
GO:0009409	response to cold	59
GO:0044238	primary metabolic process	59
GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA	59
GO:0019988	charged-tRNA amino acid modification	59
GO:0009056	catabolic process	58
GO:1903241	U2-type prespliceosome assembly	58
GO:0071985	multivesicular body sorting pathway	58
GO:0009072	aromatic amino acid metabolic process	58
GO:0000959	mitochondrial RNA metabolic process	57
GO:0090333	regulation of stomatal closure	55
GO:0090332	stomatal closure	55
GO:0001732	formation of cytoplasmic translation initiation complex	55
GO:0006560	proline metabolic process	55
GO:0006814	sodium ion transport	54
GO:0018026	peptidyl-lysine monomethylation	54
GO:0009443	pyridoxal 5'-phosphate salvage	54
GO:0044237	cellular metabolic process	54
GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	53
GO:0006562	proline catabolic process	53
GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	53
GO:0009065	glutamine family amino acid catabolic process	53
GO:0071241	obsolete cellular response to inorganic substance	53
GO:0006970	response to osmotic stress	52
GO:0030433	obsolete ubiquitin-dependent ERAD pathway	52
GO:0036503	ERAD pathway	52
GO:0009685	gibberellin metabolic process	52
GO:1901575	obsolete organic substance catabolic process	51
GO:0006090	pyruvate metabolic process	51
GO:0035821	modulation of process of another organism	51
GO:0046942	carboxylic acid transport	51
GO:0015849	organic acid transport	51
GO:0015711	organic anion transport	51
GO:0046854	phosphatidylinositol phosphate biosynthetic process	50
GO:0000963	mitochondrial RNA processing	50
GO:0002521	leukocyte differentiation	50
GO:0002573	myeloid leukocyte differentiation	50
GO:0030099	myeloid cell differentiation	50
GO:0030224	monocyte differentiation	50
GO:0051341	regulation of oxidoreductase activity	50
GO:0051353	positive regulation of oxidoreductase activity	50
GO:0101030	tRNA-guanine transglycosylation	50
GO:1903131	mononuclear cell differentiation	50
GO:0006553	lysine metabolic process	50
GO:0009085	lysine biosynthetic process	50
GO:0055069	obsolete zinc ion homeostasis	50
GO:0006882	intracellular zinc ion homeostasis	50
GO:0006203	dGTP catabolic process	50
GO:0009146	purine nucleoside triphosphate catabolic process	50
GO:0009151	purine deoxyribonucleotide metabolic process	50
GO:0009155	purine deoxyribonucleotide catabolic process	50
GO:0009215	purine deoxyribonucleoside triphosphate metabolic process	50
GO:0009217	purine deoxyribonucleoside triphosphate catabolic process	50
GO:0010942	obsolete positive regulation of cell death	50
GO:0046070	dGTP metabolic process	50
GO:0046386	deoxyribose phosphate catabolic process	50
GO:0009089	lysine biosynthetic process via diaminopimelate	50
GO:0046451	diaminopimelate metabolic process	50
GO:0098655	monoatomic cation transmembrane transport	50
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	50
GO:0030641	regulation of cellular pH	50
GO:0048513	animal organ development	50
GO:0051453	regulation of intracellular pH	50
GO:0015695	organic cation transport	50
GO:0015805	S-adenosyl-L-methionine transport	50
GO:0080156	mitochondrial mRNA modification	50
GO:0098659	inorganic cation import across plasma membrane	50
GO:0098719	sodium ion import across plasma membrane	50
GO:0099587	inorganic ion import across plasma membrane	50
GO:1901962	S-adenosyl-L-methionine transmembrane transport	50
GO:0061025	membrane fusion	50
GO:0044283	small molecule biosynthetic process	49
GO:0009967	positive regulation of signal transduction	49
GO:0070647	protein modification by small protein conjugation or removal	49
GO:0008544	epidermis development	49
GO:0060429	epithelium development	49
GO:0006885	regulation of pH	49
GO:0009245	lipid A biosynthetic process	49
GO:0046493	lipid A metabolic process	49
GO:1901269	lipooligosaccharide metabolic process	49
GO:1901271	lipooligosaccharide biosynthetic process	49
GO:0051592	response to calcium ion	49
GO:0071277	cellular response to calcium ion	49
GO:0015994	chlorophyll metabolic process	49
GO:1900864	mitochondrial RNA modification	49
GO:0009204	deoxyribonucleoside triphosphate catabolic process	49
GO:0032409	regulation of transporter activity	49
GO:0034293	sexual sporulation	49
GO:0043934	sporulation	49
GO:0048236	plant-type sporogenesis	49
GO:0006650	glycerophospholipid metabolic process	48
GO:0046486	glycerolipid metabolic process	48
GO:0044265	obsolete cellular macromolecule catabolic process	48
GO:0005986	sucrose biosynthetic process	48
GO:0006805	xenobiotic metabolic process	48
GO:0009821	alkaloid biosynthetic process	48
GO:0033075	isoquinoline alkaloid biosynthetic process	48
GO:0033076	isoquinoline alkaloid metabolic process	48
GO:0071272	morphine metabolic process	48
GO:0071466	cellular response to xenobiotic stimulus	48
GO:0097295	morphine biosynthetic process	48
GO:1901376	organic heteropentacyclic compound metabolic process	48
GO:1901378	organic heteropentacyclic compound biosynthetic process	48
GO:0009410	response to xenobiotic stimulus	48
GO:0010241	ent-kaurene oxidation to kaurenoic acid	48
GO:0033331	ent-kaurene metabolic process	48
GO:0042335	cuticle development	48
GO:0009642	response to light intensity	48
GO:0048608	reproductive structure development	48
GO:0061458	reproductive system development	48
GO:0003006	developmental process involved in reproduction	48
GO:0046488	phosphatidylinositol metabolic process	47
GO:0006661	phosphatidylinositol biosynthetic process	47
GO:0070417	cellular response to cold	47
GO:0001505	obsolete regulation of neurotransmitter levels	47
GO:0042133	obsolete neurotransmitter metabolic process	47
GO:0000019	regulation of mitotic recombination	47
GO:0045951	positive regulation of mitotic recombination	47
GO:2000014	regulation of endosperm development	47
GO:0009646	response to absence of light	47
GO:0006312	mitotic recombination	47
GO:0045911	positive regulation of DNA recombination	47
GO:0010208	pollen wall assembly	47
GO:0009960	endosperm development	47
GO:0034637	obsolete cellular carbohydrate biosynthetic process	47
GO:0048367	shoot system development	47
GO:0046855	obsolete inositol phosphate dephosphorylation	47
GO:0071545	inositol phosphate catabolic process	47
GO:0046838	obsolete phosphorylated carbohydrate dephosphorylation	47
GO:0046164	alcohol catabolic process	47
GO:1901616	organic hydroxy compound catabolic process	47
GO:0060260	regulation of transcription initiation by RNA polymerase II	46
GO:0060261	positive regulation of transcription initiation by RNA polymerase II	46
GO:2000144	positive regulation of DNA-templated transcription initiation	46
GO:0048584	positive regulation of response to stimulus	46
GO:0032875	regulation of DNA endoreduplication	46
GO:0000280	nuclear division	46
GO:1903047	mitotic cell cycle process	46
GO:0000911	cytokinesis by cell plate formation	45
GO:1901701	cellular response to oxygen-containing compound	45
GO:0048229	gametophyte development	44
GO:0071229	cellular response to acid chemical	44
GO:0070887	cellular response to chemical stimulus	44
GO:0010033	obsolete response to organic substance	44
GO:0009719	response to endogenous stimulus	44
GO:0071704	obsolete organic substance metabolic process	44
GO:0030258	lipid modification	43
GO:0034219	carbohydrate transmembrane transport	43
GO:0071941	nitrogen cycle metabolic process	43
GO:1990937	xylan acetylation	43
GO:0010411	xyloglucan metabolic process	43
GO:0071310	obsolete cellular response to organic substance	43
GO:0071495	cellular response to endogenous stimulus	43
GO:0032870	cellular response to hormone stimulus	43
GO:0009755	hormone-mediated signaling pathway	43
GO:0035601	protein deacylation	43
GO:0016049	cell growth	43
GO:0000154	rRNA modification	42
GO:0046283	anthocyanin-containing compound metabolic process	42
GO:0008652	amino acid biosynthetic process	42
GO:1901607	alpha-amino acid biosynthetic process	42
GO:0051246	regulation of protein metabolic process	42
GO:0033614	chloroplast proton-transporting ATP synthase complex assembly	42
GO:0043461	proton-transporting ATP synthase complex assembly	42
GO:0071214	cellular response to abiotic stimulus	41
GO:0104004	cellular response to environmental stimulus	41
GO:1901659	glycosyl compound biosynthetic process	41
GO:0044205	'de novo' UMP biosynthetic process	41
GO:0044262	obsolete cellular carbohydrate metabolic process	41
GO:0048285	organelle fission	41
GO:0000910	cytokinesis	41
GO:0010555	response to mannitol	41
GO:0080110	sporopollenin biosynthetic process	41
GO:0009555	pollen development	41
GO:0009095	aromatic amino acid family biosynthetic process, prephenate pathway	41
GO:0140053	mitochondrial gene expression	41
GO:0071236	cellular response to antibiotic	41
GO:0071446	cellular response to salicylic acid stimulus	41
GO:0090329	regulation of DNA-templated DNA replication	40
GO:0006189	'de novo' IMP biosynthetic process	40
GO:0060250	germ-line stem-cell niche homeostasis	40
GO:0009605	response to external stimulus	40
GO:0009664	plant-type cell wall organization	40
GO:0006558	L-phenylalanine metabolic process	40
GO:1902221	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	40
GO:0007023	post-chaperonin tubulin folding pathway	40
GO:0030041	actin filament polymerization	40
GO:0030833	regulation of actin filament polymerization	40
GO:0032271	regulation of protein polymerization	40
GO:0006559	L-phenylalanine catabolic process	40
GO:1902222	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	40
GO:0008064	regulation of actin polymerization or depolymerization	40
GO:0030832	regulation of actin filament length	40
GO:0110053	regulation of actin filament organization	40
GO:1902903	regulation of supramolecular fiber organization	40
GO:0000028	ribosomal small subunit assembly	40
GO:0018215	protein phosphopantetheinylation	40
GO:0032956	regulation of actin cytoskeleton organization	40
GO:0043254	regulation of protein-containing complex assembly	40
GO:0008154	actin polymerization or depolymerization	40
GO:0006490	oligosaccharide-lipid intermediate biosynthetic process	40
GO:0046271	phenylpropanoid catabolic process	40
GO:0046274	lignin catabolic process	40
GO:0032970	regulation of actin filament-based process	40
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	40
GO:0070972	protein localization to endoplasmic reticulum	40
GO:0009250	glucan biosynthetic process	40
GO:0009225	nucleotide-sugar metabolic process	40
GO:0055081	monoatomic anion homeostasis	40
GO:0071396	cellular response to lipid	40
GO:0033993	response to lipid	40
GO:1901527	abscisic acid-activated signaling pathway involved in stomatal movement	40
GO:0006275	regulation of DNA replication	39
GO:0010384	cell wall proteoglycan metabolic process	39
GO:0010404	cell wall hydroxyproline-rich glycoprotein metabolic process	39
GO:0010409	extensin metabolic process	39
GO:0006874	intracellular calcium ion homeostasis	39
GO:0055074	calcium ion homeostasis	39
GO:0097359	UDP-glucosylation	39
GO:0031125	rRNA 3'-end processing	39
GO:0033692	obsolete cellular polysaccharide biosynthetic process	38
GO:0000271	polysaccharide biosynthetic process	38
GO:0090305	obsolete nucleic acid phosphodiester bond hydrolysis	38
GO:0016051	carbohydrate biosynthetic process	38
GO:0000459	obsolete exonucleolytic trimming involved in rRNA processing	38
GO:0000467	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	38
GO:0015713	phosphoglycerate transmembrane transport	38
GO:0042873	aldonate transmembrane transport	38
GO:0006664	glycolipid metabolic process	37
GO:0008156	negative regulation of DNA replication	37
GO:2000104	negative regulation of DNA-templated DNA replication	37
GO:0045931	positive regulation of mitotic cell cycle	37
GO:0035966	response to topologically incorrect protein	37
GO:0035967	cellular response to topologically incorrect protein	37
GO:0006643	membrane lipid metabolic process	37
GO:0009812	flavonoid metabolic process	37
GO:0080178	5-carbamoylmethyl uridine residue modification	37
GO:0070588	calcium ion transmembrane transport	37
GO:0006816	calcium ion transport	37
GO:0051188	obsolete cofactor biosynthetic process	37
GO:0006241	CTP biosynthetic process	37
GO:0009208	pyrimidine ribonucleoside triphosphate metabolic process	37
GO:0009209	pyrimidine ribonucleoside triphosphate biosynthetic process	37
GO:0046036	CTP metabolic process	37
GO:0009147	pyrimidine nucleoside triphosphate metabolic process	37
GO:0009148	pyrimidine nucleoside triphosphate biosynthetic process	37
GO:0009218	pyrimidine ribonucleotide metabolic process	37
GO:0009220	pyrimidine ribonucleotide biosynthetic process	37
GO:0043153	entrainment of circadian clock by photoperiod	37
GO:0009645	response to low light intensity stimulus	37
GO:0009649	entrainment of circadian clock	37
GO:0009157	deoxyribonucleoside monophosphate biosynthetic process	37
GO:0009162	deoxyribonucleoside monophosphate metabolic process	37
GO:0016255	attachment of GPI anchor to protein	36
GO:0031167	rRNA methylation	36
GO:0006183	GTP biosynthetic process	36
GO:0006228	UTP biosynthetic process	36
GO:0046039	GTP metabolic process	36
GO:0046051	UTP metabolic process	36
GO:0009098	L-leucine biosynthetic process	36
GO:0051273	beta-glucan metabolic process	36
GO:0009133	nucleoside diphosphate biosynthetic process	36
GO:0009138	pyrimidine nucleoside diphosphate metabolic process	36
GO:0009139	pyrimidine nucleoside diphosphate biosynthetic process	36
GO:0009057	macromolecule catabolic process	35
GO:0022412	cellular process involved in reproduction in multicellular organism	35
GO:0071248	cellular response to metal ion	35
GO:0006543	glutamine catabolic process	35
GO:0030518	nuclear receptor-mediated steroid hormone signaling pathway	35
GO:0030520	estrogen receptor signaling pathway	35
GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	35
GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway	35
GO:0033146	regulation of intracellular estrogen receptor signaling pathway	35
GO:0033147	negative regulation of intracellular estrogen receptor signaling pathway	35
GO:0042058	regulation of epidermal growth factor receptor signaling pathway	35
GO:0043111	replication fork arrest	35
GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway	35
GO:0045840	positive regulation of mitotic nuclear division	35
GO:0045842	positive regulation of mitotic metaphase/anaphase transition	35
GO:0048478	obsolete replication fork protection	35
GO:0051785	positive regulation of nuclear division	35
GO:0051984	positive regulation of chromosome segregation	35
GO:0062033	positive regulation of mitotic sister chromatid segregation	35
GO:1901184	regulation of ERBB signaling pathway	35
GO:1901186	positive regulation of ERBB signaling pathway	35
GO:1901970	positive regulation of mitotic sister chromatid separation	35
GO:1902101	positive regulation of metaphase/anaphase transition of cell cycle	35
GO:1905820	positive regulation of chromosome separation	35
GO:0044260	obsolete cellular macromolecule metabolic process	35
GO:0010247	detection of phosphate ion	35
GO:0010337	regulation of salicylic acid metabolic process	35
GO:0062210	shoot regeneration	35
GO:0090352	regulation of nitrate assimilation	35
GO:1903314	regulation of nitrogen cycle metabolic process	35
GO:0010113	negative regulation of systemic acquired resistance	35
GO:0042126	nitrate metabolic process	35
GO:0042128	nitrate assimilation	35
GO:2001057	reactive nitrogen species metabolic process	35
GO:0007017	microtubule-based process	35
GO:0048024	regulation of mRNA splicing, via spliceosome	35
GO:0000422	autophagy of mitochondrion	35
GO:0061726	obsolete mitochondrion disassembly	35
GO:0042550	photosystem I stabilization	35
GO:0016925	protein sumoylation	35
GO:1900055	regulation of leaf senescence	35
GO:0006068	ethanol catabolic process	35
GO:0034310	primary alcohol catabolic process	35
GO:0009132	nucleoside diphosphate metabolic process	34
GO:0006165	obsolete nucleoside diphosphate phosphorylation	34
GO:0046939	obsolete nucleotide phosphorylation	34
GO:0009150	purine ribonucleotide metabolic process	34
GO:0006163	purine nucleotide metabolic process	34
GO:0072521	purine-containing compound metabolic process	34
GO:0009205	purine ribonucleoside triphosphate metabolic process	34
GO:0009144	purine nucleoside triphosphate metabolic process	34
GO:0009081	branched-chain amino acid metabolic process	34
GO:0015698	inorganic anion transport	34
GO:0051276	chromosome organization	34
GO:0031326	regulation of cellular biosynthetic process	34
GO:0007623	circadian rhythm	34
GO:0050801	monoatomic ion homeostasis	34
GO:0043933	protein-containing complex organization	34
GO:0065003	protein-containing complex assembly	34
GO:0048564	photosystem I assembly	34
GO:0006597	spermine biosynthetic process	34
GO:0008216	spermidine metabolic process	34
GO:0008295	spermidine biosynthetic process	34
GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly	34
GO:0006497	protein lipidation	33
GO:0042158	lipoprotein biosynthetic process	33
