GO.ID	Name	Frequency
GO:0009088	threonine biosynthetic process	12726
GO:0055082	intracellular chemical homeostasis	12720
GO:0006189	'de novo' IMP biosynthetic process	12699
GO:0006566	threonine metabolic process	12698
GO:0019320	hexose catabolic process	12697
GO:0044085	cellular component biogenesis	12693
GO:0005982	starch metabolic process	12685
GO:0000012	single strand break repair	12628
GO:0051668	localization within membrane	12581
GO:0043170	macromolecule metabolic process	12543
GO:0048585	negative regulation of response to stimulus	12516
GO:0140029	exocytic process	12440
GO:0022613	ribonucleoprotein complex biogenesis	12435
GO:0016052	carbohydrate catabolic process	12420
GO:0044550	secondary metabolite biosynthetic process	12405
GO:0046470	phosphatidylcholine metabolic process	12383
GO:0042446	hormone biosynthetic process	12351
GO:0006869	lipid transport	12348
GO:0006722	triterpenoid metabolic process	12335
GO:0016104	triterpenoid biosynthetic process	12335
GO:0072503	obsolete cellular divalent inorganic cation homeostasis	12332
GO:0051785	positive regulation of nuclear division	12313
GO:0051248	negative regulation of protein metabolic process	12312
GO:0080175	phragmoplast microtubule organization	12306
GO:0006091	generation of precursor metabolites and energy	12293
GO:0051656	establishment of organelle localization	12248
GO:0042256	cytosolic ribosome assembly	12236
GO:0015031	protein transport	12161
GO:0070076	obsolete histone lysine demethylation	12155
GO:0032259	methylation	12150
GO:1903829	positive regulation of protein localization	12139
GO:0070727	cellular macromolecule localization	12117
GO:0008104	protein localization	12117
GO:0051648	vesicle localization	12110
GO:0051650	establishment of vesicle localization	12110
GO:0045184	establishment of protein localization	12104
GO:0006903	vesicle targeting	12100
GO:0030638	polyketide metabolic process	12090
GO:0032880	regulation of protein localization	12088
GO:0090407	organophosphate biosynthetic process	12085
GO:0009853	photorespiration	12058
GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	12058
GO:0070201	regulation of establishment of protein localization	11975
GO:0032196	transposition	11966
GO:0051052	regulation of DNA metabolic process	11938
GO:0033554	cellular response to stress	11934
GO:0060341	regulation of cellular localization	11914
GO:1904951	positive regulation of establishment of protein localization	11905
GO:0006828	manganese ion transport	11902
GO:0071421	manganese ion transmembrane transport	11902
GO:0042276	error-prone translesion synthesis	11894
GO:0061615	glycolytic process through fructose-6-phosphate	11891
GO:0006222	UMP biosynthetic process	11864
GO:0009173	pyrimidine ribonucleoside monophosphate metabolic process	11864
GO:0009174	pyrimidine ribonucleoside monophosphate biosynthetic process	11864
GO:0046049	UMP metabolic process	11864
GO:0009129	pyrimidine nucleoside monophosphate metabolic process	11864
GO:0009130	pyrimidine nucleoside monophosphate biosynthetic process	11864
GO:0051246	regulation of protein metabolic process	11845
GO:0006298	mismatch repair	11829
GO:0051338	regulation of transferase activity	11781
GO:0032446	protein modification by small protein conjugation	11770
GO:0009690	cytokinin metabolic process	11730
GO:0009740	gibberellic acid mediated signaling pathway	11715
GO:0098655	monoatomic cation transmembrane transport	11693
GO:0044093	positive regulation of molecular function	11634
GO:0048468	cell development	11600
GO:0002181	cytoplasmic translation	11580
GO:0071941	nitrogen cycle metabolic process	11565
GO:0010304	PSII associated light-harvesting complex II catabolic process	11530
GO:0044248	cellular catabolic process	11510
GO:0015979	photosynthesis	11492
GO:0009313	oligosaccharide catabolic process	11491
GO:0046352	disaccharide catabolic process	11491
GO:0006289	nucleotide-excision repair	11488
GO:0005987	sucrose catabolic process	11474
GO:0007154	cell communication	11472
GO:0009826	unidimensional cell growth	11468
GO:0034470	obsolete ncRNA processing	11458
GO:0006281	DNA repair	11447
GO:0051716	cellular response to stimulus	11446
GO:0016567	protein ubiquitination	11445
GO:0000096	sulfur amino acid metabolic process	11437
GO:0006974	DNA damage response	11432
GO:0030148	sphingolipid biosynthetic process	11428
GO:0008272	sulfate transport	11411
GO:0006346	DNA methylation-dependent heterochromatin formation	11394
GO:0001101	response to acid chemical	11392
GO:0043094	cellular metabolic compound salvage	11381
GO:0080188	gene silencing by siRNA-directed DNA methylation	11370
GO:0035265	organ growth	11367
GO:0046620	regulation of organ growth	11367
GO:0009686	gibberellin biosynthetic process	11348
GO:0018282	metal incorporation into metallo-sulfur cluster	11346
GO:0018283	iron incorporation into metallo-sulfur cluster	11346
GO:0015985	energy coupled proton transport, down electrochemical gradient	11342
GO:0015986	proton motive force-driven ATP synthesis	11342
GO:0006754	ATP biosynthetic process	11342
GO:0002764	immune response-regulating signaling pathway	11325
GO:0006438	valyl-tRNA aminoacylation	11319
GO:0016042	lipid catabolic process	11307
GO:1901292	nucleoside phosphate catabolic process	11299
GO:0010038	response to metal ion	11268
GO:0006099	tricarboxylic acid cycle	11262
GO:0010648	negative regulation of cell communication	11258
GO:0023057	negative regulation of signaling	11258
GO:0098609	cell-cell adhesion	11246
GO:0006401	RNA catabolic process	11244
GO:0007007	inner mitochondrial membrane organization	11241
GO:0045039	protein insertion into mitochondrial inner membrane	11227
GO:0051204	protein insertion into mitochondrial membrane	11227
GO:0006370	7-methylguanosine mRNA capping	11209
GO:0009968	negative regulation of signal transduction	11200
GO:0046519	sphingoid metabolic process	11168
GO:0090151	establishment of protein localization to mitochondrial membrane	11168
GO:0006611	protein export from nucleus	11164
GO:0072348	sulfur compound transport	11162
GO:0051438	regulation of ubiquitin-protein transferase activity	11156
GO:0051028	mRNA transport	11151
GO:0010952	positive regulation of peptidase activity	11146
GO:0090626	plant epidermis morphogenesis	11107
GO:0051225	spindle assembly	11085
GO:0006656	phosphatidylcholine biosynthetic process	11072
GO:0006302	double-strand break repair	11046
GO:0006900	vesicle budding from membrane	11038
GO:0000165	MAPK cascade	11035
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	11034
GO:0090114	COPII-coated vesicle budding	11011
GO:0048194	Golgi vesicle budding	11011
GO:0008610	lipid biosynthetic process	10989
GO:0048598	embryonic morphogenesis	10984
GO:0009791	post-embryonic development	10960
GO:0010476	gibberellin mediated signaling pathway	10956
GO:0071370	cellular response to gibberellin stimulus	10956
GO:0072665	protein localization to vacuole	10945
GO:0072666	establishment of protein localization to vacuole	10945
GO:0009743	response to carbohydrate	10941
GO:0006839	mitochondrial transport	10921
GO:0042744	hydrogen peroxide catabolic process	10913
GO:0031396	regulation of protein ubiquitination	10909
GO:0009410	response to xenobiotic stimulus	10909
GO:0009141	nucleoside triphosphate metabolic process	10900
GO:0015846	polyamine transport	10886
GO:0010646	regulation of cell communication	10871
GO:1902047	polyamine transmembrane transport	10870
GO:0046622	positive regulation of organ growth	10869
GO:0023051	regulation of signaling	10863
GO:0032200	telomere organization	10860
GO:0009966	regulation of signal transduction	10856
GO:0006002	fructose 6-phosphate metabolic process	10854
GO:0009106	lipoate metabolic process	10823
GO:0009107	lipoate biosynthetic process	10823
GO:0010267	ta-siRNA processing	10816
GO:0030639	polyketide biosynthetic process	10791
GO:0071423	malate transmembrane transport	10791
GO:0018065	obsolete protein-cofactor linkage	10786
GO:0009608	response to symbiont	10767
GO:0009610	response to symbiotic fungus	10767
GO:0000723	telomere maintenance	10759
GO:0009739	response to gibberellin	10757
GO:0018193	peptidyl-amino acid modification	10754
GO:0048878	chemical homeostasis	10740
GO:0006598	polyamine catabolic process	10735
GO:0090567	reproductive shoot system development	10725
GO:0033108	mitochondrial respiratory chain complex assembly	10714
GO:0007006	mitochondrial membrane organization	10669
GO:0006560	proline metabolic process	10668
GO:0006465	signal peptide processing	10656
GO:0050657	nucleic acid transport	10649
GO:0050658	RNA transport	10649
GO:0051236	establishment of RNA localization	10649
GO:0019740	nitrogen utilization	10640
GO:0019217	regulation of fatty acid metabolic process	10619
GO:0009789	positive regulation of abscisic acid-activated signaling pathway	10601
GO:1901421	positive regulation of response to alcohol	10601
GO:1905959	positive regulation of cellular response to alcohol	10601
GO:0006399	tRNA metabolic process	10573
GO:0009143	nucleoside triphosphate catabolic process	10557
GO:0000904	obsolete cell morphogenesis involved in differentiation	10557
GO:0072507	obsolete divalent inorganic cation homeostasis	10551
GO:0016482	cytosolic transport	10528
GO:0005985	sucrose metabolic process	10518
GO:0045927	positive regulation of growth	10505
GO:0016485	protein processing	10495
GO:0009311	oligosaccharide metabolic process	10483
GO:0009749	response to glucose	10480
GO:0009108	obsolete coenzyme biosynthetic process	10480
GO:0006732	obsolete coenzyme metabolic process	10469
GO:0065004	protein-DNA complex assembly	10457
GO:0071824	protein-DNA complex organization	10457
GO:0051205	protein insertion into membrane	10453
GO:0006334	nucleosome assembly	10451
GO:0034728	nucleosome organization	10451
GO:0031929	TOR signaling	10446
GO:0016579	protein deubiquitination	10442
GO:0034427	obsolete nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	10442
GO:0006556	S-adenosylmethionine biosynthetic process	10422
GO:0009744	response to sucrose	10401
GO:0034285	response to disaccharide	10401
GO:0009640	photomorphogenesis	10401
GO:0070646	protein modification by small protein removal	10398
GO:0006571	tyrosine biosynthetic process	10383
GO:0070542	response to fatty acid	10382
GO:0046900	tetrahydrofolylpolyglutamate metabolic process	10382
GO:0007602	phototransduction	10378
GO:0009585	red, far-red light phototransduction	10378
GO:0016032	viral process	10362
GO:0009746	response to hexose	10359
GO:0034284	response to monosaccharide	10359
GO:0034337	RNA folding	10340
GO:0046835	carbohydrate phosphorylation	10334
GO:0046901	tetrahydrofolylpolyglutamate biosynthetic process	10329
GO:0044070	regulation of monoatomic anion transport	10324
GO:0032309	icosanoid secretion	10304
GO:0046717	acid secretion	10304
GO:0050482	arachidonic acid secretion	10304
GO:0071715	icosanoid transport	10304
GO:1901571	fatty acid derivative transport	10304
GO:1903963	arachidonate transport	10304
GO:0033169	obsolete histone H3-K9 demethylation	10301
GO:0005984	disaccharide metabolic process	10285
GO:0016577	obsolete histone demethylation	10280
GO:0006482	protein demethylation	10280
GO:0008214	protein dealkylation	10280
GO:2000694	regulation of phragmoplast microtubule organization	10279
GO:0006409	tRNA export from nucleus	10278
GO:0051031	tRNA transport	10278
GO:0071431	obsolete tRNA-containing ribonucleoprotein complex export from nucleus	10278
GO:0071528	tRNA re-export from nucleus	10278
GO:0001678	intracellular glucose homeostasis	10262
GO:0033500	carbohydrate homeostasis	10262
GO:0042593	glucose homeostasis	10262
GO:0046500	S-adenosylmethionine metabolic process	10252
GO:0097305	response to alcohol	10250
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	10238
GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation	10238
GO:0045814	negative regulation of gene expression, epigenetic	10235
GO:0031507	heterochromatin formation	10233
GO:0034401	obsolete chromatin organization involved in regulation of transcription	10233
GO:0070828	heterochromatin organization	10233
GO:0097549	obsolete chromatin organization involved in negative regulation of transcription	10233
GO:0046174	polyol catabolic process	10161
GO:0006753	nucleoside phosphate metabolic process	10159
GO:0016999	antibiotic metabolic process	10119
GO:0009117	nucleotide metabolic process	10112
GO:0006887	exocytosis	10111
GO:0060560	developmental growth involved in morphogenesis	10087
GO:0007005	mitochondrion organization	10086
GO:0046486	glycerolipid metabolic process	10086
GO:0010167	response to nitrate	10071
GO:0006650	glycerophospholipid metabolic process	10071
GO:0051301	cell division	10050
GO:0031425	chloroplast RNA processing	10042
GO:0030149	sphingolipid catabolic process	10028
GO:0046466	membrane lipid catabolic process	10028
GO:0046514	ceramide catabolic process	10028
GO:0006677	glycosylceramide metabolic process	10027
GO:0006687	glycosphingolipid metabolic process	10027
GO:0019377	glycolipid catabolic process	10027
GO:0046477	glycosylceramide catabolic process	10027
GO:0046479	glycosphingolipid catabolic process	10027
GO:2001023	regulation of response to drug	10006
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	10005
GO:0000375	RNA splicing, via transesterification reactions	10005
GO:0009694	jasmonic acid metabolic process	9983
GO:0000398	mRNA splicing, via spliceosome	9974
GO:0000291	obsolete nuclear-transcribed mRNA catabolic process, exonucleolytic	9966
GO:2000280	regulation of root development	9941
GO:0006545	glycine biosynthetic process	9939
GO:0019264	glycine biosynthetic process from serine	9939
GO:0051173	obsolete positive regulation of nitrogen compound metabolic process	9904
GO:1901135	carbohydrate derivative metabolic process	9885
GO:0031325	positive regulation of cellular metabolic process	9879
GO:0009416	response to light stimulus	9864
GO:0021700	developmental maturation	9850
GO:0006534	cysteine metabolic process	9849
GO:0071695	anatomical structure maturation	9849
GO:0002252	immune effector process	9826
GO:0051607	defense response to virus	9821
GO:0000018	regulation of DNA recombination	9813
GO:2000765	regulation of cytoplasmic translation	9789
GO:0009124	nucleoside monophosphate biosynthetic process	9788
GO:0006535	cysteine biosynthetic process from serine	9760
GO:0048518	positive regulation of biological process	9758
GO:0009259	ribonucleotide metabolic process	9752
GO:0019693	ribose phosphate metabolic process	9752
GO:0090522	vesicle tethering involved in exocytosis	9728
GO:0099022	vesicle tethering	9728
GO:0006627	protein processing involved in protein targeting to mitochondrion	9717
GO:0006855	xenobiotic transmembrane transport	9709
GO:0090481	pyrimidine nucleotide-sugar transmembrane transport	9705
GO:0009267	cellular response to starvation	9705
GO:0009407	toxin catabolic process	9698
GO:0003006	developmental process involved in reproduction	9684
GO:0000972	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery	9682
GO:0048508	embryonic meristem development	9679
GO:0048608	reproductive structure development	9679
GO:0061458	reproductive system development	9679
GO:0034982	mitochondrial protein processing	9666
GO:0070198	protein localization to chromosome, telomeric region	9654
GO:0070199	establishment of protein localization to chromosome	9654
GO:0070200	establishment of protein localization to telomere	9654
GO:0070202	regulation of establishment of protein localization to chromosome	9654
GO:0070203	regulation of establishment of protein localization to telomere	9654
GO:1904814	regulation of protein localization to chromosome, telomeric region	9654
GO:1904816	positive regulation of protein localization to chromosome, telomeric region	9654
GO:1904851	positive regulation of establishment of protein localization to telomere	9654
GO:0017182	obsolete peptidyl-diphthamide metabolic process	9649
GO:0017183	protein histidyl modification to diphthamide	9649
GO:1900247	regulation of cytoplasmic translational elongation	9649
GO:0032781	positive regulation of ATP-dependent activity	9643
GO:1901137	carbohydrate derivative biosynthetic process	9642
GO:0010039	response to iron ion	9637
GO:0031537	regulation of anthocyanin metabolic process	9634
GO:1901293	nucleoside phosphate biosynthetic process	9619
GO:0009165	nucleotide biosynthetic process	9616
GO:0006721	terpenoid metabolic process	9592
GO:1901570	fatty acid derivative biosynthetic process	9592
GO:0048509	regulation of meristem development	9581
GO:0051239	regulation of multicellular organismal process	9571
GO:0006825	copper ion transport	9566
GO:0048507	meristem development	9553
GO:2000377	regulation of reactive oxygen species metabolic process	9552
GO:0045764	positive regulation of amino acid metabolic process	9546
GO:0090358	positive regulation of tryptophan metabolic process	9546
GO:0006661	phosphatidylinositol biosynthetic process	9526
GO:0006714	sesquiterpenoid metabolic process	9445
GO:0016106	sesquiterpenoid biosynthetic process	9444
GO:1901136	carbohydrate derivative catabolic process	9443
GO:0046488	phosphatidylinositol metabolic process	9433
GO:0051604	protein maturation	9421
GO:0009156	ribonucleoside monophosphate biosynthetic process	9404
GO:0009161	ribonucleoside monophosphate metabolic process	9404
GO:0072594	establishment of protein localization to organelle	9392
GO:0032447	protein urmylation	9380
GO:0071554	cell wall organization or biogenesis	9378
GO:0009123	nucleoside monophosphate metabolic process	9377
GO:0033240	positive regulation of amine metabolic process	9375
GO:0090357	regulation of tryptophan metabolic process	9375
GO:0051223	regulation of protein transport	9373
GO:0090087	regulation of peptide transport	9373
GO:0042594	response to starvation	9373
GO:0015748	organophosphate ester transport	9372
GO:2000030	regulation of response to red or far red light	9372
GO:0016114	terpenoid biosynthetic process	9358
GO:0031048	regulatory ncRNA-mediated heterochromatin formation	9341
GO:0010187	negative regulation of seed germination	9335
GO:0042182	ketone catabolic process	9328
GO:0030388	fructose 1,6-bisphosphate metabolic process	9308
GO:0043547	positive regulation of GTPase activity	9290
GO:2001233	regulation of apoptotic signaling pathway	9288
GO:0043462	regulation of ATP-dependent activity	9285
GO:0016036	cellular response to phosphate starvation	9274
GO:0043173	nucleotide salvage	9249
GO:0019499	cyanide metabolic process	9246
GO:0032351	negative regulation of hormone metabolic process	9245
GO:0032353	negative regulation of hormone biosynthetic process	9245
GO:0032922	circadian regulation of gene expression	9212
GO:0043087	regulation of GTPase activity	9212
GO:0002183	cytoplasmic translational initiation	9207
GO:0006089	lactate metabolic process	9205
GO:0009438	methylglyoxal metabolic process	9205
GO:0008361	regulation of cell size	9193
GO:0034314	Arp2/3 complex-mediated actin nucleation	9179
GO:0006862	nucleotide transport	9177
GO:0061727	methylglyoxal catabolic process to lactate	9175
GO:0051596	methylglyoxal catabolic process	9175
GO:0051391	tRNA acetylation	9157
GO:1990884	RNA acetylation	9157
GO:0008655	pyrimidine-containing compound salvage	9152
GO:0010138	pyrimidine ribonucleotide salvage	9152
GO:0032262	pyrimidine nucleotide salvage	9152
GO:0044206	UMP salvage	9152
GO:0008612	peptidyl-lysine modification to peptidyl-hypusine	9138
GO:0006223	uracil salvage	9129
GO:0019860	uracil metabolic process	9129
GO:0043100	pyrimidine nucleobase salvage	9129
GO:0046107	uracil biosynthetic process	9129
GO:0044703	multi-organism reproductive process	9100
GO:0019953	sexual reproduction	9100
GO:0007623	circadian rhythm	9086
GO:2000026	regulation of multicellular organismal development	9080
GO:0019748	secondary metabolic process	9063
GO:0009698	phenylpropanoid metabolic process	9059
GO:0097190	apoptotic signaling pathway	9032
GO:0050793	regulation of developmental process	9031
GO:0006549	isoleucine metabolic process	9011
GO:0009097	isoleucine biosynthetic process	9011
GO:0009396	folic acid-containing compound biosynthetic process	8941
GO:0048589	developmental growth	8936
GO:0043132	NAD transport	8925
GO:0045017	glycerolipid biosynthetic process	8901
GO:0097193	intrinsic apoptotic signaling pathway	8900
GO:0008299	isoprenoid biosynthetic process	8887
GO:0046474	glycerophospholipid biosynthetic process	8886
GO:0043446	cellular alkane metabolic process	8884
GO:0043447	alkane biosynthetic process	8866
GO:0010223	secondary shoot formation	8854
GO:0010346	shoot axis formation	8854
GO:0009636	response to toxic substance	8820
GO:0016043	cellular component organization	8819
GO:0006644	phospholipid metabolic process	8813
GO:0008654	phospholipid biosynthetic process	8808
GO:0048193	Golgi vesicle transport	8788
GO:0055114	obsolete oxidation-reduction process	8781
GO:0045859	regulation of protein kinase activity	8756
GO:0009606	tropism	8744
GO:0042278	purine nucleoside metabolic process	8729
GO:0071555	cell wall organization	8722
GO:0045229	external encapsulating structure organization	8714
GO:0006313	DNA transposition	8699
GO:0015718	monocarboxylic acid transport	8695
GO:0006432	phenylalanyl-tRNA aminoacylation	8684
GO:0009116	nucleoside metabolic process	8675
GO:0009119	ribonucleoside metabolic process	8669
GO:0046128	purine ribonucleoside metabolic process	8669
GO:0017148	negative regulation of translation	8646
GO:0009736	cytokinin-activated signaling pathway	8630
GO:0009735	response to cytokinin	8630
GO:0071368	cellular response to cytokinin stimulus	8630
GO:0000959	mitochondrial RNA metabolic process	8624
GO:0043434	response to peptide hormone	8611
GO:0002229	defense response to oomycetes	8586
GO:0002239	response to oomycetes	8586
GO:0009860	pollen tube growth	8569
GO:1901068	guanosine-containing compound metabolic process	8502
GO:1901336	lactone biosynthetic process	8486
GO:0006658	phosphatidylserine metabolic process	8477
GO:0006659	phosphatidylserine biosynthetic process	8477
GO:0009070	serine family amino acid biosynthetic process	8468
GO:0035821	modulation of process of another organism	8463
GO:0002182	cytoplasmic translational elongation	8450
GO:0010557	positive regulation of macromolecule biosynthetic process	8447
GO:0010821	regulation of mitochondrion organization	8428
GO:0005996	monosaccharide metabolic process	8426
GO:0006750	glutathione biosynthetic process	8398
GO:0097503	sialylation	8388
GO:0062014	negative regulation of small molecule metabolic process	8387
GO:1903313	positive regulation of mRNA metabolic process	8374
GO:0043487	regulation of RNA stability	8373
GO:0043488	regulation of mRNA stability	8372
GO:0046185	aldehyde catabolic process	8370
GO:0050779	RNA destabilization	8370
GO:0061157	mRNA destabilization	8370
GO:0061014	positive regulation of mRNA catabolic process	8370
GO:1904276	regulation of wax biosynthetic process	8365
GO:1904278	positive regulation of wax biosynthetic process	8365
GO:0006563	L-serine metabolic process	8364
GO:2000034	regulation of seed maturation	8343
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	8327
GO:0007420	brain development	8316
GO:0060322	head development	8316
GO:0006646	phosphatidylethanolamine biosynthetic process	8298
GO:0046337	phosphatidylethanolamine metabolic process	8298
GO:0072344	rescue of stalled ribosome	8293
GO:0042559	pteridine-containing compound biosynthetic process	8276
