Category	Gene	Transcript	Gene Category	Transcript Size	Transcript Category	Transcript Rfam family	Transcript GO	Gene GO	GO (Guilt by association)
Accessory	OG1521110	TUC717_k25_TRINITY_DN7931_c0_g1_i12	lncRNA	836.0	lncRNA				GO:0019684,GO:0009416,GO:0007166,GO:0009314,GO:0015979,GO:0009687,GO:0042439,GO:0043288,GO:0070291,GO:0009765,GO:0016106,GO:0050779,GO:0061157,GO:0015977,GO:1902644,GO:0050896,GO:0061014,GO:0031331,GO:0006714,GO:0009267,GO:0006952,GO:0009411,GO:0007165,GO:0009896,GO:0006099,GO:1903313,GO:0009650,GO:0009768,GO:0052863,GO:0052865,GO:0006563,GO:0016036,GO:0051443,GO:0023052,GO:0009304,GO:0009688,GO:0010115,GO:0010116,GO:0042148,GO:0042797,GO:0043289,GO:1901998,GO:1902645,GO:1902930,GO:1902932,GO:1905613,GO:1905615,GO:0009070,GO:0034502,GO:0048639,GO:0007154,GO:0009767,GO:0018205,GO:0010114,GO:0031398,GO:0051438,GO:0045116,GO:0097428,GO:0006091,GO:0051716,GO:0019722,GO:0019932,GO:0010638,GO:0031396,GO:0031329,GO:0051173,GO:0043488,GO:0019725,GO:0042594,GO:0009639,GO:1903322,GO:0031325,GO:0006545,GO:0010223,GO:0010304,GO:0010346,GO:0019264,GO:0031297,GO:0080186,GO:0006290,GO:1903320,GO:0017148,GO:0043487,GO:0051094,GO:0048518,GO:0034314,GO:0000288,GO:0006479,GO:0008213
Accessory	OG1525610	KQB09-20620_k25_TRINITY_DN3368_c2_g1_i1	lncRNA	650.0	lncRNA				GO:0030148,GO:0035966,GO:0035967,GO:0010231,GO:0090153,GO:0090155,GO:0097437,GO:1900060,GO:2000303,GO:0005978,GO:0005977,GO:0006112,GO:0070370,GO:1905038,GO:0061077,GO:0010569,GO:0051055,GO:2000779,GO:0006289,GO:0006666,GO:0010028,GO:0051788,GO:0071218,GO:0090110,GO:0006665,GO:0000491,GO:0000492,GO:0009098,GO:0016122,GO:0035459,GO:0045833,GO:0071569
Accessory	OG1525610	QN05-1743_k25_TRINITY_DN15744_c0_g1_i9	lncRNA	620.0	lncRNA				GO:0030148,GO:0035966,GO:0035967,GO:0010231,GO:0090153,GO:0090155,GO:0097437,GO:1900060,GO:2000303,GO:0005978,GO:0005977,GO:0006112,GO:0070370,GO:1905038,GO:0061077,GO:0010569,GO:0051055,GO:2000779,GO:0006289,GO:0006666,GO:0010028,GO:0051788,GO:0071218,GO:0090110,GO:0006665,GO:0000491,GO:0000492,GO:0009098,GO:0016122,GO:0035459,GO:0045833,GO:0071569
Accessory	OG1525610	QN05-1743_k31_TRINITY_DN9601_c1_g2_i2	lncRNA	572.0	lncRNA				GO:0030148,GO:0035966,GO:0035967,GO:0010231,GO:0090153,GO:0090155,GO:0097437,GO:1900060,GO:2000303,GO:0005978,GO:0005977,GO:0006112,GO:0070370,GO:1905038,GO:0061077,GO:0010569,GO:0051055,GO:2000779,GO:0006289,GO:0006666,GO:0010028,GO:0051788,GO:0071218,GO:0090110,GO:0006665,GO:0000491,GO:0000492,GO:0009098,GO:0016122,GO:0035459,GO:0045833,GO:0071569
Accessory	OG1538130	GT96-167_k25_TRINITY_DN12382_c0_g1_i2	lncRNA	648.0	lncRNA				GO:0009648,GO:0016051,GO:0032922,GO:0019499,GO:0000911,GO:0006874,GO:0055074,GO:0140014,GO:0048285,GO:0051560,GO:0019252,GO:0048573,GO:0000280,GO:0090567,GO:0000278,GO:0090307,GO:0005982,GO:0000045,GO:1905037,GO:0030003,GO:0010597,GO:0019372,GO:0043153,GO:0097359,GO:0072503,GO:0006457,GO:0070925,GO:0009908,GO:0006873,GO:0006875,GO:0050801,GO:0006952,GO:0010228,GO:0015893,GO:0034637,GO:0009645,GO:0009649,GO:0000271,GO:0022402,GO:0048571,GO:0048574,GO:0000910,GO:0007052,GO:1902850,GO:1903047,GO:0070588,GO:0005986,GO:0046618,GO:1990961,GO:0000422,GO:0061726,GO:0009314,GO:0006816,GO:0048437,GO:0009312,GO:0003006,GO:0009250,GO:0018198,GO:0042752,GO:0055081,GO:0090169,GO:1901673,GO:0048608,GO:0061458,GO:0006914,GO:0061919,GO:0016236,GO:0080188,GO:0140458,GO:0033692,GO:0007049,GO:0055082,GO:0048367,GO:0006346,GO:0006635,GO:0000423,GO:0001709,GO:0009745,GO:0009859,GO:0010458,GO:0010483,GO:0015801,GO:0016237,GO:0017003,GO:0017006,GO:0018119,GO:0018196,GO:0018279,GO:0030836,GO:0032241,GO:0034727,GO:0035606,GO:0042550,GO:0042776,GO:0045071,GO:0046824,GO:0046833,GO:0048525,GO:0051402,GO:0055089,GO:0055090,GO:0055091,GO:0061912,GO:0070328,GO:0070935,GO:0070997,GO:0071324,GO:0071329,GO:0071486,GO:0071786,GO:0080086,GO:0080144,GO:0080175,GO:0080187,GO:0089709,GO:0089718,GO:0140021,GO:1901679,GO:1901881,GO:1902075,GO:1903810,GO:1903901,GO:1903935,GO:1903936,GO:1905933,GO:1990544,GO:0009416
Accessory	OG1538130	KQ08-2850_k31_TRINITY_DN13528_c0_g1_i8	lncRNA	744.0	lncRNA				GO:0009648,GO:0016051,GO:0032922,GO:0019499,GO:0000911,GO:0006874,GO:0055074,GO:0140014,GO:0048285,GO:0051560,GO:0019252,GO:0048573,GO:0000280,GO:0090567,GO:0000278,GO:0090307,GO:0005982,GO:0000045,GO:1905037,GO:0030003,GO:0010597,GO:0019372,GO:0043153,GO:0097359,GO:0072503,GO:0006457,GO:0070925,GO:0009908,GO:0006873,GO:0006875,GO:0050801,GO:0006952,GO:0010228,GO:0015893,GO:0034637,GO:0009645,GO:0009649,GO:0000271,GO:0022402,GO:0048571,GO:0048574,GO:0000910,GO:0007052,GO:1902850,GO:1903047,GO:0070588,GO:0005986,GO:0046618,GO:1990961,GO:0000422,GO:0061726,GO:0009314,GO:0006816,GO:0048437,GO:0009312,GO:0003006,GO:0009250,GO:0018198,GO:0042752,GO:0055081,GO:0090169,GO:1901673,GO:0048608,GO:0061458,GO:0006914,GO:0061919,GO:0016236,GO:0080188,GO:0140458,GO:0033692,GO:0007049,GO:0055082,GO:0048367,GO:0006346,GO:0006635,GO:0000423,GO:0001709,GO:0009745,GO:0009859,GO:0010458,GO:0010483,GO:0015801,GO:0016237,GO:0017003,GO:0017006,GO:0018119,GO:0018196,GO:0018279,GO:0030836,GO:0032241,GO:0034727,GO:0035606,GO:0042550,GO:0042776,GO:0045071,GO:0046824,GO:0046833,GO:0048525,GO:0051402,GO:0055089,GO:0055090,GO:0055091,GO:0061912,GO:0070328,GO:0070935,GO:0070997,GO:0071324,GO:0071329,GO:0071486,GO:0071786,GO:0080086,GO:0080144,GO:0080175,GO:0080187,GO:0089709,GO:0089718,GO:0140021,GO:1901679,GO:1901881,GO:1902075,GO:1903810,GO:1903901,GO:1903935,GO:1903936,GO:1905933,GO:1990544,GO:0009416
Accessory	OG1538130	KQB08-32953_k25_TRINITY_DN3958_c0_g1_i2	lncRNA	674.0	lncRNA				GO:0009648,GO:0016051,GO:0032922,GO:0019499,GO:0000911,GO:0006874,GO:0055074,GO:0140014,GO:0048285,GO:0051560,GO:0019252,GO:0048573,GO:0000280,GO:0090567,GO:0000278,GO:0090307,GO:0005982,GO:0000045,GO:1905037,GO:0030003,GO:0010597,GO:0019372,GO:0043153,GO:0097359,GO:0072503,GO:0006457,GO:0070925,GO:0009908,GO:0006873,GO:0006875,GO:0050801,GO:0006952,GO:0010228,GO:0015893,GO:0034637,GO:0009645,GO:0009649,GO:0000271,GO:0022402,GO:0048571,GO:0048574,GO:0000910,GO:0007052,GO:1902850,GO:1903047,GO:0070588,GO:0005986,GO:0046618,GO:1990961,GO:0000422,GO:0061726,GO:0009314,GO:0006816,GO:0048437,GO:0009312,GO:0003006,GO:0009250,GO:0018198,GO:0042752,GO:0055081,GO:0090169,GO:1901673,GO:0048608,GO:0061458,GO:0006914,GO:0061919,GO:0016236,GO:0080188,GO:0140458,GO:0033692,GO:0007049,GO:0055082,GO:0048367,GO:0006346,GO:0006635,GO:0000423,GO:0001709,GO:0009745,GO:0009859,GO:0010458,GO:0010483,GO:0015801,GO:0016237,GO:0017003,GO:0017006,GO:0018119,GO:0018196,GO:0018279,GO:0030836,GO:0032241,GO:0034727,GO:0035606,GO:0042550,GO:0042776,GO:0045071,GO:0046824,GO:0046833,GO:0048525,GO:0051402,GO:0055089,GO:0055090,GO:0055091,GO:0061912,GO:0070328,GO:0070935,GO:0070997,GO:0071324,GO:0071329,GO:0071486,GO:0071786,GO:0080086,GO:0080144,GO:0080175,GO:0080187,GO:0089709,GO:0089718,GO:0140021,GO:1901679,GO:1901881,GO:1902075,GO:1903810,GO:1903901,GO:1903935,GO:1903936,GO:1905933,GO:1990544,GO:0009416
Accessory	OG1538130	KQB08-32953_k25_TRINITY_DN3958_c0_g1_i3	lncRNA	630.0	lncRNA				GO:0009648,GO:0016051,GO:0032922,GO:0019499,GO:0000911,GO:0006874,GO:0055074,GO:0140014,GO:0048285,GO:0051560,GO:0019252,GO:0048573,GO:0000280,GO:0090567,GO:0000278,GO:0090307,GO:0005982,GO:0000045,GO:1905037,GO:0030003,GO:0010597,GO:0019372,GO:0043153,GO:0097359,GO:0072503,GO:0006457,GO:0070925,GO:0009908,GO:0006873,GO:0006875,GO:0050801,GO:0006952,GO:0010228,GO:0015893,GO:0034637,GO:0009645,GO:0009649,GO:0000271,GO:0022402,GO:0048571,GO:0048574,GO:0000910,GO:0007052,GO:1902850,GO:1903047,GO:0070588,GO:0005986,GO:0046618,GO:1990961,GO:0000422,GO:0061726,GO:0009314,GO:0006816,GO:0048437,GO:0009312,GO:0003006,GO:0009250,GO:0018198,GO:0042752,GO:0055081,GO:0090169,GO:1901673,GO:0048608,GO:0061458,GO:0006914,GO:0061919,GO:0016236,GO:0080188,GO:0140458,GO:0033692,GO:0007049,GO:0055082,GO:0048367,GO:0006346,GO:0006635,GO:0000423,GO:0001709,GO:0009745,GO:0009859,GO:0010458,GO:0010483,GO:0015801,GO:0016237,GO:0017003,GO:0017006,GO:0018119,GO:0018196,GO:0018279,GO:0030836,GO:0032241,GO:0034727,GO:0035606,GO:0042550,GO:0042776,GO:0045071,GO:0046824,GO:0046833,GO:0048525,GO:0051402,GO:0055089,GO:0055090,GO:0055091,GO:0061912,GO:0070328,GO:0070935,GO:0070997,GO:0071324,GO:0071329,GO:0071486,GO:0071786,GO:0080086,GO:0080144,GO:0080175,GO:0080187,GO:0089709,GO:0089718,GO:0140021,GO:1901679,GO:1901881,GO:1902075,GO:1903810,GO:1903901,GO:1903935,GO:1903936,GO:1905933,GO:1990544,GO:0009416
Accessory	OG1538130	QBYN04-26041_k25_TRINITY_DN11107_c0_g1_i2	lncRNA	647.0	lncRNA				GO:0009648,GO:0016051,GO:0032922,GO:0019499,GO:0000911,GO:0006874,GO:0055074,GO:0140014,GO:0048285,GO:0051560,GO:0019252,GO:0048573,GO:0000280,GO:0090567,GO:0000278,GO:0090307,GO:0005982,GO:0000045,GO:1905037,GO:0030003,GO:0010597,GO:0019372,GO:0043153,GO:0097359,GO:0072503,GO:0006457,GO:0070925,GO:0009908,GO:0006873,GO:0006875,GO:0050801,GO:0006952,GO:0010228,GO:0015893,GO:0034637,GO:0009645,GO:0009649,GO:0000271,GO:0022402,GO:0048571,GO:0048574,GO:0000910,GO:0007052,GO:1902850,GO:1903047,GO:0070588,GO:0005986,GO:0046618,GO:1990961,GO:0000422,GO:0061726,GO:0009314,GO:0006816,GO:0048437,GO:0009312,GO:0003006,GO:0009250,GO:0018198,GO:0042752,GO:0055081,GO:0090169,GO:1901673,GO:0048608,GO:0061458,GO:0006914,GO:0061919,GO:0016236,GO:0080188,GO:0140458,GO:0033692,GO:0007049,GO:0055082,GO:0048367,GO:0006346,GO:0006635,GO:0000423,GO:0001709,GO:0009745,GO:0009859,GO:0010458,GO:0010483,GO:0015801,GO:0016237,GO:0017003,GO:0017006,GO:0018119,GO:0018196,GO:0018279,GO:0030836,GO:0032241,GO:0034727,GO:0035606,GO:0042550,GO:0042776,GO:0045071,GO:0046824,GO:0046833,GO:0048525,GO:0051402,GO:0055089,GO:0055090,GO:0055091,GO:0061912,GO:0070328,GO:0070935,GO:0070997,GO:0071324,GO:0071329,GO:0071486,GO:0071786,GO:0080086,GO:0080144,GO:0080175,GO:0080187,GO:0089709,GO:0089718,GO:0140021,GO:1901679,GO:1901881,GO:1902075,GO:1903810,GO:1903901,GO:1903935,GO:1903936,GO:1905933,GO:1990544,GO:0009416
Accessory	OG1538394	LCP85-384_k31_TRINITY_DN5025_c1_g1_i4	lncRNA	553.0	lncRNA				GO:0009648,GO:0016051,GO:0032922,GO:0019499,GO:0000911,GO:0006874,GO:0055074,GO:0140014,GO:0048285,GO:0051560,GO:0019252,GO:0048573,GO:0000280,GO:0090567,GO:0000278,GO:0090307,GO:0005982,GO:0000045,GO:1905037,GO:0030003,GO:0010597,GO:0019372,GO:0043153,GO:0097359,GO:0072503,GO:0006457,GO:0070925,GO:0009908,GO:0006873,GO:0006875,GO:0050801,GO:0006952,GO:0010228,GO:0015893,GO:0034637,GO:0009645,GO:0009649,GO:0000271,GO:0022402,GO:0048571,GO:0048574,GO:0000910,GO:0007052,GO:1902850,GO:1903047,GO:0070588,GO:0005986,GO:0046618,GO:1990961,GO:0000422,GO:0061726,GO:0009314,GO:0006816,GO:0048437,GO:0009312,GO:0003006,GO:0009250,GO:0018198,GO:0042752,GO:0055081,GO:0090169,GO:1901673,GO:0048608,GO:0061458,GO:0006914,GO:0061919,GO:0016236,GO:0080188,GO:0140458,GO:0033692,GO:0007049,GO:0055082,GO:0048367,GO:0006346,GO:0006635,GO:0000423,GO:0001709,GO:0009745,GO:0009859,GO:0010458,GO:0010483,GO:0015801,GO:0016237,GO:0017003,GO:0017006,GO:0018119,GO:0018196,GO:0018279,GO:0030836,GO:0032241,GO:0034727,GO:0035606,GO:0042550,GO:0042776,GO:0045071,GO:0046824,GO:0046833,GO:0048525,GO:0051402,GO:0055089,GO:0055090,GO:0055091,GO:0061912,GO:0070328,GO:0070935,GO:0070997,GO:0071324,GO:0071329,GO:0071486,GO:0071786,GO:0080086,GO:0080144,GO:0080175,GO:0080187,GO:0089709,GO:0089718,GO:0140021,GO:1901679,GO:1901881,GO:1902075,GO:1903810,GO:1903901,GO:1903935,GO:1903936,GO:1905933,GO:1990544,GO:0009416
Accessory	OG1538394	QBYN04-26041_k31_TRINITY_DN1473_c0_g1_i11	lncRNA	633.0	lncRNA				GO:0009648,GO:0016051,GO:0032922,GO:0019499,GO:0000911,GO:0006874,GO:0055074,GO:0140014,GO:0048285,GO:0051560,GO:0019252,GO:0048573,GO:0000280,GO:0090567,GO:0000278,GO:0090307,GO:0005982,GO:0000045,GO:1905037,GO:0030003,GO:0010597,GO:0019372,GO:0043153,GO:0097359,GO:0072503,GO:0006457,GO:0070925,GO:0009908,GO:0006873,GO:0006875,GO:0050801,GO:0006952,GO:0010228,GO:0015893,GO:0034637,GO:0009645,GO:0009649,GO:0000271,GO:0022402,GO:0048571,GO:0048574,GO:0000910,GO:0007052,GO:1902850,GO:1903047,GO:0070588,GO:0005986,GO:0046618,GO:1990961,GO:0000422,GO:0061726,GO:0009314,GO:0006816,GO:0048437,GO:0009312,GO:0003006,GO:0009250,GO:0018198,GO:0042752,GO:0055081,GO:0090169,GO:1901673,GO:0048608,GO:0061458,GO:0006914,GO:0061919,GO:0016236,GO:0080188,GO:0140458,GO:0033692,GO:0007049,GO:0055082,GO:0048367,GO:0006346,GO:0006635,GO:0000423,GO:0001709,GO:0009745,GO:0009859,GO:0010458,GO:0010483,GO:0015801,GO:0016237,GO:0017003,GO:0017006,GO:0018119,GO:0018196,GO:0018279,GO:0030836,GO:0032241,GO:0034727,GO:0035606,GO:0042550,GO:0042776,GO:0045071,GO:0046824,GO:0046833,GO:0048525,GO:0051402,GO:0055089,GO:0055090,GO:0055091,GO:0061912,GO:0070328,GO:0070935,GO:0070997,GO:0071324,GO:0071329,GO:0071486,GO:0071786,GO:0080086,GO:0080144,GO:0080175,GO:0080187,GO:0089709,GO:0089718,GO:0140021,GO:1901679,GO:1901881,GO:1902075,GO:1903810,GO:1903901,GO:1903935,GO:1903936,GO:1905933,GO:1990544,GO:0009416
Exclusive	OG1538681	US851008_k31_TRINITY_DN13191_c0_g1_i5	lncRNA	610.0	lncRNA				GO:0006722,GO:0016104,GO:0032456,GO:0006272,GO:0006287,GO:0006297,GO:0045004,GO:0006164,GO:0006271,GO:0022616,GO:0072522,GO:0030029,GO:0007032,GO:0042256,GO:0009152,GO:0032200,GO:0016482,GO:0045022,GO:0098927,GO:0051301,GO:0000481,GO:0006528,GO:0006529,GO:0030050,GO:0031440,GO:0032205,GO:0032211,GO:0051014,GO:0051030,GO:0051972,GO:0051974,GO:0097061,GO:0097064,GO:0099515,GO:0099518,GO:0106027,GO:1904357,GO:2000279,GO:0009201,GO:0009145,GO:0009206,GO:0009260,GO:0006598,GO:0070536,GO:1904356,GO:2000278,GO:0046390,GO:0009142,GO:0019184,GO:0032392,GO:0032508,GO:0006750,GO:0000244,GO:0009310,GO:0042402,GO:0048268,GO:0043647,GO:0009411,GO:0009615,GO:0046174,GO:0000723,GO:0032204,GO:0006828,GO:0071421,GO:0098876,GO:0034660,GO:0051261,GO:0006399,GO:0030048
Accessory	OG1542165	LCP85-384_k25_TRINITY_DN28252_c0_g2_i2	lncRNA	2228.0	lncRNA				GO:0006543,GO:0045840,GO:0045842,GO:0051785,GO:0051984,GO:0062033,GO:1901970,GO:1902101,GO:1905820,GO:0009065,GO:0015800,GO:0015804,GO:0048235,GO:0090068,GO:1901989,GO:1901992,GO:0000266,GO:0045931,GO:1900426,GO:0009064,GO:0000737,GO:0006000,GO:0009903,GO:0032875,GO:0055046,GO:0051301,GO:0009157,GO:0009162,GO:0006003,GO:0006537,GO:0009904,GO:0016255,GO:0006094,GO:0019319,GO:0030968,GO:2000012,GO:2001252
Accessory	OG1542165	LCP85-384_k31_TRINITY_DN54865_c0_g2_i8	lncRNA	2261.0	lncRNA				GO:0006543,GO:0045840,GO:0045842,GO:0051785,GO:0051984,GO:0062033,GO:1901970,GO:1902101,GO:1905820,GO:0009065,GO:0015800,GO:0015804,GO:0048235,GO:0090068,GO:1901989,GO:1901992,GO:0000266,GO:0045931,GO:1900426,GO:0009064,GO:0000737,GO:0006000,GO:0009903,GO:0032875,GO:0055046,GO:0051301,GO:0009157,GO:0009162,GO:0006003,GO:0006537,GO:0009904,GO:0016255,GO:0006094,GO:0019319,GO:0030968,GO:2000012,GO:2001252
Accessory	OG1542165	MT11-610_k31_TRINITY_DN11246_c0_g2_i2	lncRNA	2661.0	lncRNA				GO:0006543,GO:0045840,GO:0045842,GO:0051785,GO:0051984,GO:0062033,GO:1901970,GO:1902101,GO:1905820,GO:0009065,GO:0015800,GO:0015804,GO:0048235,GO:0090068,GO:1901989,GO:1901992,GO:0000266,GO:0045931,GO:1900426,GO:0009064,GO:0000737,GO:0006000,GO:0009903,GO:0032875,GO:0055046,GO:0051301,GO:0009157,GO:0009162,GO:0006003,GO:0006537,GO:0009904,GO:0016255,GO:0006094,GO:0019319,GO:0030968,GO:2000012,GO:2001252
Exclusive	OG154357	KQ08-2850_k31_TRINITY_DN8832_c0_g3_i8	lncRNA	692.0	lncRNA				GO:0019684,GO:0009416,GO:0007166,GO:0009314,GO:0015979,GO:0009687,GO:0042439,GO:0043288,GO:0070291,GO:0009765,GO:0016106,GO:0050779,GO:0061157,GO:0015977,GO:1902644,GO:0050896,GO:0061014,GO:0031331,GO:0006714,GO:0009267,GO:0006952,GO:0009411,GO:0007165,GO:0009896,GO:0006099,GO:1903313,GO:0009650,GO:0009768,GO:0052863,GO:0052865,GO:0006563,GO:0016036,GO:0051443,GO:0023052,GO:0009304,GO:0009688,GO:0010115,GO:0010116,GO:0042148,GO:0042797,GO:0043289,GO:1901998,GO:1902645,GO:1902930,GO:1902932,GO:1905613,GO:1905615,GO:0009070,GO:0034502,GO:0048639,GO:0007154,GO:0009767,GO:0018205,GO:0010114,GO:0031398,GO:0051438,GO:0045116,GO:0097428,GO:0006091,GO:0051716,GO:0019722,GO:0019932,GO:0010638,GO:0031396,GO:0031329,GO:0051173,GO:0043488,GO:0019725,GO:0042594,GO:0009639,GO:1903322,GO:0031325,GO:0006545,GO:0010223,GO:0010304,GO:0010346,GO:0019264,GO:0031297,GO:0080186,GO:0006290,GO:1903320,GO:0017148,GO:0043487,GO:0051094,GO:0048518,GO:0034314,GO:0000288,GO:0006479,GO:0008213
Exclusive	OG1546360	QN05-803_k25_TRINITY_DN34702_c0_g1_i8	lncRNA	1069.0	lncRNA				GO:0046488,GO:0006661,GO:0006505,GO:0006506,GO:0006650,GO:0006497,GO:0042158,GO:0046474,GO:0042157,GO:0009247,GO:0051301,GO:0009409,GO:0046486,GO:0019637,GO:0002764,GO:0006275,GO:0009651,GO:0045017,GO:0016255,GO:0006664,GO:1903509,GO:0046467,GO:0006644,GO:0006099,GO:0009119,GO:0046128,GO:0031167,GO:0042278,GO:0008156,GO:0046688,GO:2000104,GO:0044265,GO:0006183,GO:0006228,GO:0046039,GO:0046051,GO:0090407,GO:0009057,GO:1901575,GO:0009415,GO:0006970,GO:0022412,GO:1901068,GO:1903320,GO:0010035,GO:0008654,GO:0009056,GO:0009628,GO:0002221,GO:0045931,GO:0060260,GO:0060261,GO:2000144,GO:0007276,GO:0048232,GO:0090329,GO:0030163,GO:0009116,GO:0006090,GO:0000154,GO:0051603,GO:0009132,GO:0071472,GO:0006511,GO:0071407,GO:0006165,GO:0046939,GO:0048584,GO:0009163,GO:0042451,GO:0042455,GO:0046129,GO:0044257,GO:0009150,GO:0009098,GO:0016540,GO:0032875,GO:0070417,GO:0009414,GO:0035966,GO:0035967,GO:0071470,GO:0072598,GO:0009266,GO:0030258,GO:0019941,GO:0043632,GO:0044283,GO:0048583,GO:0006189,GO:0007049,GO:0005992,GO:0051649,GO:0046907,GO:0006643,GO:0006163,GO:0006121,GO:0031537,GO:0046283,GO:2000142,GO:0005991,GO:0009812,GO:0006260,GO:0072521,GO:1901565,GO:1901070,GO:0071214,GO:0104004,GO:0009152,GO:0006424,GO:0051084,GO:0051085,GO:0060919,GO:0071248,GO:0080162,GO:0008652,GO:1901607,GO:0043401,GO:0071383,GO:0009205,GO:0031349,GO:0034404,GO:0015749,GO:0042742,GO:0051246,GO:0009967,GO:0048545,GO:1901659,GO:0006543,GO:0006592,GO:0006651,GO:0009717,GO:0010216,GO:0010424,GO:0018923,GO:0030518,GO:0030520,GO:0032007,GO:0033143,GO:0033144,GO:0033146,GO:0033147,GO:0033233,GO:0033235,GO:0034086,GO:0034090,GO:0035523,GO:0035871,GO:0042058,GO:0043111,GO:0045742,GO:0045840,GO:0045842,GO:0046250,GO:0046287,GO:0046339,GO:0048478,GO:0048830,GO:0050982,GO:0051457,GO:0051785,GO:0051984,GO:0060250,GO:0062033,GO:0071712,GO:0080178,GO:0090610,GO:1901184,GO:1901186,GO:1901970,GO:1902101,GO:1902446,GO:1902448,GO:1903182,GO:1903755,GO:1904262,GO:1904659,GO:1905820,GO:1990167,GO:1990168,GO:0046854,GO:0070647,GO:0009144
Exclusive	OG1546586	SP80-3280_Mattielo_SP803280_c114091_g1_i4	lncRNA	3173.0	lncRNA				GO:0010048,GO:0006836,GO:0009218,GO:0009220,GO:0061025,GO:0071407,GO:0015713,GO:0042873,GO:0006222,GO:0009173,GO:0009174,GO:0046049,GO:0051570,GO:0016925,GO:0070897,GO:0071577,GO:0015914,GO:0006091,GO:0019432,GO:0006829,GO:0009129,GO:0009130,GO:0009157,GO:0009162,GO:0010584,GO:0031118,GO:0034330,GO:0044205,GO:0048564,GO:0051567,GO:1900055,GO:0006241,GO:0009208,GO:0009209,GO:0035601,GO:0046036,GO:0046460,GO:0046463,GO:0006448,GO:0006743,GO:0006744,GO:0006641,GO:0009147,GO:0009148
Exclusive	OG1547649	GXU-34140_k31_TRINITY_DN113_c0_g1_i13	lncRNA	1954.0	lncRNA				GO:0042550,GO:0009750,GO:0018401,GO:0035494,GO:0090306,GO:0000212,GO:0009052,GO:0015713,GO:0034497,GO:0042873,GO:0044804,GO:0070973,GO:0000055,GO:0000422,GO:0061726,GO:0051656,GO:0022411,GO:0009749,GO:0019511,GO:0051640
Exclusive	OG1550431	GXU-34140_k25_TRINITY_DN7341_c0_g2_i1	lncRNA	1381.0	lncRNA				GO:0019684,GO:0009416,GO:0007166,GO:0009314,GO:0015979,GO:0009687,GO:0042439,GO:0043288,GO:0070291,GO:0009765,GO:0016106,GO:0050779,GO:0061157,GO:0015977,GO:1902644,GO:0050896,GO:0061014,GO:0031331,GO:0006714,GO:0009267,GO:0006952,GO:0009411,GO:0007165,GO:0009896,GO:0006099,GO:1903313,GO:0009650,GO:0009768,GO:0052863,GO:0052865,GO:0006563,GO:0016036,GO:0051443,GO:0023052,GO:0009304,GO:0009688,GO:0010115,GO:0010116,GO:0042148,GO:0042797,GO:0043289,GO:1901998,GO:1902645,GO:1902930,GO:1902932,GO:1905613,GO:1905615,GO:0009070,GO:0034502,GO:0048639,GO:0007154,GO:0009767,GO:0018205,GO:0010114,GO:0031398,GO:0051438,GO:0045116,GO:0097428,GO:0006091,GO:0051716,GO:0019722,GO:0019932,GO:0010638,GO:0031396,GO:0031329,GO:0051173,GO:0043488,GO:0019725,GO:0042594,GO:0009639,GO:1903322,GO:0031325,GO:0006545,GO:0010223,GO:0010304,GO:0010346,GO:0019264,GO:0031297,GO:0080186,GO:0006290,GO:1903320,GO:0017148,GO:0043487,GO:0051094,GO:0048518,GO:0034314,GO:0000288,GO:0006479,GO:0008213
Accessory	OG1556049	GXU-34140_k25_TRINITY_DN15878_c0_g1_i4	lncRNA	889.0	lncRNA				GO:0006722,GO:0016104,GO:0032456,GO:0006272,GO:0006287,GO:0006297,GO:0045004,GO:0006164,GO:0006271,GO:0022616,GO:0072522,GO:0030029,GO:0007032,GO:0042256,GO:0009152,GO:0032200,GO:0016482,GO:0045022,GO:0098927,GO:0051301,GO:0000481,GO:0006528,GO:0006529,GO:0030050,GO:0031440,GO:0032205,GO:0032211,GO:0051014,GO:0051030,GO:0051972,GO:0051974,GO:0097061,GO:0097064,GO:0099515,GO:0099518,GO:0106027,GO:1904357,GO:2000279,GO:0009201,GO:0009145,GO:0009206,GO:0009260,GO:0006598,GO:0070536,GO:1904356,GO:2000278,GO:0046390,GO:0009142,GO:0019184,GO:0032392,GO:0032508,GO:0006750,GO:0000244,GO:0009310,GO:0042402,GO:0048268,GO:0043647,GO:0009411,GO:0009615,GO:0046174,GO:0000723,GO:0032204,GO:0006828,GO:0071421,GO:0098876,GO:0034660,GO:0051261,GO:0006399,GO:0030048
