GO.ID	Name	Frequency
GO:0055067	obsolete monovalent inorganic cation homeostasis	11882
GO:1901701	cellular response to oxygen-containing compound	11765
GO:0043549	regulation of kinase activity	11651
GO:0010467	gene expression	11645
GO:0010563	negative regulation of phosphorus metabolic process	11606
GO:0045936	negative regulation of phosphate metabolic process	11606
GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	11569
GO:0001933	negative regulation of protein phosphorylation	11516
GO:0042326	negative regulation of phosphorylation	11516
GO:0071396	cellular response to lipid	11514
GO:0051348	negative regulation of transferase activity	11502
GO:0006469	negative regulation of protein kinase activity	11502
GO:0033673	negative regulation of kinase activity	11502
GO:0072522	purine-containing compound biosynthetic process	11500
GO:0071901	negative regulation of protein serine/threonine kinase activity	11464
GO:0032456	endocytic recycling	11449
GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	11418
GO:1904030	negative regulation of cyclin-dependent protein kinase activity	11418
GO:0006164	purine nucleotide biosynthetic process	11411
GO:0046112	nucleobase biosynthetic process	11399
GO:0006259	DNA metabolic process	11314
GO:0019438	obsolete aromatic compound biosynthetic process	11234
GO:0043170	macromolecule metabolic process	11227
GO:1901362	obsolete organic cyclic compound biosynthetic process	11204
GO:0009908	flower development	11193
GO:0042325	regulation of phosphorylation	11169
GO:0006364	rRNA processing	11114
GO:0044271	obsolete cellular nitrogen compound biosynthetic process	11102
GO:0032386	regulation of intracellular transport	11092
GO:0016072	rRNA metabolic process	11036
GO:0009411	response to UV	11008
GO:1990937	xylan acetylation	10924
GO:0032879	regulation of localization	10917
GO:0009127	purine nucleoside monophosphate biosynthetic process	10886
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	10886
GO:0009126	purine nucleoside monophosphate metabolic process	10886
GO:0009167	purine ribonucleoside monophosphate metabolic process	10886
GO:0016052	carbohydrate catabolic process	10860
GO:0006310	DNA recombination	10856
GO:0070897	transcription preinitiation complex assembly	10847
GO:1901575	obsolete organic substance catabolic process	10847
GO:0018130	obsolete heterocycle biosynthetic process	10766
GO:0051187	obsolete cofactor catabolic process	10712
GO:0044085	cellular component biogenesis	10710
GO:0006882	intracellular zinc ion homeostasis	10701
GO:0034654	nucleobase-containing compound biosynthetic process	10678
GO:0140029	exocytic process	10666
GO:0070647	protein modification by small protein conjugation or removal	10571
GO:0009658	chloroplast organization	10570
GO:0009685	gibberellin metabolic process	10559
GO:0006406	mRNA export from nucleus	10528
GO:0071427	obsolete mRNA-containing ribonucleoprotein complex export from nucleus	10528
GO:0051052	regulation of DNA metabolic process	10517
GO:0042254	ribosome biogenesis	10508
GO:0009112	nucleobase metabolic process	10496
GO:0009853	photorespiration	10496
GO:0032880	regulation of protein localization	10478
GO:1903829	positive regulation of protein localization	10471
GO:0006188	IMP biosynthetic process	10452
GO:0046040	IMP metabolic process	10452
GO:0070201	regulation of establishment of protein localization	10435
GO:0060341	regulation of cellular localization	10422
GO:0098655	monoatomic cation transmembrane transport	10409
GO:1904951	positive regulation of establishment of protein localization	10404
GO:0006886	intracellular protein transport	10266
GO:0042256	cytosolic ribosome assembly	10239
GO:0022613	ribonucleoprotein complex biogenesis	10221
GO:0051785	positive regulation of nuclear division	10149
GO:0051656	establishment of organelle localization	10093
GO:0043603	amide metabolic process	10089
GO:0071470	cellular response to osmotic stress	10085
GO:0006828	manganese ion transport	10064
GO:0071421	manganese ion transmembrane transport	10064
GO:0072523	purine-containing compound catabolic process	10047
GO:0019988	charged-tRNA amino acid modification	10040
GO:0051648	vesicle localization	10036
GO:0051650	establishment of vesicle localization	10036
GO:0033331	ent-kaurene metabolic process	10028
GO:0010241	ent-kaurene oxidation to kaurenoic acid	10028
GO:0006903	vesicle targeting	10024
GO:0000154	rRNA modification	10001
GO:0006189	'de novo' IMP biosynthetic process	9998
GO:0006508	proteolysis	9968
GO:0015985	energy coupled proton transport, down electrochemical gradient	9914
GO:0015986	proton motive force-driven ATP synthesis	9914
GO:0006754	ATP biosynthetic process	9914
GO:0002181	cytoplasmic translation	9888
GO:0019684	photosynthesis, light reaction	9879
GO:0010073	meristem maintenance	9852
GO:0071941	nitrogen cycle metabolic process	9774
GO:0000096	sulfur amino acid metabolic process	9759
GO:0034470	obsolete ncRNA processing	9756
GO:0009657	plastid organization	9743
GO:0043094	cellular metabolic compound salvage	9724
GO:0009789	positive regulation of abscisic acid-activated signaling pathway	9696
GO:1901421	positive regulation of response to alcohol	9696
GO:1905959	positive regulation of cellular response to alcohol	9696
GO:0010038	response to metal ion	9695
GO:0009893	positive regulation of metabolic process	9695
GO:0035725	sodium ion transmembrane transport	9690
GO:0009313	oligosaccharide catabolic process	9688
GO:0046352	disaccharide catabolic process	9688
GO:0071229	cellular response to acid chemical	9688
GO:0009555	pollen development	9688
GO:0005987	sucrose catabolic process	9679
GO:0016042	lipid catabolic process	9673
GO:0090407	organophosphate biosynthetic process	9665
GO:0033993	response to lipid	9651
GO:0009788	negative regulation of abscisic acid-activated signaling pathway	9640
GO:1901420	negative regulation of response to alcohol	9640
GO:1905958	negative regulation of cellular response to alcohol	9640
GO:0006955	immune response	9624
GO:0045087	innate immune response	9621
GO:0006346	DNA methylation-dependent heterochromatin formation	9616
GO:0080188	gene silencing by siRNA-directed DNA methylation	9595
GO:0006222	UMP biosynthetic process	9584
GO:0009173	pyrimidine ribonucleoside monophosphate metabolic process	9584
GO:0009174	pyrimidine ribonucleoside monophosphate biosynthetic process	9584
GO:0046049	UMP metabolic process	9584
GO:0009129	pyrimidine nucleoside monophosphate metabolic process	9584
GO:0009130	pyrimidine nucleoside monophosphate biosynthetic process	9584
GO:0002376	immune system process	9580
GO:0009095	aromatic amino acid family biosynthetic process, prephenate pathway	9572
GO:0009088	threonine biosynthetic process	9531
GO:0006566	threonine metabolic process	9525
GO:0051254	positive regulation of RNA metabolic process	9515
GO:0051260	protein homooligomerization	9407
GO:0036294	cellular response to decreased oxygen levels	9405
GO:0071453	cellular response to oxygen levels	9405
GO:0071456	cellular response to hypoxia	9405
GO:0006457	protein folding	9387
GO:0016441	post-transcriptional gene silencing	9386
GO:0010604	positive regulation of macromolecule metabolic process	9365
GO:0035194	regulatory ncRNA-mediated post-transcriptional gene silencing	9331
GO:0006722	triterpenoid metabolic process	9317
GO:0016104	triterpenoid biosynthetic process	9317
GO:0061024	membrane organization	9295
GO:0009620	response to fungus	9277
GO:0005985	sucrose metabolic process	9265
GO:0008610	lipid biosynthetic process	9255
GO:0044550	secondary metabolite biosynthetic process	9226
GO:0009311	oligosaccharide metabolic process	9223
GO:1902074	response to salt	9203
GO:0090307	mitotic spindle assembly	9195
GO:0030422	siRNA processing	9193
GO:0002764	immune response-regulating signaling pathway	9184
GO:0019217	regulation of fatty acid metabolic process	9168
GO:0006592	ornithine biosynthetic process	9165
GO:0051668	localization within membrane	9161
GO:0048585	negative regulation of response to stimulus	9134
GO:0016579	protein deubiquitination	9130
GO:0016999	antibiotic metabolic process	9123
GO:0006887	exocytosis	9117
GO:0034404	nucleobase-containing small molecule biosynthetic process	9099
GO:0055082	intracellular chemical homeostasis	9098
GO:0070646	protein modification by small protein removal	9082
GO:0005984	disaccharide metabolic process	9079
GO:0034427	obsolete nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	9079
GO:0018193	peptidyl-amino acid modification	9060
GO:0005982	starch metabolic process	9050
GO:0009410	response to xenobiotic stimulus	9047
GO:0006869	lipid transport	9028
GO:0034337	RNA folding	9026
GO:0051338	regulation of transferase activity	9025
GO:0018282	metal incorporation into metallo-sulfur cluster	9016
GO:0018283	iron incorporation into metallo-sulfur cluster	9016
GO:0006839	mitochondrial transport	9012
GO:0009694	jasmonic acid metabolic process	9004
GO:0019320	hexose catabolic process	9004
GO:1903320	regulation of protein modification by small protein conjugation or removal	8980
GO:0032196	transposition	8936
GO:0042886	amide transport	8919
GO:0015833	peptide transport	8919
GO:0010167	response to nitrate	8902
GO:0002252	immune effector process	8861
GO:0033108	mitochondrial respiratory chain complex assembly	8854
GO:0000291	obsolete nuclear-transcribed mRNA catabolic process, exonucleolytic	8853
GO:0042276	error-prone translesion synthesis	8848
GO:0006534	cysteine metabolic process	8845
GO:0072503	obsolete cellular divalent inorganic cation homeostasis	8840
GO:0000012	single strand break repair	8830
GO:0080175	phragmoplast microtubule organization	8818
GO:0065003	protein-containing complex assembly	8814
GO:0051607	defense response to virus	8805
GO:0009314	response to radiation	8797
GO:0006535	cysteine biosynthetic process from serine	8789
GO:0009407	toxin catabolic process	8756
GO:0000018	regulation of DNA recombination	8749
GO:0090522	vesicle tethering involved in exocytosis	8729
GO:0099022	vesicle tethering	8729
GO:0000972	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery	8712
GO:0048508	embryonic meristem development	8697
GO:1901570	fatty acid derivative biosynthetic process	8695
GO:0070198	protein localization to chromosome, telomeric region	8694
GO:0070199	establishment of protein localization to chromosome	8694
GO:0070200	establishment of protein localization to telomere	8694
GO:0070202	regulation of establishment of protein localization to chromosome	8694
GO:0070203	regulation of establishment of protein localization to telomere	8694
GO:1904814	regulation of protein localization to chromosome, telomeric region	8694
GO:1904816	positive regulation of protein localization to chromosome, telomeric region	8694
GO:1904851	positive regulation of establishment of protein localization to telomere	8694
GO:0090481	pyrimidine nucleotide-sugar transmembrane transport	8678
GO:1901135	carbohydrate derivative metabolic process	8678
GO:0045764	positive regulation of amino acid metabolic process	8677
GO:0090358	positive regulation of tryptophan metabolic process	8677
GO:0048468	cell development	8665
GO:0021700	developmental maturation	8656
GO:0071695	anatomical structure maturation	8656
GO:0006560	proline metabolic process	8655
GO:0006753	nucleoside phosphate metabolic process	8651
GO:0033554	cellular response to stress	8648
GO:0051248	negative regulation of protein metabolic process	8619
GO:0009117	nucleotide metabolic process	8605
GO:0042446	hormone biosynthetic process	8592
GO:0098609	cell-cell adhesion	8582
GO:0009740	gibberellic acid mediated signaling pathway	8567
GO:0044248	cellular catabolic process	8564
GO:0045814	negative regulation of gene expression, epigenetic	8559
GO:0031507	heterochromatin formation	8556
GO:0034401	obsolete chromatin organization involved in regulation of transcription	8556
GO:0070828	heterochromatin organization	8556
GO:0097549	obsolete chromatin organization involved in negative regulation of transcription	8556
GO:0032446	protein modification by small protein conjugation	8554
GO:0007005	mitochondrion organization	8551
GO:0046470	phosphatidylcholine metabolic process	8541
GO:0009259	ribonucleotide metabolic process	8532
GO:0019693	ribose phosphate metabolic process	8532
GO:0032200	telomere organization	8526
GO:0015031	protein transport	8522
GO:0051223	regulation of protein transport	8501
GO:0090087	regulation of peptide transport	8501
GO:0006298	mismatch repair	8497
GO:0070727	cellular macromolecule localization	8482
GO:0008104	protein localization	8482
GO:0045184	establishment of protein localization	8479
GO:0030149	sphingolipid catabolic process	8474
GO:0046466	membrane lipid catabolic process	8474
GO:0046514	ceramide catabolic process	8474
GO:0006677	glycosylceramide metabolic process	8472
GO:0006687	glycosphingolipid metabolic process	8472
GO:0019377	glycolipid catabolic process	8472
GO:0046477	glycosylceramide catabolic process	8472
GO:0046479	glycosphingolipid catabolic process	8472
GO:2001233	regulation of apoptotic signaling pathway	8467
GO:0043547	positive regulation of GTPase activity	8467
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	8466
GO:0000375	RNA splicing, via transesterification reactions	8466
GO:0000398	mRNA splicing, via spliceosome	8447
GO:0006281	DNA repair	8447
GO:0000723	telomere maintenance	8446
GO:0043087	regulation of GTPase activity	8444
GO:0070076	obsolete histone lysine demethylation	8443
GO:0032259	methylation	8436
GO:0006974	DNA damage response	8430
GO:0030638	polyketide metabolic process	8421
GO:0009124	nucleoside monophosphate biosynthetic process	8420
GO:1901137	carbohydrate derivative biosynthetic process	8415
GO:0033240	positive regulation of amine metabolic process	8403
GO:0090357	regulation of tryptophan metabolic process	8403
GO:0035265	organ growth	8403
GO:0046620	regulation of organ growth	8403
GO:0044703	multi-organism reproductive process	8402
GO:0019953	sexual reproduction	8402
GO:0006598	polyamine catabolic process	8398
GO:0009698	phenylpropanoid metabolic process	8396
GO:0019748	secondary metabolic process	8393
GO:0016567	protein ubiquitination	8391
GO:2000377	regulation of reactive oxygen species metabolic process	8377
GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	8376
GO:0009686	gibberellin biosynthetic process	8371
GO:0051716	cellular response to stimulus	8359
GO:2000765	regulation of cytoplasmic translation	8353
GO:0001101	response to acid chemical	8346
GO:0044093	positive regulation of molecular function	8334
GO:0061615	glycolytic process through fructose-6-phosphate	8331
GO:0009826	unidimensional cell growth	8314
GO:1901136	carbohydrate derivative catabolic process	8294
GO:0010476	gibberellin mediated signaling pathway	8287
GO:0071370	cellular response to gibberellin stimulus	8287
GO:0006855	xenobiotic transmembrane transport	8280
GO:0006289	nucleotide-excision repair	8278
GO:1901293	nucleoside phosphate biosynthetic process	8276
GO:0019499	cyanide metabolic process	8271
GO:0009165	nucleotide biosynthetic process	8271
GO:0042744	hydrogen peroxide catabolic process	8254
GO:0090626	plant epidermis morphogenesis	8244
GO:0006627	protein processing involved in protein targeting to mitochondrion	8237
GO:0032781	positive regulation of ATP-dependent activity	8225
GO:0009123	nucleoside monophosphate metabolic process	8224
GO:0032922	circadian regulation of gene expression	8217
GO:0006825	copper ion transport	8215
GO:0034982	mitochondrial protein processing	8214
GO:0009606	tropism	8213
GO:0031537	regulation of anthocyanin metabolic process	8189
GO:0009156	ribonucleoside monophosphate biosynthetic process	8181
GO:0009161	ribonucleoside monophosphate metabolic process	8181
GO:0031048	regulatory ncRNA-mediated heterochromatin formation	8180
GO:0090567	reproductive shoot system development	8180
GO:0051604	protein maturation	8179
GO:0010039	response to iron ion	8174
GO:2000030	regulation of response to red or far red light	8168
GO:0055114	obsolete oxidation-reduction process	8134
GO:0015748	organophosphate ester transport	8125
GO:0008272	sulfate transport	8125
GO:0010304	PSII associated light-harvesting complex II catabolic process	8124
GO:0009690	cytokinin metabolic process	8120
GO:0006401	RNA catabolic process	8111
GO:0007007	inner mitochondrial membrane organization	8108
GO:0010646	regulation of cell communication	8089
GO:0006438	valyl-tRNA aminoacylation	8087
GO:0023051	regulation of signaling	8085
GO:0045039	protein insertion into mitochondrial inner membrane	8084
GO:0051204	protein insertion into mitochondrial membrane	8084
GO:0009966	regulation of signal transduction	8083
GO:0032447	protein urmylation	8081
GO:0010187	negative regulation of seed germination	8073
GO:0009791	post-embryonic development	8068
GO:0043462	regulation of ATP-dependent activity	8066
GO:0051028	mRNA transport	8059
GO:0042182	ketone catabolic process	8058
GO:0043173	nucleotide salvage	8058
GO:0090151	establishment of protein localization to mitochondrial membrane	8057
GO:1901292	nucleoside phosphate catabolic process	8044
GO:0006611	protein export from nucleus	8039
GO:0006302	double-strand break repair	8032
GO:0051225	spindle assembly	8030
GO:0030148	sphingolipid biosynthetic process	8009
GO:0008361	regulation of cell size	8007
GO:0006089	lactate metabolic process	7999
GO:0009438	methylglyoxal metabolic process	7999
GO:0009739	response to gibberellin	7999
GO:0002183	cytoplasmic translational initiation	7990
GO:0061727	methylglyoxal catabolic process to lactate	7987
GO:0051596	methylglyoxal catabolic process	7987
GO:2000034	regulation of seed maturation	7979
GO:0051391	tRNA acetylation	7979
GO:1990884	RNA acetylation	7979
GO:0006862	nucleotide transport	7974
GO:0072348	sulfur compound transport	7963
GO:0008612	peptidyl-lysine modification to peptidyl-hypusine	7960
GO:0008655	pyrimidine-containing compound salvage	7959
GO:0010138	pyrimidine ribonucleotide salvage	7959
GO:0032262	pyrimidine nucleotide salvage	7959
GO:0044206	UMP salvage	7959
GO:0006223	uracil salvage	7954
GO:0019860	uracil metabolic process	7954
GO:0043100	pyrimidine nucleobase salvage	7954
GO:0046107	uracil biosynthetic process	7954
GO:0006370	7-methylguanosine mRNA capping	7948
GO:0051246	regulation of protein metabolic process	7938
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	7938
GO:0010952	positive regulation of peptidase activity	7934
GO:0000165	MAPK cascade	7914
GO:0007623	circadian rhythm	7905
GO:0048598	embryonic morphogenesis	7894
GO:0006656	phosphatidylcholine biosynthetic process	7893
GO:0046519	sphingoid metabolic process	7893
GO:0009608	response to symbiont	7872
GO:0009610	response to symbiotic fungus	7872
GO:0010648	negative regulation of cell communication	7871
GO:0023057	negative regulation of signaling	7871
GO:0000904	obsolete cell morphogenesis involved in differentiation	7868
GO:0042180	cellular ketone metabolic process	7850
GO:0015846	polyamine transport	7845
GO:0009968	negative regulation of signal transduction	7837
GO:1902047	polyamine transmembrane transport	7834
GO:0006002	fructose 6-phosphate metabolic process	7829
GO:0006900	vesicle budding from membrane	7816
GO:0043132	NAD transport	7808
GO:0097190	apoptotic signaling pathway	7808
GO:0009106	lipoate metabolic process	7805
GO:0009107	lipoate biosynthetic process	7805
GO:0090114	COPII-coated vesicle budding	7799
GO:0048194	Golgi vesicle budding	7799
GO:0010267	ta-siRNA processing	7792
GO:0016032	viral process	7784
GO:0030639	polyketide biosynthetic process	7779
GO:0071423	malate transmembrane transport	7777
GO:0018065	obsolete protein-cofactor linkage	7774
GO:0097193	intrinsic apoptotic signaling pathway	7755
GO:0009141	nucleoside triphosphate metabolic process	7754
GO:0097305	response to alcohol	7752
GO:0009743	response to carbohydrate	7751
GO:1904276	regulation of wax biosynthetic process	7732
GO:1904278	positive regulation of wax biosynthetic process	7732
GO:0006721	terpenoid metabolic process	7720
GO:0050657	nucleic acid transport	7715
GO:0050658	RNA transport	7715
GO:0051236	establishment of RNA localization	7715
GO:0007006	mitochondrial membrane organization	7708
GO:0048878	chemical homeostasis	7701
GO:0051438	regulation of ubiquitin-protein transferase activity	7661
GO:0046622	positive regulation of organ growth	7647
GO:0045927	positive regulation of growth	7620
GO:0006465	signal peptide processing	7613
GO:0051704	obsolete multi-organism process	7602
GO:0010143	cutin biosynthetic process	7590
GO:0071554	cell wall organization or biogenesis	7590
GO:0009108	obsolete coenzyme biosynthetic process	7587
GO:0060560	developmental growth involved in morphogenesis	7583
GO:0006732	obsolete coenzyme metabolic process	7579
GO:0019740	nitrogen utilization	7569
GO:0016485	protein processing	7552
GO:0045492	xylan biosynthetic process	7550
GO:0031929	TOR signaling	7538
GO:0072507	obsolete divalent inorganic cation homeostasis	7537
GO:0031396	regulation of protein ubiquitination	7536
GO:0006334	nucleosome assembly	7535
GO:0034728	nucleosome organization	7535
GO:0065004	protein-DNA complex assembly	7534
GO:0071824	protein-DNA complex organization	7534
GO:0007154	cell communication	7525
GO:0006432	phenylalanyl-tRNA aminoacylation	7522
GO:0009744	response to sucrose	7522
GO:0034285	response to disaccharide	7522
GO:0005996	monosaccharide metabolic process	7519
GO:1901336	lactone biosynthetic process	7509
GO:0051205	protein insertion into membrane	7505
GO:0009962	regulation of flavonoid biosynthetic process	7504
GO:0009749	response to glucose	7502
GO:0009143	nucleoside triphosphate catabolic process	7501
GO:0070542	response to fatty acid	7494
GO:0010166	wax metabolic process	7483
GO:0006556	S-adenosylmethionine biosynthetic process	7482
GO:0010025	wax biosynthetic process	7480
GO:0009640	photomorphogenesis	7479
GO:0046185	aldehyde catabolic process	7461
GO:0009746	response to hexose	7451
GO:0034284	response to monosaccharide	7451
GO:0015979	photosynthesis	7439
GO:0030182	neuron differentiation	7438
GO:0048699	generation of neurons	7438
GO:0022008	neurogenesis	7438
GO:0007602	phototransduction	7430
GO:0009585	red, far-red light phototransduction	7430
GO:0006091	generation of precursor metabolites and energy	7409
GO:0046835	carbohydrate phosphorylation	7405
GO:0006399	tRNA metabolic process	7402
GO:2000694	regulation of phragmoplast microtubule organization	7399
GO:0072344	rescue of stalled ribosome	7396
GO:0006571	tyrosine biosynthetic process	7396
GO:0051234	establishment of localization	7393
GO:0006810	transport	7393
GO:0044070	regulation of monoatomic anion transport	7389
GO:0033169	obsolete histone H3-K9 demethylation	7388
GO:0055085	transmembrane transport	7376
GO:0032309	icosanoid secretion	7376
GO:0046717	acid secretion	7376
GO:0050482	arachidonic acid secretion	7376
GO:0071715	icosanoid transport	7376
GO:1901571	fatty acid derivative transport	7376
GO:1903963	arachidonate transport	7376
GO:0051239	regulation of multicellular organismal process	7372
GO:0016577	obsolete histone demethylation	7366
GO:0006482	protein demethylation	7366
GO:0008214	protein dealkylation	7366
GO:0031540	regulation of anthocyanin biosynthetic process	7364
GO:0046364	monosaccharide biosynthetic process	7361
GO:0046500	S-adenosylmethionine metabolic process	7361
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	7359
GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation	7359
GO:0006409	tRNA export from nucleus	7350
GO:0051031	tRNA transport	7350
GO:0071431	obsolete tRNA-containing ribonucleoprotein complex export from nucleus	7350
GO:0071528	tRNA re-export from nucleus	7350
GO:0001678	intracellular glucose homeostasis	7339
GO:0033500	carbohydrate homeostasis	7339
GO:0042593	glucose homeostasis	7339
GO:0045892	negative regulation of DNA-templated transcription	7334
GO:1902679	negative regulation of RNA biosynthetic process	7334
GO:1903507	obsolete negative regulation of nucleic acid-templated transcription	7334
GO:0051179	localization	7331
GO:0051253	negative regulation of RNA metabolic process	7329
GO:0009834	plant-type secondary cell wall biogenesis	7327
GO:0022900	electron transport chain	7324
GO:2001023	regulation of response to drug	7321
GO:0046486	glycerolipid metabolic process	7307
GO:0007420	brain development	7305
GO:0060322	head development	7305
GO:0006650	glycerophospholipid metabolic process	7302
GO:0016482	cytosolic transport	7301
GO:0016114	terpenoid biosynthetic process	7285
GO:0006004	fucose metabolic process	7280
GO:0044038	cell wall macromolecule biosynthetic process	7279
GO:0070589	obsolete cellular component macromolecule biosynthetic process	7279
GO:0070592	cell wall polysaccharide biosynthetic process	7279
GO:0007029	endoplasmic reticulum organization	7268
GO:0035494	SNARE complex disassembly	7249
GO:0080050	regulation of seed development	7247
GO:0046900	tetrahydrofolylpolyglutamate metabolic process	7229
GO:0008202	steroid metabolic process	7227
GO:0046901	tetrahydrofolylpolyglutamate biosynthetic process	7206
GO:0045229	external encapsulating structure organization	7199
GO:0071555	cell wall organization	7194
GO:2000026	regulation of multicellular organismal development	7185
GO:0043279	response to alkaloid	7168
GO:0030001	metal ion transport	7154
GO:0015780	nucleotide-sugar transmembrane transport	7153
GO:0071322	cellular response to carbohydrate stimulus	7144
GO:0019852	L-ascorbic acid metabolic process	7107
GO:0048509	regulation of meristem development	7105
GO:0006313	DNA transposition	7087
GO:0006812	monoatomic cation transport	7074
GO:0007399	nervous system development	7073
GO:0031425	chloroplast RNA processing	7069
GO:0098662	inorganic cation transmembrane transport	7064
GO:0098660	inorganic ion transmembrane transport	7062
GO:0010557	positive regulation of macromolecule biosynthetic process	7061
GO:0016043	cellular component organization	7039
GO:0048589	developmental growth	7039
GO:0045333	cellular respiration	7038
GO:0002791	regulation of peptide secretion	7032
GO:0050708	regulation of protein secretion	7032
GO:0023061	signal release	7027
GO:0030072	peptide hormone secretion	7027
GO:0030073	insulin secretion	7027
GO:0046879	hormone secretion	7027
GO:0046883	regulation of hormone secretion	7027
GO:0050796	regulation of insulin secretion	7027
GO:0090276	regulation of peptide hormone secretion	7027
GO:0015980	energy derivation by oxidation of organic compounds	7004
GO:0008299	isoprenoid biosynthetic process	7003
GO:0050793	regulation of developmental process	7001
GO:0051643	endoplasmic reticulum localization	6998
GO:0061817	endoplasmic reticulum-plasma membrane tethering	6998
GO:0090158	endoplasmic reticulum membrane organization	6998
GO:0009636	response to toxic substance	6998
GO:0009060	aerobic respiration	6990
GO:0048437	floral organ development	6954
GO:0006661	phosphatidylinositol biosynthetic process	6947
GO:0017182	obsolete peptidyl-diphthamide metabolic process	6947
GO:0017183	protein histidyl modification to diphthamide	6947
GO:1900247	regulation of cytoplasmic translational elongation	6947
GO:0009958	positive gravitropism	6942
GO:0019853	L-ascorbic acid biosynthetic process	6937
GO:0010081	regulation of inflorescence meristem growth	6927
GO:0010450	inflorescence meristem growth	6927
GO:0005976	polysaccharide metabolic process	6910
GO:2000280	regulation of root development	6910
GO:0046488	phosphatidylinositol metabolic process	6908
GO:0006359	regulation of transcription by RNA polymerase III	6906
GO:0016480	negative regulation of transcription by RNA polymerase III	6906
GO:0009864	induced systemic resistance, jasmonic acid mediated signaling pathway	6905
GO:0043455	regulation of secondary metabolic process	6898
GO:0019243	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione	6891
GO:0002218	activation of innate immune response	6887
GO:0002253	activation of immune response	6877
GO:0016578	obsolete histone deubiquitination	6869
GO:0048507	meristem development	6864
GO:0006099	tricarboxylic acid cycle	6853
GO:0006851	mitochondrial calcium ion transmembrane transport	6851
GO:0006119	oxidative phosphorylation	6844
GO:0042981	regulation of apoptotic process	6840
GO:0002790	peptide secretion	6836
