cluster_1	cluster_2	Jaccard	Overlap
out.5.8_7	out.1.3_7	0.9910467897222052	0.9977157673786887
out.5.8_8	out.1.3_8	0.9903791275988585	0.9999176819229503
out.5.8_9	out.1.3_9	0.9903756859434361	0.9961786684782609
out.5.8_10	out.1.3_10	0.9965672990063233	0.9993658845909955
out.5.8_11	out.1.3_11	0.9953308166103716	0.9998004191198483
out.5.8_12	out.1.3_12	0.9966520192508893	1.0
out.5.8_1	out.1.8_1	0.9825576700492584	1.0
out.5.8_2	out.1.8_2	0.9903249672756246	0.9998276258331418
out.5.8_3	out.1.8_3	0.9906085864352592	1.0
out.5.8_4	out.1.8_4	0.9957462105326224	0.9993686299269414
out.5.8_5	out.1.8_5	0.9945365209738927	0.999889404998894
out.5.8_6	out.1.8_6	0.9990324809951624	0.9997694683941168
out.5.8_7	out.1.8_7	0.9912307597964064	0.9979009754290653
out.5.8_8	out.1.8_8	0.993782213859118	0.9999176819229503
out.5.8_9	out.1.8_9	0.992222504015555	0.996688179347826
out.5.8_10	out.1.8_10	0.9965672990063233	0.9993658845909955
out.5.8_11	out.1.8_11	0.9953308166103716	0.9998004191198483
out.5.8_12	out.1.8_12	0.9985324947589098	1.0
out.5.8_1	out.2.3_1	0.997322184878542	0.9998904199654823
out.5.8_2	out.2.3_2	0.990268609150922	0.9998276258331418
out.5.8_3	out.2.3_3	0.9983601841196778	1.0
out.5.8_4	out.2.3_4	0.9980186130291204	0.9994888908932383
out.5.8_5	out.2.3_5	0.9948650234741784	0.9999262699992627
out.5.8_6	out.2.3_6	0.9991245853298931	0.9998155747152935
out.5.8_7	out.2.3_7	0.9912931510209086	0.9980861834794419
out.5.8_8	out.2.3_8	0.9954925422061957	0.9999176819229503
out.5.8_9	out.2.3_9	0.9950016943409014	0.9976216767179139
out.5.8_10	out.2.3_10	0.9975609756097561	0.9993665158371041
out.5.8_11	out.2.3_11	0.9953308166103716	0.9998004191198483
out.5.8_12	out.2.3_12	0.999160897839312	1.0
out.5.8_13	out.2.3_13	0.9869791666666666	0.9973684210526316
out.5.8_14	out.2.3_14	0.977859778597786	1.0
out.5.8_15	out.2.3_15	0.9451476793248945	1.0
out.5.8_25	out.2.3_17	0.7407407407407407	1.0
out.5.8_37	out.2.3_18	1.0	1.0
out.5.8_40	out.2.3_19	1.0	1.0
out.5.8_1	out.2.8_1	0.9986318612160018	0.999808234939594
out.5.8_2	out.2.8_2	0.9945986110714183	0.9998276258331418
out.5.8_3	out.2.8_3	0.9988199401335482	1.0
out.5.8_4	out.2.8_4	0.9991585779968146	0.9996392171011094
out.5.8_5	out.2.8_5	0.9948652118100129	0.9999631349996313
out.5.8_6	out.2.8_6	0.9994930174678527	0.9998616810364701
out.5.8_7	out.2.8_7	0.9930009823182712	0.9985183355969873
out.5.8_8	out.2.8_8	0.9973725264800065	0.9999176819229503
out.5.8_9	out.2.8_9	0.9967788420784945	0.9985563858695652
out.5.8_10	out.2.8_10	0.9976517341040463	0.9991858887381275
out.5.8_11	out.2.8_11	0.9955286168521462	0.9998004191198483
out.5.8_12	out.2.8_12	0.9993705413344524	1.0
out.5.8_13	out.2.8_13	0.9819121447028424	1.0
out.5.8_14	out.2.8_14	1.0	1.0
out.5.8_15	out.2.8_15	0.9915611814345991	1.0
out.5.8_19	out.2.8_17	0.8333333333333334	1.0
out.5.8_20	out.2.8_16	0.8888888888888888	1.0
out.5.8_21	out.2.8_18	0.8085106382978723	1.0
out.5.8_22	out.2.8_19	0.7608695652173914	1.0
out.5.8_25	out.2.8_21	0.8148148148148148	1.0
out.5.8_27	out.2.8_22	0.782608695652174	1.0
out.5.8_32	out.2.8_24	1.0	1.0
out.5.8_34	out.2.8_25	1.0	1.0
out.5.8_37	out.2.8_26	1.0	1.0
out.5.8_38	out.2.8_27	1.0	1.0
out.5.8_40	out.2.8_28	1.0	1.0
out.5.8_1	out.3.3_1	0.9990145625752764	0.999808234939594
out.5.8_2	out.3.3_2	0.9952243415596671	0.9998276258331418
out.5.8_3	out.3.3_3	0.999136268102381	1.0
out.5.8_4	out.3.3_4	0.9993087696099057	0.9996993475842578
out.5.8_5	out.3.3_5	0.9948285347515129	0.9999262699992627
out.5.8_6	out.3.3_6	0.9995851578704771	0.9998616810364701
out.5.8_7	out.3.3_7	0.9928799410753744	0.9986418076305716
out.5.8_8	out.3.3_8	0.9981102620984307	1.0
out.5.8_9	out.3.3_9	0.9977105062325108	0.9991508152173914
out.5.8_10	out.3.3_10	0.9986443741527339	0.9998190372783207
out.5.8_11	out.3.3_11	0.9954297069051168	0.9998004191198483
out.5.8_12	out.3.3_12	0.9993705413344524	1.0
out.5.8_13	out.3.3_13	0.9819121447028424	1.0
out.5.8_14	out.3.3_14	1.0	1.0
out.5.8_15	out.3.3_15	1.0	1.0
out.5.8_19	out.3.3_16	0.9523809523809523	1.0
out.5.8_20	out.3.3_17	0.9135802469135802	1.0
out.5.8_21	out.3.3_18	0.8297872340425532	1.0
out.5.8_22	out.3.3_19	0.8478260869565217	1.0
out.5.8_23	out.3.3_20	0.717948717948718	1.0
out.5.8_25	out.3.3_21	0.8148148148148148	1.0
out.5.8_26	out.3.3_22	0.8076923076923077	1.0
out.5.8_27	out.3.3_24	0.782608695652174	1.0
out.5.8_28	out.3.3_23	0.9047619047619048	1.0
out.5.8_32	out.3.3_25	1.0	1.0
out.5.8_33	out.3.3_27	0.8	1.0
out.5.8_34	out.3.3_26	1.0	1.0
out.5.8_37	out.3.3_28	1.0	1.0
out.5.8_38	out.3.3_29	1.0	1.0
out.5.8_40	out.3.3_31	1.0	1.0
out.5.8_1	out.3.8_1	0.9993154623367377	0.999808234939594
out.5.8_2	out.3.8_2	0.9991100904262954	0.9998850838887612
out.5.8_3	out.3.8_3	0.9994527964978975	1.0
out.5.8_4	out.3.8_4	0.9995791751833594	0.9997895433089805
out.5.8_5	out.3.8_5	0.9947922397036711	0.9999631349996313
out.5.8_6	out.3.8_6	0.9996773301373651	0.9999077873576467
out.5.8_7	out.3.8_7	0.9930044182621502	0.9990122237313248
out.5.8_8	out.3.8_8	0.9986846432094706	1.0
out.5.8_9	out.3.8_9	0.998473023413641	0.9994904891304348
out.5.8_10	out.3.8_10	0.9990056946578686	1.0
out.5.8_11	out.3.8_11	0.9992022337455125	0.9999002095599242
out.5.8_12	out.3.8_12	0.9995802728226653	1.0
out.5.8_13	out.3.8_13	0.9819121447028424	1.0
out.5.8_14	out.3.8_14	1.0	1.0
out.5.8_15	out.3.8_15	1.0	1.0
out.5.8_17	out.3.8_16	0.9344262295081968	1.0
out.5.8_19	out.3.8_17	0.9642857142857143	1.0
out.5.8_20	out.3.8_18	0.9506172839506173	1.0
out.5.8_21	out.3.8_20	0.8297872340425532	1.0
out.5.8_22	out.3.8_19	0.9565217391304348	1.0
out.5.8_23	out.3.8_22	0.7692307692307693	1.0
out.5.8_24	out.3.8_21	0.9473684210526315	1.0
out.5.8_25	out.3.8_24	0.8518518518518519	1.0
out.5.8_26	out.3.8_23	0.9230769230769231	1.0
out.5.8_27	out.3.8_25	0.9565217391304348	1.0
out.5.8_28	out.3.8_26	0.9047619047619048	1.0
out.5.8_31	out.3.8_28	1.0	1.0
out.5.8_32	out.3.8_29	1.0	1.0
out.5.8_33	out.3.8_31	0.8	1.0
out.5.8_34	out.3.8_30	1.0	1.0
out.5.8_35	out.3.8_32	0.8	1.0
out.5.8_37	out.3.8_33	1.0	1.0
out.5.8_38	out.3.8_34	1.0	1.0
out.5.8_39	out.3.8_35	1.0	1.0
out.5.8_40	out.3.8_36	1.0	1.0
out.5.8_42	out.3.8_37	1.0	1.0
out.5.8_43	out.3.8_38	1.0	1.0
out.5.8_1	out.4.3_1	0.9993428258488499	0.999808234939594
out.5.8_2	out.4.3_2	0.9994544305978292	0.9999712709721903
out.5.8_3	out.4.3_3	0.9996255328954948	1.0
out.5.8_4	out.4.3_4	0.9997895686156621	0.9999098042752773
out.5.8_5	out.4.3_5	0.994792430687986	1.0
out.5.8_6	out.4.3_6	0.9998156002212797	0.9999538936788234
out.5.8_7	out.4.3_7	0.993433971526755	0.9994443758488702
out.5.8_8	out.4.3_8	0.9991774962987333	1.0
out.5.8_9	out.4.3_9	0.9989815836374438	0.9995754076086957
out.5.8_10	out.4.3_10	0.9993672602368254	1.0
out.5.8_11	out.4.3_11	0.9994015559545183	0.9999002095599242
out.5.8_12	out.4.3_12	0.9997900923593619	1.0
out.5.8_13	out.4.3_13	0.9819121447028424	1.0
out.5.8_14	out.4.3_14	1.0	1.0
out.5.8_15	out.4.3_15	1.0	1.0
out.5.8_17	out.4.3_16	0.9426229508196722	1.0
out.5.8_19	out.4.3_17	0.9761904761904762	1.0
out.5.8_20	out.4.3_18	0.9753086419753086	1.0
out.5.8_21	out.4.3_20	0.8297872340425532	1.0
out.5.8_22	out.4.3_19	0.9565217391304348	1.0
out.5.8_23	out.4.3_22	0.7948717948717948	1.0
out.5.8_24	out.4.3_21	0.9736842105263158	1.0
out.5.8_25	out.4.3_24	0.8888888888888888	1.0
out.5.8_26	out.4.3_23	0.9230769230769231	1.0
out.5.8_27	out.4.3_25	1.0	1.0
out.5.8_28	out.4.3_26	0.9047619047619048	1.0
out.5.8_30	out.4.3_27	0.8333333333333334	1.0
out.5.8_31	out.4.3_28	1.0	1.0
out.5.8_32	out.4.3_29	1.0	1.0
out.5.8_33	out.4.3_31	0.8	1.0
out.5.8_34	out.4.3_30	1.0	1.0
out.5.8_35	out.4.3_32	0.8	1.0
out.5.8_36	out.4.3_33	1.0	1.0
out.5.8_37	out.4.3_34	1.0	1.0
out.5.8_38	out.4.3_35	1.0	1.0
out.5.8_39	out.4.3_36	1.0	1.0
out.5.8_40	out.4.3_37	1.0	1.0
out.5.8_42	out.4.3_38	1.0	1.0
out.5.8_43	out.4.3_39	1.0	1.0
out.5.8_1	out.4.8_1	0.999671322925226	0.9998630249568529
out.5.8_2	out.4.8_2	0.9997702139882235	0.9999712709721903
out.5.8_3	out.4.8_3	0.9997119234868781	1.0
out.5.8_4	out.4.8_4	0.9998496918683301	0.9999699347584258
out.5.8_5	out.4.8_5	0.9993736875069078	1.0
out.5.8_6	out.4.8_6	0.9999538936788234	1.0
out.5.8_7	out.4.8_7	0.9933132936629655	0.9996295838992468
out.5.8_8	out.4.8_8	0.9995063353628435	1.0
out.5.8_9	out.4.8_9	0.99957547970793	0.9998301486199576
out.5.8_10	out.4.8_10	0.9995480430263038	1.0
out.5.8_11	out.4.8_11	0.9996009577015164	0.9999002095599242
out.5.8_12	out.4.8_12	0.9997900923593619	1.0
out.5.8_13	out.4.8_13	0.987012987012987	1.0
out.5.8_14	out.4.8_14	1.0	1.0
out.5.8_15	out.4.8_15	1.0	1.0
out.5.8_16	out.4.8_16	0.9847328244274809	1.0
out.5.8_17	out.4.8_17	0.9836065573770492	1.0
out.5.8_19	out.4.8_18	0.9761904761904762	1.0
out.5.8_20	out.4.8_19	0.9753086419753086	1.0
out.5.8_21	out.4.8_21	0.9148936170212766	1.0
out.5.8_22	out.4.8_20	0.9565217391304348	1.0
out.5.8_23	out.4.8_23	0.8974358974358975	1.0
out.5.8_24	out.4.8_22	0.9736842105263158	1.0
out.5.8_25	out.4.8_24	0.9629629629629629	1.0
out.5.8_26	out.4.8_25	0.9615384615384616	1.0
out.5.8_27	out.4.8_26	1.0	1.0
out.5.8_28	out.4.8_27	1.0	1.0
out.5.8_30	out.4.8_28	0.8333333333333334	1.0
out.5.8_31	out.4.8_29	1.0	1.0
out.5.8_32	out.4.8_30	1.0	1.0
out.5.8_33	out.4.8_31	1.0	1.0
out.5.8_34	out.4.8_32	1.0	1.0
out.5.8_35	out.4.8_33	1.0	1.0
out.5.8_36	out.4.8_34	1.0	1.0
out.5.8_37	out.4.8_35	1.0	1.0
out.5.8_38	out.4.8_36	1.0	1.0
out.5.8_39	out.4.8_37	1.0	1.0
out.5.8_40	out.4.8_38	1.0	1.0
out.5.8_42	out.4.8_39	1.0	1.0
out.5.8_43	out.4.8_40	1.0	1.0
out.5.3_1	out.1.3_1	0.9832174990571628	1.0
out.5.3_2	out.1.3_2	0.9907204463294527	0.9998563631140477
out.5.3_3	out.1.3_3	0.9911185995373676	1.0
out.5.3_4	out.1.3_4	0.9951489743973648	0.9990980969846376
out.5.3_5	out.1.3_5	0.9949396795130359	0.9997789159512142
out.5.3_6	out.1.3_6	0.9986640254295849	0.9994928304670571
out.5.3_7	out.1.3_7	0.9943060062450254	0.9981561155500922
out.5.3_8	out.1.3_8	0.990623726049735	0.9999177022467287
out.5.3_9	out.1.3_9	0.9905437352245863	0.9962635869565217
out.5.3_10	out.1.3_10	0.9966573312855723	0.9993658845909955
out.5.3_11	out.1.3_11	0.9953308166103716	0.9998004191198483
out.5.3_12	out.1.3_12	0.9966520192508893	1.0
out.5.3_1	out.1.8_1	0.9824500013458588	1.0
out.5.3_2	out.1.8_2	0.9904385191087334	0.9998563631140477
out.5.3_3	out.1.8_3	0.9906942224252112	1.0
out.5.3_4	out.1.8_4	0.9958061230603319	0.9993686678892463
out.5.3_5	out.1.8_5	0.9950132003520094	0.999889457975607
out.5.3_6	out.1.8_6	0.9990324809951624	0.9997694683941168
out.5.3_7	out.1.8_7	0.9944896834629278	0.9981564554783998
out.5.3_8	out.1.8_8	0.9940276527857318	0.9999177022467287
out.5.3_9	out.1.8_9	0.9923909367602299	0.9967730978260869
out.5.3_10	out.1.8_10	0.9966573312855723	0.9993658845909955
out.5.3_11	out.1.8_11	0.9953308166103716	0.9998004191198483
out.5.3_12	out.1.8_12	0.9985324947589098	1.0
out.5.3_1	out.2.3_1	0.9974312026890388	1.0
out.5.3_2	out.2.3_2	0.9903821529180775	0.9998563631140477
out.5.3_3	out.2.3_3	0.9984464902186421	1.0
out.5.3_4	out.2.3_4	0.998078655058541	0.999488921624628
out.5.3_5	out.2.3_5	0.9953418427230047	0.9999263053170714
out.5.3_6	out.2.3_6	0.9991245853298931	0.9998155747152935
out.5.3_7	out.2.3_7	0.9946736867882944	0.9980955891387149
out.5.3_8	out.2.3_8	0.9957384035404032	0.9999177022467287
out.5.3_9	out.2.3_9	0.9951707193086503	0.9977066168351312
out.5.3_10	out.2.3_10	0.9976510976601319	0.9993665158371041
out.5.3_11	out.2.3_11	0.9953308166103716	0.9998004191198483
out.5.3_12	out.2.3_12	0.999160897839312	1.0
out.5.3_13	out.2.3_13	0.9973958333333334	1.0
out.5.3_14	out.2.3_14	0.977859778597786	1.0
out.5.3_15	out.2.3_15	0.9451476793248945	1.0
out.5.3_24	out.2.3_17	0.7407407407407407	1.0
out.5.3_35	out.2.3_18	1.0	1.0
out.5.3_38	out.2.3_19	1.0	1.0
out.5.3_1	out.2.8_1	0.9987411745388868	0.9999178059672867
out.5.3_2	out.2.8_2	0.9947127750785939	0.9998563631140477
out.5.3_3	out.2.8_3	0.9989062859774349	1.0
out.5.3_4	out.2.8_4	0.9992186795684708	0.9996392387938551
out.5.3_5	out.2.8_5	0.9953420135705117	0.9999631526585356
out.5.3_6	out.2.8_6	0.9994930174678527	0.9998616810364701
out.5.3_7	out.2.8_7	0.9967504598405886	0.9995696015740285
out.5.3_8	out.2.8_8	0.997618852122506	0.9999177022467287
out.5.3_9	out.2.8_9	0.9969481180061037	0.998641304347826
out.5.3_10	out.2.8_10	0.9977418480715382	0.9991858887381275
out.5.3_11	out.2.8_11	0.9955286168521462	0.9998004191198483
out.5.3_12	out.2.8_12	0.9993705413344524	1.0
out.5.3_13	out.2.8_13	0.9922480620155039	1.0
out.5.3_14	out.2.8_14	1.0	1.0
out.5.3_15	out.2.8_15	0.9915611814345991	1.0
out.5.3_18	out.2.8_17	0.8333333333333334	1.0
out.5.3_19	out.2.8_16	0.9113924050632911	1.0
out.5.3_20	out.2.8_18	0.8260869565217391	1.0
out.5.3_21	out.2.8_19	0.7608695652173914	1.0
out.5.3_23	out.2.8_20	0.7027027027027027	1.0
out.5.3_24	out.2.8_21	0.8148148148148148	1.0
out.5.3_26	out.2.8_22	0.782608695652174	1.0
out.5.3_30	out.2.8_24	1.0	1.0
out.5.3_32	out.2.8_25	1.0	1.0
out.5.3_35	out.2.8_26	1.0	1.0
out.5.3_36	out.2.8_27	1.0	1.0
out.5.3_38	out.2.8_28	1.0	1.0
out.5.3_1	out.3.3_1	0.9991239597021463	0.9999178059672867
out.5.3_2	out.3.3_2	0.9953385952871197	0.9998563631140477
out.5.3_3	out.3.3_3	0.9992226412921429	1.0
out.5.3_4	out.3.3_4	0.9993688766003486	0.9996993656615458
out.5.3_5	out.3.3_5	0.9953053365120117	0.9999263053170714
out.5.3_6	out.3.3_6	0.9995851578704771	0.9998616810364701
out.5.3_7	out.3.3_7	0.9976082423647737	0.9998156115550092
out.5.3_8	out.3.3_8	0.9983567496508093	1.0
out.5.3_9	out.3.3_9	0.9978799185888738	0.9992357336956522
out.5.3_10	out.3.3_10	0.9987346348517715	0.9998190372783207
out.5.3_11	out.3.3_11	0.9954297069051168	0.9998004191198483
out.5.3_12	out.3.3_12	0.9993705413344524	1.0
out.5.3_13	out.3.3_13	0.9922480620155039	1.0
out.5.3_14	out.3.3_14	1.0	1.0
out.5.3_15	out.3.3_15	1.0	1.0
out.5.3_18	out.3.3_16	0.9523809523809523	1.0
out.5.3_19	out.3.3_17	0.9367088607594937	1.0
out.5.3_20	out.3.3_18	0.8478260869565217	1.0
out.5.3_21	out.3.3_19	0.8478260869565217	1.0
out.5.3_23	out.3.3_20	0.7567567567567568	1.0
out.5.3_24	out.3.3_21	0.8148148148148148	1.0
out.5.3_25	out.3.3_22	0.84	1.0
out.5.3_26	out.3.3_24	0.782608695652174	1.0
out.5.3_27	out.3.3_23	0.9047619047619048	1.0
out.5.3_30	out.3.3_25	1.0	1.0
out.5.3_31	out.3.3_27	0.8	1.0
out.5.3_32	out.3.3_26	1.0	1.0
out.5.3_35	out.3.3_28	1.0	1.0
out.5.3_36	out.3.3_29	1.0	1.0
out.5.3_38	out.3.3_31	1.0	1.0
out.5.3_1	out.3.8_1	0.9994249253772216	0.9999178059672867
out.5.3_2	out.3.8_2	0.9992248952173164	0.9999138178684286
out.5.3_3	out.3.8_3	0.9995391970508611	1.0
out.5.3_4	out.3.8_4	0.9996392930143081	0.999849673792129
out.5.3_5	out.3.8_5	0.9952690064913632	0.9999631526585356
out.5.3_6	out.3.8_6	0.9996773301373651	0.9999077873576467
out.5.3_7	out.3.8_7	0.9984666339548577	0.999938574938575
out.5.3_8	out.3.8_8	0.9989312726076949	1.0
out.5.3_9	out.3.8_9	0.9986425723254433	0.9995754076086957
out.5.3_10	out.3.8_10	0.9990960043391792	1.0
out.5.3_11	out.3.8_11	0.9992022337455125	0.9999002095599242
out.5.3_12	out.3.8_12	0.9995802728226653	1.0
out.5.3_13	out.3.8_13	0.9922480620155039	1.0
out.5.3_14	out.3.8_14	1.0	1.0
out.5.3_15	out.3.8_15	1.0	1.0
out.5.3_17	out.3.8_16	0.9421487603305785	1.0
out.5.3_18	out.3.8_17	0.9642857142857143	1.0
out.5.3_19	out.3.8_18	0.9746835443037974	1.0
out.5.3_20	out.3.8_20	0.8478260869565217	1.0
out.5.3_21	out.3.8_19	0.9565217391304348	1.0
out.5.3_22	out.3.8_21	0.9473684210526315	1.0
out.5.3_23	out.3.8_22	0.8108108108108109	1.0
out.5.3_24	out.3.8_24	0.8518518518518519	1.0
out.5.3_25	out.3.8_23	0.96	1.0
out.5.3_26	out.3.8_25	0.9565217391304348	1.0
out.5.3_27	out.3.8_26	0.9047619047619048	1.0
out.5.3_28	out.3.8_27	0.7272727272727273	1.0
out.5.3_29	out.3.8_28	1.0	1.0
out.5.3_30	out.3.8_29	1.0	1.0
out.5.3_31	out.3.8_31	0.8	1.0
out.5.3_32	out.3.8_30	1.0	1.0
out.5.3_33	out.3.8_32	0.8	1.0
out.5.3_35	out.3.8_33	1.0	1.0
out.5.3_36	out.3.8_34	1.0	1.0
out.5.3_37	out.3.8_35	1.0	1.0
out.5.3_38	out.3.8_36	1.0	1.0
out.5.3_39	out.3.8_37	1.0	1.0
out.5.3_40	out.3.8_38	1.0	1.0
out.5.3_1	out.4.3_1	0.9994522948844342	0.9999178059672867
out.5.3_2	out.4.3_2	0.9995692749461593	1.0
out.5.3_3	out.4.3_3	0.9997119483811499	1.0
out.5.3_4	out.4.3_4	0.9998496918683301	0.9999398713246347
out.5.3_5	out.4.3_5	0.9952691799911985	1.0
out.5.3_6	out.4.3_6	0.9998156002212797	0.9999538936788234
out.5.3_7	out.4.3_7	0.9990185855364043	1.0
out.5.3_8	out.4.3_8	0.9994242474091133	1.0
out.5.3_9	out.4.3_9	0.9991512476659311	0.9996603260869565
out.5.3_10	out.4.3_10	0.9994576026035075	1.0
out.5.3_11	out.4.3_11	0.9994015559545183	0.9999002095599242
out.5.3_12	out.4.3_12	0.9997900923593619	1.0
out.5.3_13	out.4.3_13	0.9922480620155039	1.0
out.5.3_14	out.4.3_14	1.0	1.0
out.5.3_15	out.4.3_15	1.0	1.0
out.5.3_17	out.4.3_16	0.9504132231404959	1.0
out.5.3_18	out.4.3_17	0.9761904761904762	1.0
out.5.3_19	out.4.3_18	1.0	1.0
out.5.3_20	out.4.3_20	0.8478260869565217	1.0
out.5.3_21	out.4.3_19	0.9565217391304348	1.0
out.5.3_22	out.4.3_21	0.9736842105263158	1.0
out.5.3_23	out.4.3_22	0.8378378378378378	1.0
out.5.3_24	out.4.3_24	0.8888888888888888	1.0
out.5.3_25	out.4.3_23	0.96	1.0
out.5.3_26	out.4.3_25	1.0	1.0
out.5.3_27	out.4.3_26	0.9047619047619048	1.0
out.5.3_28	out.4.3_27	0.9090909090909091	1.0
out.5.3_29	out.4.3_28	1.0	1.0
out.5.3_30	out.4.3_29	1.0	1.0
out.5.3_31	out.4.3_31	0.8	1.0
out.5.3_32	out.4.3_30	1.0	1.0
out.5.3_33	out.4.3_32	0.8	1.0
out.5.3_34	out.4.3_33	1.0	1.0
out.5.3_35	out.4.3_34	1.0	1.0
out.5.3_36	out.4.3_35	1.0	1.0
out.5.3_37	out.4.3_36	1.0	1.0
out.5.3_38	out.4.3_37	1.0	1.0
out.5.3_39	out.4.3_38	1.0	1.0
out.5.3_40	out.4.3_39	1.0	1.0
out.5.3_1	out.4.8_1	0.9997808579411603	0.9999726019890955
out.5.3_2	out.4.8_2	0.9998851036939163	1.0
out.5.3_3	out.4.8_3	0.9997983464408147	1.0
out.5.3_4	out.4.8_4	0.9999098151209981	0.9999699365661546
out.5.3_5	out.4.8_5	0.9998526323545666	1.0
out.5.3_6	out.4.8_6	0.9999538936788234	1.0
out.5.3_7	out.4.8_7	0.9995092927682022	1.0
out.5.3_8	out.4.8_8	0.9997531676814218	1.0
out.5.3_9	out.4.8_9	0.9997452661968244	0.9999150743099787
out.5.3_10	out.4.8_10	0.9996384017356716	1.0
out.5.3_11	out.4.8_11	0.9996009577015164	0.9999002095599242
out.5.3_12	out.4.8_12	0.9997900923593619	1.0
out.5.3_13	out.4.8_13	0.9974025974025974	1.0
out.5.3_14	out.4.8_14	1.0	1.0
out.5.3_15	out.4.8_15	1.0	1.0
out.5.3_16	out.4.8_16	0.9847328244274809	1.0
out.5.3_17	out.4.8_17	0.9917355371900827	1.0
out.5.3_18	out.4.8_18	0.9761904761904762	1.0
out.5.3_19	out.4.8_19	1.0	1.0
out.5.3_20	out.4.8_21	0.9347826086956522	1.0
out.5.3_21	out.4.8_20	0.9565217391304348	1.0
out.5.3_22	out.4.8_22	0.9736842105263158	1.0
out.5.3_23	out.4.8_23	0.9459459459459459	1.0
out.5.3_24	out.4.8_24	0.9629629629629629	1.0
out.5.3_25	out.4.8_25	1.0	1.0
out.5.3_26	out.4.8_26	1.0	1.0
out.5.3_27	out.4.8_27	1.0	1.0
out.5.3_28	out.4.8_28	0.9090909090909091	1.0
out.5.3_29	out.4.8_29	1.0	1.0
out.5.3_30	out.4.8_30	1.0	1.0
out.5.3_31	out.4.8_31	1.0	1.0
out.5.3_32	out.4.8_32	1.0	1.0
out.5.3_33	out.4.8_33	1.0	1.0
out.5.3_34	out.4.8_34	1.0	1.0
out.5.3_35	out.4.8_35	1.0	1.0
out.5.3_36	out.4.8_36	1.0	1.0
out.5.3_37	out.4.8_37	1.0	1.0
out.5.3_38	out.4.8_38	1.0	1.0
out.5.3_39	out.4.8_39	1.0	1.0
out.5.3_40	out.4.8_40	1.0	1.0
out.1.3_1	out.1.8_1	0.9991655900086133	0.9999730617962395
out.1.3_2	out.1.8_2	0.9996584796653101	0.999971531059614
out.1.3_3	out.1.8_3	0.9989441543246869	0.9996858668646658
out.1.3_4	out.1.8_4	0.999340804218853	0.9997302239141512
out.1.3_5	out.1.8_5	0.9998533132861491	1.0
out.1.3_6	out.1.8_6	0.9996313703806101	0.9999078171091446
out.1.3_7	out.1.8_7	0.99981564554784	1.0
out.1.3_8	out.1.8_8	0.9962497961845752	0.9998363606611029
out.1.3_9	out.1.8_9	0.9981365407419956	0.9994910941475827
out.1.3_10	out.1.8_10	1.0	1.0
out.1.3_11	out.1.8_11	0.9998012916045703	0.9999006359300477
out.1.3_12	out.1.8_12	0.9981167608286252	1.0
out.1.3_1	out.2.3_1	0.9848407334607825	0.9995354302735496
