Gene Category Clique
OG287605 intersection 20
OG288633 intersection 20
OG289613 intersection 20
OG2898536 intersection 20
OG2902191 intersection 20
OG2911480 intersection 20
OG2912848 intersection 20
OG2917397 intersection 20
OG2926669 intersection 20
OG2938256 intersection 20
OG2938856 intersection 20
OG2948561 intersection 20
OG2948586 intersection 20
OG2954175 disjoint 20
OG2967047 intersection 20
OG2967205 intersection 20
OG2969123 intersection 20
OG2969524 intersection 20
OG2983546 intersection 20
OG298553 intersection 20
OG2987455 intersection 20
OG2996307 intersection 20
OG3015392 intersection 20
OG3039901 intersection 20
OG3041891 intersection 20
OG3043955 intersection 20
OG3054242 intersection 20
OG3067065 intersection 20
OG3076065 intersection 20
OG3097190 intersection 20
OG3105622 intersection 20
OG3110219 intersection 20
OG3112359 intersection 20
OG3115776 intersection 20
OG3122461 intersection 20
OG3123003 intersection 20
OG3124229 intersection 20
OG3136427 intersection 20
OG3140142 intersection 20
OG3145149 intersection 20
OG3151270 disjoint 20
OG3164455 intersection 20
OG3164515 intersection 20
OG317243 intersection 20
OG3178414 intersection 20
OG3179252 intersection 20
OG3179906 intersection 20
OG318987 intersection 20
OG3202080 intersection 20
OG3219339 intersection 20
OG3229762 intersection 20
OG3242896 intersection 20
OG3250186 intersection 20
OG3251399 intersection 20
OG3253270 intersection 20
OG326764 intersection 20
OG3296241 intersection 20
OG330523 intersection 20
OG3305730 intersection 20
OG3308519 intersection 20
OG3308530 intersection 20
OG3314739 intersection 20
OG3316526 intersection 20
OG331995 intersection 20
OG3321398 intersection 20
OG3326536 intersection 20
OG3330809 intersection 20
OG3345204 intersection 20
OG3362402 intersection 20
OG3371392 disjoint 20
OG3379488 intersection 20
OG3379548 intersection 20
OG3381916 intersection 20
OG3385079 intersection 20
OG3392607 intersection 20
OG3393920 intersection 20
OG3397800 intersection 20
OG3398201 intersection 20
OG3398731 intersection 20
OG34470 intersection 20
OG345856 intersection 20
OG359359 intersection 20
OG391819 intersection 20
OG407444 intersection 20
OG429410 intersection 20
OG437218 intersection 20
OG460346 intersection 20
OG463498 intersection 20
OG478874 intersection 20
OG490197 intersection 20
OG506232 intersection 20
OG516799 intersection 20
OG524973 intersection 20
OG53671 intersection 20
OG539558 intersection 20
OG554122 intersection 20
OG561675 intersection 20
OG561829 intersection 20
OG56501 intersection 20
OG566507 intersection 20
OG568110 intersection 20
OG578504 intersection 20
OG59747 intersection 20
OG615037 intersection 20
OG642467 intersection 20
OG648842 intersection 20
OG671225 intersection 20
OG672756 intersection 20
OG688308 intersection 20
OG694472 intersection 20
OG700149 intersection 20
OG727583 intersection 20
OG732687 intersection 20
OG744901 intersection 20
OG759269 intersection 20
OG766102 intersection 20
OG769295 intersection 20
OG771185 intersection 20
OG780523 intersection 20
OG784340 intersection 20
OG797157 intersection 20
OG803503 intersection 20
OG807643 intersection 20
OG818608 intersection 20
OG826618 intersection 20
OG827010 intersection 20
OG844547 intersection 20
OG848038 intersection 20
OG854526 intersection 20
OG887279 intersection 20
OG888904 intersection 20
OG895274 intersection 20
OG895607 intersection 20
OG899017 intersection 20
OG907987 intersection 20
OG926334 intersection 20
OG927231 intersection 20
OG92890 intersection 20
OG94602 intersection 20
OG948941 intersection 20
OG950525 intersection 20
OG961891 intersection 20
OG964726 intersection 20
OG986426 intersection 20
OG994509 intersection 20
OG998347 intersection 20
OG0064222 intersection 21
OG124018 intersection 21
OG0265057 intersection 22
OG0012666 intersection 23
OG0018015 intersection 23
OG0024929 intersection 23
OG0025214 intersection 23
OG0034591 intersection 23
OG0034772 intersection 23
OG0037202 intersection 23
OG0038854 intersection 23
OG0041326 intersection 23
OG0044457 intersection 23
OG0047830 intersection 23
OG0048532 intersection 23
OG0051999 intersection 23
OG0053686 intersection 23
OG0055512 intersection 23
OG0057955 intersection 23
OG0059389 intersection 23
OG0059417 intersection 23
OG0059934 intersection 23
OG0062355 intersection 23
OG0063867 intersection 23
OG0064222 disjoint 23
OG0065973 intersection 23
OG0067307 intersection 23
OG0067704 intersection 23
OG0068239 intersection 23
OG0071930 intersection 23
OG0073614 intersection 23
OG0074466 intersection 23
OG0075369 intersection 23
OG0075895 intersection 23
OG0076000 intersection 23
OG0078365 intersection 23
OG0080453 intersection 23
OG0080968 intersection 23
OG0082337 intersection 23
OG0085373 intersection 23
OG0086986 intersection 23
OG0090732 intersection 23
OG0091254 intersection 23
OG0091288 intersection 23
OG0092927 intersection 23
OG0096102 intersection 23
OG0096876 intersection 23
OG0100345 intersection 23
OG0102423 intersection 23
OG0102803 intersection 23
OG0103661 intersection 23
OG0104298 intersection 23
OG0104807 intersection 23
OG0106562 intersection 23
OG0107310 intersection 23
OG0107607 intersection 23
OG0108622 intersection 23
OG0109436 intersection 23
OG0112238 intersection 23
OG0112342 intersection 23
OG0113757 intersection 23
OG0113993 intersection 23
OG0115398 intersection 23
OG0117983 intersection 23
OG0119135 intersection 23
OG0119298 intersection 23
OG0119566 intersection 23
OG0122727 intersection 23
OG0122999 intersection 23
OG0124012 intersection 23
OG0124681 intersection 23
OG0124756 intersection 23
OG0128355 intersection 23
OG0128472 intersection 23
OG0128926 intersection 23
OG0129507 intersection 23
OG0134094 intersection 23
OG0134216 intersection 23
OG0138336 intersection 23
OG0138939 intersection 23
OG0139803 intersection 23
OG0140671 intersection 23
OG0141289 intersection 23
OG0142502 intersection 23
OG0142844 intersection 23
OG0143195 intersection 23
OG0144298 disjoint 23
OG0149189 intersection 23
OG0151056 intersection 23
OG0154531 intersection 23
OG0158408 intersection 23
OG0160761 intersection 23
OG0162372 intersection 23
OG0162621 intersection 23
OG0163066 intersection 23
OG0163894 intersection 23
OG0163926 intersection 23
OG0164354 intersection 23
OG0164648 disjoint 23
OG0165526 intersection 23
OG0165599 intersection 23
OG0166179 intersection 23
OG0166748 intersection 23
OG0169710 intersection 23
OG0171029 intersection 23
OG0174930 intersection 23
OG0175023 intersection 23
OG0175608 intersection 23
OG0176297 intersection 23
OG0176474 intersection 23
OG0177642 intersection 23
OG0177674 intersection 23
OG0177926 intersection 23
OG0178607 intersection 23
OG0178875 intersection 23
OG0179312 intersection 23
OG0183887 intersection 23
OG0184417 intersection 23
OG0184449 intersection 23
OG0184678 intersection 23
OG0185245 intersection 23
OG0185720 intersection 23
OG0185724 intersection 23
OG0185853 intersection 23
OG0187517 intersection 23
OG0188468 intersection 23
OG0188536 intersection 23
OG0191132 intersection 23
OG0192336 intersection 23
OG0193658 intersection 23
OG0194224 intersection 23
OG0195253 intersection 23
OG0195353 intersection 23
OG0197006 intersection 23
OG0197661 intersection 23
OG0198104 intersection 23
OG0198266 intersection 23
OG0198879 intersection 23
OG0199018 disjoint 23
OG0199219 intersection 23
OG0199718 intersection 23
OG0199732 intersection 23
OG0202334 intersection 23
OG0203094 intersection 23
OG0203448 intersection 23
OG0203806 intersection 23
OG0205858 intersection 23
OG0206630 intersection 23
OG0207878 intersection 23
OG0208233 intersection 23
OG0210272 intersection 23
OG0212843 intersection 23
OG0214278 intersection 23
OG0215625 intersection 23
OG0220194 intersection 23
OG0221967 intersection 23
OG0224787 intersection 23
OG0226172 intersection 23
OG0226678 intersection 23
OG0227610 intersection 23
OG0231272 intersection 23
OG0231493 intersection 23
OG0233097 intersection 23
OG0234025 intersection 23
OG0237440 intersection 23
OG0238817 intersection 23
OG0241180 intersection 23
OG0242211 intersection 23
OG0246924 intersection 23
OG0246986 intersection 23
OG0247003 intersection 23
OG0247588 intersection 23
OG0247638 intersection 23
OG0247648 intersection 23
OG0247711 intersection 23
OG0247729 intersection 23
OG0247781 intersection 23
OG0247817 intersection 23
OG0247907 intersection 23
OG0248397 intersection 23
OG0249073 intersection 23
OG0249538 intersection 23
OG0250141 intersection 23
OG0250524 intersection 23
OG0250881 intersection 23
OG0252121 intersection 23
OG0252942 intersection 23
OG0254214 intersection 23
OG0258846 intersection 23
OG0265128 intersection 23
OG0269539 intersection 23
OG0269808 intersection 23
OG0279525 disjoint 23
OG0284028 intersection 23
OG0287868 intersection 23
OG0287877 intersection 23
OG0292910 intersection 23
OG0294761 intersection 23
OG0302570 intersection 23
OG0303587 intersection 23
OG0307148 intersection 23
OG0308277 intersection 23
OG0309025 intersection 23
OG0310919 intersection 23
OG0311986 intersection 23
OG0312116 intersection 23
OG0314325 intersection 23
OG0318876 intersection 23
OG0320679 intersection 23
OG0321095 disjoint 23
OG0321201 intersection 23
OG0321995 intersection 23
OG0323933 intersection 23
OG0324774 intersection 23
OG0325167 intersection 23
OG0325971 intersection 23
OG0327886 intersection 23
OG0327890 intersection 23
OG0328337 intersection 23
OG0328771 intersection 23
OG0329284 intersection 23
OG0329336 intersection 23
OG0329408 intersection 23
OG0329963 intersection 23
OG0330036 intersection 23
OG0330340 intersection 23
OG0330364 intersection 23
OG0330614 intersection 23
OG0333185 intersection 23
OG0333376 intersection 23
OG0336544 intersection 23
OG0337433 intersection 23
OG0338265 intersection 23
OG0338854 intersection 23
OG0339220 intersection 23
OG0339945 intersection 23
OG0341025 intersection 23
OG0341989 intersection 23
OG0342492 intersection 23
OG0348637 intersection 23
OG0352332 intersection 23
OG0356616 intersection 23
OG0356894 intersection 23
OG0356925 intersection 23
OG0357877 intersection 23
OG0359354 intersection 23
OG0360259 intersection 23
OG0361368 intersection 23
OG0361996 intersection 23
OG0366603 intersection 23
OG0366989 intersection 23
OG0368006 intersection 23
OG0373464 intersection 23
OG0376044 intersection 23
OG0386634 disjoint 23
OG0394554 intersection 23
OG0409471 intersection 23
OG0412028 intersection 23
OG0412130 intersection 23
OG0424977 intersection 23
OG0433066 intersection 23
OG0434282 intersection 23
OG0444484 intersection 23
OG0466472 intersection 23
OG0468299 intersection 23
OG0468420 intersection 23
OG0468464 intersection 23
OG0468752 intersection 23
OG0468758 intersection 23
OG0469115 intersection 23
OG0469132 intersection 23
OG0469163 intersection 23
OG0470324 intersection 23
OG0470407 intersection 23
OG0470893 intersection 23
OG0471034 intersection 23
OG0471306 intersection 23
OG0471404 intersection 23
OG0471707 intersection 23
OG0472628 intersection 23
OG0472663 intersection 23
OG0472724 intersection 23
OG0473220 intersection 23
OG0473284 intersection 23
OG0473291 intersection 23
OG0474433 intersection 23
OG0475370 intersection 23
OG0477948 intersection 23
OG0479954 intersection 23
OG0480751 intersection 23
OG0481343 intersection 23
OG0482107 intersection 23
OG0485121 intersection 23
OG0487608 intersection 23
OG0488696 intersection 23
OG0491408 intersection 23
OG0494876 intersection 23
OG0495714 intersection 23
OG0495815 intersection 23
OG0496323 intersection 23
OG0500522 intersection 23
OG0506040 intersection 23
OG0507522 intersection 23
OG0512081 intersection 23
OG0516962 intersection 23
OG0523309 intersection 23
OG0530261 intersection 23
OG0530969 intersection 23
OG0535090 intersection 23
OG0538379 intersection 23
OG0539120 intersection 23
OG0539375 intersection 23
OG0540405 intersection 23
OG0542164 intersection 23
OG0542312 intersection 23
OG0542513 intersection 23
OG0542653 intersection 23
OG0542914 intersection 23
OG0543053 intersection 23
OG0543224 disjoint 23
OG0543446 intersection 23
OG0544687 intersection 23
OG0544793 intersection 23
OG0545227 intersection 23
OG0547437 intersection 23
OG0551039 intersection 23
OG0556694 intersection 23
OG0563576 intersection 23
OG0566622 intersection 23
OG0571834 intersection 23
OG0577381 intersection 23
OG0599417 intersection 23
OG0600831 intersection 23
OG1004907 intersection 23
OG1006552 intersection 23
OG1007340 intersection 23
OG1008330 intersection 23
OG1012875 intersection 23
OG101796 intersection 23
OG1019371 intersection 23
OG1021467 intersection 23
OG1026143 intersection 23
OG1028649 intersection 23
OG104209 intersection 23
OG104253 intersection 23
OG1045946 intersection 23
OG1055931 intersection 23
OG1057221 intersection 23
OG1070032 intersection 23
OG1076553 intersection 23
OG1082925 intersection 23
OG1089497 intersection 23
OG1092049 intersection 23
OG1093123 intersection 23
OG1095991 intersection 23
OG1116554 intersection 23
OG1120634 intersection 23
OG1127806 intersection 23
OG1129389 intersection 23
OG112987 intersection 23
OG1137000 intersection 23
OG114594 intersection 23
OG1148144 intersection 23
OG1155866 intersection 23
OG1166234 intersection 23
OG1178220 intersection 23
OG1179408 intersection 23
OG1189184 intersection 23
OG118942 intersection 23
OG1197863 intersection 23
OG1199640 intersection 23
OG1203506 intersection 23
OG1210393 intersection 23
OG1217713 intersection 23
OG1218013 intersection 23
OG122051 intersection 23
OG1226288 intersection 23
OG1229365 intersection 23
OG1232393 intersection 23
OG1237605 intersection 23
OG1238317 intersection 23
OG1241142 intersection 23
OG1247969 intersection 23
OG1247987 intersection 23
OG1252717 intersection 23
OG1259169 intersection 23
OG125938 intersection 23
OG1260995 intersection 23
OG1261644 intersection 23
OG1265528 intersection 23
OG1276336 intersection 23
OG1278841 intersection 23
OG1279005 intersection 23
OG1289425 intersection 23
OG1300663 intersection 23
OG1308750 intersection 23
OG1316447 intersection 23
OG1323966 intersection 23
OG1326922 intersection 23
OG1328458 intersection 23
OG1328459 intersection 23
OG1331013 intersection 23
OG1339303 intersection 23
OG135391 intersection 23
OG135855 intersection 23
OG1359443 intersection 23
OG136245 intersection 23
OG1363098 intersection 23
OG1364547 intersection 23
OG1365485 intersection 23
OG1369877 intersection 23
OG1377757 intersection 23
OG13862 intersection 23
OG1398544 intersection 23
OG1427801 disjoint 23
OG1429419 intersection 23
OG1443064 intersection 23
OG1446979 intersection 23
OG1447940 intersection 23
OG145582 intersection 23
OG1456077 intersection 23
OG145881 intersection 23
OG1459986 intersection 23
OG1471980 intersection 23
OG148009 intersection 23
OG1484936 intersection 23
OG1488420 disjoint 23
OG1499969 intersection 23
OG1500309 intersection 23
OG1505263 intersection 23
OG1506621 intersection 23
OG1507335 intersection 23
OG1511952 intersection 23
OG1522388 intersection 23
OG1526132 intersection 23
OG1538782 intersection 23
OG1552134 intersection 23
OG1566065 intersection 23
OG1576597 intersection 23
OG1580715 intersection 23
OG1582173 intersection 23
OG1583692 intersection 23
OG1583722 intersection 23
OG1593239 intersection 23
OG1595152 intersection 23
OG1597133 intersection 23
OG159981 intersection 23
OG1601770 intersection 23
OG1602188 intersection 23
OG1615066 intersection 23
OG16305 intersection 23
OG1639049 intersection 23
OG1640692 intersection 23
OG16430 intersection 23
OG1644792 intersection 23
OG1645855 intersection 23
OG1650330 intersection 23
OG165716 intersection 23
OG1661240 intersection 23
OG1661261 intersection 23
OG1662513 intersection 23
OG1664376 intersection 23
OG1668071 intersection 23
OG1668138 intersection 23
OG1673248 intersection 23
OG1675047 disjoint 23
OG1678052 intersection 23
OG1679926 intersection 23
OG1684322 intersection 23
OG1693148 intersection 23
OG1693504 intersection 23
OG1693814 intersection 23
OG1697847 intersection 23
OG1697851 intersection 23
OG1699563 intersection 23
OG1702245 intersection 23
OG1703004 intersection 23
OG1712056 intersection 23
OG1721050 intersection 23
OG1721673 intersection 23
OG1721676 intersection 23
OG1722677 intersection 23
OG1727693 intersection 23
OG1728197 intersection 23
OG1755914 intersection 23
OG1765137 intersection 23
OG176561 intersection 23
OG1766843 intersection 23
OG1766909 intersection 23
OG1770346 intersection 23
OG1776348 intersection 23
OG1785866 intersection 23
OG1797185 intersection 23
OG1801359 intersection 23
OG1807136 intersection 23
OG1811663 intersection 23
OG1816999 intersection 23
OG1828393 intersection 23
OG1843775 intersection 23
OG1877622 intersection 23
OG1880016 intersection 23
OG1883171 intersection 23
OG1886608 intersection 23
OG1902107 intersection 23
OG1911185 intersection 23
OG1913835 intersection 23
OG1916336 intersection 23
OG1917752 intersection 23
OG1917763 intersection 23
OG1919162 intersection 23
OG1921579 intersection 23
OG1924294 intersection 23
OG1925118 intersection 23
OG1925176 intersection 23
OG1925536 intersection 23
